f 1m 1f 2m 2f 3m 3f jL1m jL1f jL2m jL2f jV0300m jV0300f 
0.198746 2.93827 0 0.540319 180 1 -0 2.42042 -90 0.674728 90 2.42042 90
0.199205 2.911 0 0.528375 180 1 -0 2.39189 -90 0.661335 90 2.39189 90
0.199664 2.8844 0 0.516823 180 1 -0 2.36403 -90 0.648369 90 2.36403 90
0.200125 2.85842 0 0.505647 180 1 -0 2.33682 -90 0.635812 90 2.33682 90
0.200587 2.83305 0 0.494829 180 1 -0 2.31024 -90 0.623645 90 2.31024 90
0.20105 2.80828 0 0.484355 180 1 -0 2.28427 -90 0.611852 90 2.28427 90
0.201514 2.78407 0 0.474209 180 1 -0 2.25889 -90 0.600418 90 2.25889 90
0.201979 2.7604 0 0.464378 180 1 -0 2.23407 -90 0.589328 90 2.23407 90
0.202445 2.73727 0 0.454849 180 1 -0 2.2098 -90 0.578567 90 2.2098 90
0.202912 2.71465 0 0.44561 180 1 -0 2.18606 -90 0.568123 90 2.18606 90
0.20338 2.69252 0 0.436649 180 1 -0 2.16283 -90 0.557982 90 2.16283 90
0.203849 2.67087 0 0.427954 180 1 -0 2.14009 -90 0.548133 90 2.14009 90
0.20432 2.64968 0 0.419515 180 1 -0 2.11783 -90 0.538564 90 2.11783 90
0.204791 2.62894 0 0.411321 180 1 -0 2.09603 -90 0.529264 90 2.09603 90
0.205264 2.60864 0 0.403365 180 1 -0 2.07468 -90 0.520224 90 2.07468 90
0.205737 2.58875 0 0.395635 180 1 -0 2.05376 -90 0.511432 90 2.05376 90
0.206212 2.56927 0 0.388124 180 1 -0 2.03326 -90 0.50288 90 2.03326 90
0.206688 2.55019 0 0.380823 180 1 -0 2.01316 -90 0.49456 90 2.01316 90
0.207165 2.53148 0 0.373725 180 1 -0 1.99346 -90 0.486461 90 1.99346 90
0.207643 2.51315 0 0.366822 180 1 -0 1.97415 -90 0.478577 90 1.97415 90
0.208122 2.49518 0 0.360106 180 1 -0 1.9552 -90 0.4709 90 1.9552 90
0.208602 2.47756 0 0.353571 180 1 -0 1.93661 -90 0.463422 90 1.93661 90
0.209084 2.46027 0 0.347211 180 1 -0 1.91838 -90 0.456135 90 1.91838 90
0.209566 2.44332 0 0.341019 180 1 -0 1.90048 -90 0.449035 90 1.90048 90
0.21005 2.42668 0 0.334989 180 1 -0 1.88291 -90 0.442113 90 1.88291 90
0.210535 2.41036 0 0.329116 180 1 -0 1.86566 -90 0.435364 90 1.86566 90
0.21102 2.39434 0 0.323394 180 1 -0 1.84873 -90 0.428782 90 1.84873 90
0.211507 2.37861 0 0.317818 180 1 -0 1.8321 -90 0.422362 90 1.8321 90
0.211995 2.36317 0 0.312384 180 1 -0 1.81576 -90 0.416097 90 1.81576 90
0.212485 2.34801 0 0.307085 180 1 -0 1.7997 -90 0.409983 90 1.7997 90
0.212975 2.33312 0 0.301918 180 1 -0 1.78393 -90 0.404015 90 1.78393 90
0.213466 2.31849 0 0.296878 180 1 -0 1.76843 -90 0.398188 90 1.76843 90
0.213959 2.30412 0 0.291962 180 1 -0 1.75319 -90 0.392497 90 1.75319 90
0.214453 2.29 0 0.287164 180 1 -0 1.73821 -90 0.386938 90 1.73821 90
0.214947 2.27613 0 0.282482 180 1 -0 1.72348 -90 0.381508 90 1.72348 90
0.215443 2.26249 0 0.277912 180 1 -0 1.70899 -90 0.376201 90 1.70899 90
0.215941 2.24908 0 0.273449 180 1 -0 1.69474 -90 0.371015 90 1.69474 90
0.216439 2.23589 0 0.269092 180 1 -0 1.68072 -90 0.365945 90 1.68072 90
0.216938 2.22293 0 0.264835 180 1 -0 1.66693 -90 0.360987 90 1.66693 90
0.217439 2.21018 0 0.260677 180 1 -0 1.65336 -90 0.356139 90 1.65336 90
0.217941 2.19764 0 0.256614 180 1 -0 1.64001 -90 0.351397 90 1.64001 90
0.218444 2.18531 0 0.252643 180 1 -0 1.62686 -90 0.346758 90 1.62686 90
0.218948 2.17317 0 0.248762 180 1 -0 1.61392 -90 0.342219 90 1.61392 90
0.219453 2.16123 0 0.244968 180 1 -0 1.60118 -90 0.337777 90 1.60118 90
0.219959 2.14948 0 0.241257 180 1 -0 1.58863 -90 0.333429 90 1.58863 90
0.220467 2.13791 0 0.237629 180 1 -0 1.57628 -90 0.329172 90 1.57628 90
0.220976 2.12653 0 0.23408 180 1 -0 1.56411 -90 0.325004 90 1.56411 90
0.221486 2.11532 0 0.230608 180 1 -0 1.55212 -90 0.320922 90 1.55212 90
0.221997 2.10428 0 0.22721 180 1 -0 1.54031 -90 0.316924 90 1.54031 90
0.222509 2.09342 0 0.223886 180 1 -0 1.52867 -90 0.313007 90 1.52867 90
0.223022 2.08272 0 0.220632 180 1 -0 1.5172 -90 0.309169 90 1.5172 90
0.223537 2.07218 0 0.217446 180 1 -0 1.5059 -90 0.305409 90 1.5059 90
0.224053 2.0618 0 0.214327 180 1 -0 1.49476 -90 0.301723 90 1.49476 90
0.22457 2.05157 0 0.211273 180 1 -0 1.48378 -90 0.29811 90 1.48378 90
0.225088 2.04149 0 0.208282 180 1 -0 1.47295 -90 0.294567 90 1.47295 90
0.225607 2.03157 0 0.205353 180 1 -0 1.46228 -90 0.291094 90 1.46228 90
0.226128 2.02178 0 0.202483 180 1 -0 1.45175 -90 0.287688 90 1.45175 90
0.22665 2.01214 0 0.19967 180 1 -0 1.44137 -90 0.284347 90 1.44137 90
0.227173 2.00264 0 0.196915 180 1 -0 1.43113 -90 0.28107 90 1.43113 90
0.227697 1.99327 0 0.194214 180 1 -0 1.42104 -90 0.277855 90 1.42104 90
0.228222 1.98404 0 0.191567 180 1 -0 1.41107 -90 0.2747 90 1.41107 90
0.228749 1.97493 0 0.188971 180 1 -0 1.40124 -90 0.271603 90 1.40124 90
0.229277 1.96595 0 0.186427 180 1 -0 1.39154 -90 0.268565 90 1.39154 90
0.229806 1.9571 0 0.183932 180 1 -0 1.38197 -90 0.265581 90 1.38197 90
0.230336 1.94837 0 0.181485 180 1 -0 1.37253 -90 0.262653 90 1.37253 90
0.230868 1.93976 0 0.179084 180 1 -0 1.36321 -90 0.259777 90 1.36321 90
0.231401 1.93127 0 0.17673 180 1 -0 1.354 -90 0.256953 90 1.354 90
0.231935 1.92289 0 0.17442 180 1 -0 1.34492 -90 0.25418 90 1.34492 90
0.23247 1.91463 0 0.172153 180 1 -0 1.33595 -90 0.251456 90 1.33595 90
0.233006 1.90647 0 0.169929 180 1 -0 1.3271 -90 0.24878 90 1.3271 90
0.233544 1.89843 0 0.167746 180 1 -0 1.31835 -90 0.24615 90 1.31835 90
0.234083 1.89049 0 0.165603 180 1 -0 1.30972 -90 0.243567 90 1.30972 90
0.234623 1.88265 0 0.1635 180 1 -0 1.30119 -90 0.241028 90 1.30119 90
0.235164 1.87492 0 0.161434 180 1 -0 1.29277 -90 0.238532 90 1.29277 90
0.235707 1.86729 0 0.159407 180 1 -0 1.28445 -90 0.23608 90 1.28445 90
0.236251 1.85975 0 0.157415 180 1 -0 1.27623 -90 0.233668 90 1.27623 90
0.236796 1.85232 0 0.15546 180 1 -0 1.26811 -90 0.231298 90 1.26811 90
0.237342 1.84498 0 0.153539 180 1 -0 1.26008 -90 0.228967 90 1.26008 90
0.23789 1.83773 0 0.151651 180 1 -0 1.25216 -90 0.226675 90 1.25216 90
0.238439 1.83057 0 0.149798 180 1 -0 1.24432 -90 0.22442 90 1.24432 90
0.238989 1.8235 0 0.147976 180 1 -0 1.23658 -90 0.222203 90 1.23658 90
0.239541 1.81652 0 0.146186 180 1 -0 1.22893 -90 0.220022 90 1.22893 90
0.240093 1.80963 0 0.144427 180 1 -0 1.22137 -90 0.217876 90 1.22137 90
0.240648 1.80282 0 0.142698 180 1 -0 1.21389 -90 0.215764 90 1.21389 90
0.241203 1.7961 0 0.140999 180 1 -0 1.2065 -90 0.213687 90 1.2065 90
0.241759 1.78946 0 0.139328 180 1 -0 1.1992 -90 0.211642 90 1.1992 90
0.242317 1.78289 0 0.137686 180 1 -0 1.19197 -90 0.20963 90 1.19197 90
0.242876 1.77641 0 0.136071 180 1 -0 1.18483 -90 0.207649 90 1.18483 90
0.243437 1.77001 0 0.134483 180 1 -0 1.17777 -90 0.2057 90 1.17777 90
0.243999 1.76368 0 0.132922 180 1 -0 1.17079 -90 0.20378 90 1.17079 90
0.244562 1.75743 0 0.131386 180 1 -0 1.16388 -90 0.201891 90 1.16388 90
0.245126 1.75125 0 0.129875 180 1 -0 1.15705 -90 0.20003 90 1.15705 90
0.245692 1.74514 0 0.128389 180 1 -0 1.15029 -90 0.198198 90 1.15029 90
0.246259 1.73911 0 0.126927 180 1 -0 1.14361 -90 0.196393 90 1.14361 90
0.246827 1.73314 0 0.125489 180 1 -0 1.137 -90 0.194615 90 1.137 90
0.247396 1.72725 0 0.124074 180 1 -0 1.13046 -90 0.192865 90 1.13046 90
0.247967 1.72142 0 0.122681 180 1 -0 1.12399 -90 0.19114 90 1.12399 90
0.248539 1.71566 0 0.12131 180 1 -0 1.11758 -90 0.189441 90 1.11758 90
0.249113 1.70996 0 0.119962 180 1 -0 1.11125 -90 0.187767 90 1.11125 90
0.249688 1.70433 0 0.118634 180 1 -0 1.10498 -90 0.186117 90 1.10498 90
0.250264 1.69876 0 0.117327 180 1 -0 1.09878 -90 0.184491 90 1.09878 90
0.250842 1.69326 0 0.11604 180 1 -0 1.09264 -90 0.182889 90 1.09264 90
0.25142 1.68782 0 0.114774 180 1 -0 1.08656 -90 0.18131 90 1.08656 90
0.252 1.68243 0 0.113526 180 1 -0 1.08054 -90 0.179754 90 1.08054 90
0.252582 1.67711 0 0.112298 180 1 -0 1.07459 -90 0.17822 90 1.07459 90
0.253165 1.67185 0 0.111089 180 1 -0 1.0687 -90 0.176707 90 1.0687 90
0.253749 1.66664 0 0.109898 180 1 -0 1.06286 -90 0.175216 90 1.06286 90
0.254335 1.66149 0 0.108725 180 1 -0 1.05709 -90 0.173745 90 1.05709 90
0.254921 1.6564 0 0.107569 180 1 -0 1.05137 -90 0.172295 90 1.05137 90
0.25551 1.65136 0 0.106431 180 1 -0 1.04571 -90 0.170866 90 1.04571 90
0.256099 1.64638 0 0.105309 180 1 -0 1.0401 -90 0.169455 90 1.0401 90
0.25669 1.64145 0 0.104205 180 1 -0 1.03455 -90 0.168065 90 1.03455 90
0.257283 1.63657 0 0.103116 180 1 -0 1.02905 -90 0.166693 90 1.02905 90
0.257876 1.63175 0 0.102043 180 1 0 1.02361 -90 0.165339 90 1.02361 90
0.258471 1.62697 0 0.100987 180 1 0 1.01822 -90 0.164004 90 1.01822 90
0.259068 1.62225 0 0.0999449 180 1 0 1.01287 -90 0.162687 90 1.01287 90
0.259666 1.61757 0 0.0989182 180 1 0 1.00759 -90 0.161388 90 1.00759 90
0.260265 1.61295 0 0.0979063 180 1 0 1.00235 -90 0.160105 90 1.00235 90
0.260865 1.60837 0 0.0969089 180 1 0 0.997156 -90 0.15884 90 0.997156 90
0.261467 1.60384 0 0.0959257 180 1 0 0.992014 -90 0.157591 90 0.992014 90
0.262071 1.59935 0 0.0949564 180 1 0 0.98692 -90 0.156359 90 0.98692 90
0.262675 1.59492 0 0.0940007 180 1 0 0.981874 -90 0.155142 90 0.981874 90
0.263282 1.59053 0 0.0930585 180 1 0 0.976874 -90 0.153942 90 0.976874 90
0.263889 1.58618 0 0.0921294 180 1 0 0.97192 -90 0.152756 90 0.97192 90
0.264498 1.58187 0 0.0912132 180 1 0 0.967011 -90 0.151586 90 0.967011 90
0.265108 1.57761 0 0.0903097 180 1 0 0.962147 -90 0.150431 90 0.962147 90
0.26572 1.5734 0 0.0894187 180 1 0 0.957327 -90 0.149291 90 0.957327 90
0.266333 1.56922 0 0.0885398 180 1 0 0.95255 -90 0.148164 90 0.95255 90
0.266948 1.56509 0 0.087673 180 1 0 0.947816 -90 0.147052 90 0.947816 90
0.267564 1.561 0 0.0868179 180 1 0 0.943123 -90 0.145954 90 0.943123 90
0.268181 1.55695 0 0.0859744 180 1 0 0.938473 -90 0.14487 90 0.938473 90
0.2688 1.55293 0 0.0851423 180 1 0 0.933863 -90 0.143799 90 0.933863 90
0.26942 1.54896 0 0.0843213 180 1 0 0.929294 -90 0.142741 90 0.929294 90
0.270042 1.54503 0 0.0835113 180 1 0 0.924765 -90 0.141696 90 0.924765 90
0.270665 1.54113 0 0.082712 180 1 0 0.920275 -90 0.140663 90 0.920275 90
0.27129 1.53728 0 0.0819233 180 1 0 0.915824 -90 0.139644 90 0.915824 90
0.271916 1.53346 0 0.0811451 180 1 0 0.911411 -90 0.138636 90 0.911411 90
0.272543 1.52967 0 0.080377 180 1 0 0.907036 -90 0.137641 90 0.907036 90
0.273172 1.52593 0 0.0796189 180 1 0 0.902699 -90 0.136657 90 0.902699 90
0.273803 1.52222 0 0.0788708 180 1 0 0.898398 -90 0.135685 90 0.898398 90
0.274434 1.51854 0 0.0781323 180 1 0 0.894133 -90 0.134725 90 0.894133 90
0.275068 1.5149 0 0.0774033 180 1 0 0.889904 -90 0.133776 90 0.889904 90
0.275702 1.51129 0 0.0766837 180 1 0 0.88571 -90 0.132838 90 0.88571 90
0.276339 1.50772 0 0.0759733 180 1 0 0.881552 -90 0.131911 90 0.881552 90
0.276976 1.50418 0 0.0752719 180 1 0 0.877428 -90 0.130995 90 0.877428 90
0.277615 1.50068 0 0.0745795 180 1 0 0.873337 -90 0.13009 90 0.873337 90
0.278256 1.49721 0 0.0738958 180 1 0 0.869281 -90 0.129194 90 0.869281 90
0.278898 1.49376 0 0.0732207 180 1 0 0.865257 -90 0.12831 90 0.865257 90
0.279542 1.49036 0 0.072554 180 1 0 0.861266 -90 0.127435 90 0.861266 90
0.280187 1.48698 0 0.0718957 180 1 0 0.857308 -90 0.12657 90 0.857308 90
0.280833 1.48363 0 0.0712456 180 1 0 0.853381 -90 0.125715 90 0.853381 90
0.281481 1.48032 0 0.0706035 180 1 0 0.849486 -90 0.124869 90 0.849486 90
0.282131 1.47703 0 0.0699693 180 1 0 0.845622 -90 0.124033 90 0.845622 90
0.282782 1.47377 0 0.0693429 180 1 0 0.841789 -90 0.123206 90 0.841789 90
0.283434 1.47055 0 0.0687241 180 1 0 0.837986 -90 0.122389 90 0.837986 90
0.284088 1.46735 0 0.0681129 180 1 0 0.834213 -90 0.12158 90 0.834213 90
0.284744 1.46418 0 0.0675092 180 1 0 0.830469 -90 0.120781 90 0.830469 90
0.285401 1.46104 0 0.0669127 180 1 0 0.826755 -90 0.11999 90 0.826755 90
0.28606 1.45793 0 0.0663234 180 1 0 0.82307 -90 0.119207 90 0.82307 90
0.28672 1.45485 0 0.0657411 180 1 0 0.819413 -90 0.118434 90 0.819413 90
0.287381 1.45179 0 0.0651659 180 1 0 0.815785 -90 0.117668 90 0.815785 90
0.288044 1.44876 0 0.0645974 180 1 0 0.812184 -90 0.116911 90 0.812184 90
0.288709 1.44576 0 0.0640357 180 1 0 0.808611 -90 0.116162 90 0.808611 90
0.289375 1.44278 0 0.0634807 180 1 0 0.805064 -90 0.11542 90 0.805064 90
0.290043 1.43983 0 0.0629322 180 1 0 0.801545 -90 0.114687 90 0.801545 90
0.290712 1.43691 0 0.0623901 180 1 0 0.798053 -90 0.113962 90 0.798053 90
0.291383 1.43401 0 0.0618543 180 1 0 0.794586 -90 0.113244 90 0.794586 90
0.292056 1.43113 0 0.0613248 180 1 0 0.791146 -90 0.112533 90 0.791146 90
0.292729 1.42828 0 0.0608014 180 1 0 0.787731 -90 0.11183 90 0.787731 90
0.293405 1.42546 0 0.060284 180 1 0 0.784341 -90 0.111135 90 0.784341 90
0.294082 1.42266 0 0.0597726 180 1 0 0.780977 -90 0.110446 90 0.780977 90
0.294761 1.41988 0 0.0592671 180 1 0 0.777637 -90 0.109765 90 0.777637 90
0.295441 1.41713 0 0.0587673 180 1 0 0.774321 -90 0.10909 90 0.774321 90
0.296123 1.4144 0 0.0582732 180 1 0 0.77103 -90 0.108423 90 0.77103 90
0.296806 1.41169 0 0.0577847 180 1 0 0.767763 -90 0.107762 90 0.767763 90
0.297491 1.40901 0 0.0573018 180 1 0 0.764519 -90 0.107108 90 0.764519 90
0.298177 1.40635 0 0.0568243 180 1 0 0.761299 -90 0.10646 90 0.761299 90
0.298865 1.40371 0 0.0563521 180 1 0 0.758102 -90 0.105819 90 0.758102 90
0.299555 1.4011 0 0.0558852 180 1 0 0.754928 -90 0.105185 90 0.754928 90
0.300246 1.3985 0 0.0554235 180 1 0 0.751776 -90 0.104557 90 0.751776 90
0.300939 1.39593 0 0.0549669 180 1 0 0.748647 -90 0.103935 90 0.748647 90
0.301633 1.39338 0 0.0545154 180 1 0 0.745539 -90 0.103319 90 0.745539 90
0.302329 1.39085 0 0.0540689 180 1 0 0.742454 -90 0.102709 90 0.742454 90
0.303027 1.38834 0 0.0536272 180 1 0 0.73939 -90 0.102105 90 0.73939 90
0.303726 1.38585 0 0.0531904 180 1 0 0.736348 -90 0.101507 90 0.736348 90
0.304427 1.38338 0 0.0527584 180 1 0 0.733326 -90 0.100915 90 0.733326 90
0.30513 1.38094 0 0.052331 180 1 0 0.730326 -90 0.100328 90 0.730326 90
0.305834 1.37851 0 0.0519083 180 1 0 0.727346 -90 0.0997476 90 0.727346 90
0.30654 1.3761 0 0.0514902 180 1 0 0.724387 -90 0.0991723 90 0.724387 90
0.307247 1.37371 0 0.0510765 180 1 0 0.721448 -90 0.0986026 90 0.721448 90
0.307956 1.37134 0 0.0506673 180 1 0 0.718529 -90 0.0980383 90 0.718529 90
0.308666 1.36899 0 0.0502624 180 1 0 0.71563 -90 0.0974794 90 0.71563 90
0.309379 1.36666 0 0.0498619 180 1 0 0.71275 -90 0.0969257 90 0.71275 90
0.310093 1.36435 0 0.0494656 180 1 0 0.70989 -90 0.0963772 90 0.70989 90
0.310808 1.36206 0 0.0490735 180 1 0 0.707049 -90 0.0958339 90 0.707049 90
0.311525 1.35978 0 0.0486855 180 1 0 0.704227 -90 0.0952956 90 0.704227 90
0.312244 1.35753 0 0.0483016 180 1 0 0.701424 -90 0.0947624 90 0.701424 90
0.312965 1.35529 0 0.0479217 180 1 0 0.69864 -90 0.0942341 90 0.69864 90
0.313687 1.35306 0 0.0475458 180 1 0 0.695874 -90 0.0937106 90 0.695874 90
0.314411 1.35086 0 0.0471738 180 1 0 0.693126 -90 0.093192 90 0.693126 90
0.315136 1.34867 0 0.0468057 180 1 0 0.690396 -90 0.0926781 90 0.690396 90
0.315864 1.3465 0 0.0464414 180 1 0 0.687684 -90 0.0921689 90 0.687684 90
0.316592 1.34435 0 0.0460808 180 1 0 0.684989 -90 0.0916643 90 0.684989 90
0.317323 1.34222 0 0.0457239 180 1 0 0.682312 -90 0.0911643 90 0.682312 90
0.318055 1.3401 0 0.0453707 180 1 0 0.679653 -90 0.0906688 90 0.679653 90
0.318789 1.338 0 0.0450211 180 1 0 0.67701 -90 0.0901777 90 0.67701 90
0.319525 1.33591 0 0.044675 180 1 0 0.674385 -90 0.089691 90 0.674385 90
0.320262 1.33384 0 0.0443325 180 1 0 0.671776 -90 0.0892087 90 0.671776 90
0.321001 1.33179 0 0.0439934 180 1 0 0.669184 -90 0.0887306 90 0.669184 90
0.321742 1.32975 0 0.0436577 180 1 0 0.666608 -90 0.0882568 90 0.666608 90
0.322484 1.32773 0 0.0433254 180 1 0 0.664049 -90 0.0877872 90 0.664049 90
0.323228 1.32572 0 0.0429964 180 1 0 0.661505 -90 0.0873216 90 0.661505 90
0.323974 1.32373 0 0.0426707 180 1 0 0.658978 -90 0.0868602 90 0.658978 90
0.324722 1.32175 0 0.0423483 180 1 0 0.656467 -90 0.0864027 90 0.656467 90
0.325471 1.31979 0 0.0420291 180 1 0 0.653971 -90 0.0859492 90 0.653971 90
0.326222 1.31784 0 0.041713 180 1 0 0.65149 -90 0.0854997 90 0.65149 90
0.326975 1.31591 0 0.0414 180 1 0 0.649026 -90 0.085054 90 0.649026 90
0.327729 1.314 0 0.0410901 180 1 0 0.646576 -90 0.0846121 90 0.646576 90
0.328486 1.31209 0 0.0407832 180 1 0 0.644141 -90 0.084174 90 0.644141 90
0.329244 1.31021 0 0.0404794 180 1 0 0.641721 -90 0.0837397 90 0.641721 90
0.330003 1.30833 0 0.0401785 180 1 0 0.639316 -90 0.083309 90 0.639316 90
0.330765 1.30647 0 0.0398805 180 1 0 0.636926 -90 0.082882 90 0.636926 90
0.331528 1.30462 0 0.0395854 180 1 0 0.63455 -90 0.0824586 90 0.63455 90
0.332293 1.30279 0 0.0392932 180 1 0 0.632188 -90 0.0820387 90 0.632188 90
0.33306 1.30097 0 0.0390038 180 1 0 0.629841 -90 0.0816223 90 0.629841 90
0.333829 1.29917 0 0.0387171 180 1 0 0.627508 -90 0.0812094 90 0.627508 90
0.334599 1.29738 0 0.0384332 180 1 0 0.625189 -90 0.0808 90 0.625189 90
0.335371 1.2956 0 0.038152 180 1 0 0.622883 -90 0.0803939 90 0.622883 90
0.336145 1.29383 0 0.0378735 180 1 0 0.620591 -90 0.0799912 90 0.620591 90
0.336921 1.29208 0 0.0375976 180 1 0 0.618313 -90 0.0795917 90 0.618313 90
0.337698 1.29034 0 0.0373244 180 1 0 0.616049 -90 0.0791956 90 0.616049 90
0.338477 1.28861 0 0.0370537 180 1 0 0.613797 -90 0.0788027 90 0.613797 90
0.339258 1.2869 0 0.0367856 180 1 0 0.611559 -90 0.078413 90 0.611559 90
0.340041 1.2852 0 0.0365199 180 1 0 0.609334 -90 0.0780264 90 0.609334 90
0.340826 1.28351 0 0.0362568 180 1 0 0.607121 -90 0.0776429 90 0.607121 90
0.341612 1.28183 0 0.0359961 180 1 0 0.604922 -90 0.0772626 90 0.604922 90
0.342401 1.28016 0 0.0357379 180 1 0 0.602735 -90 0.0768852 90 0.602735 90
0.343191 1.27851 0 0.035482 180 1 0 0.600561 -90 0.0765109 90 0.600561 90
0.343983 1.27687 0 0.0352285 180 1 0 0.5984 -90 0.0761396 90 0.5984 90
0.344776 1.27524 0 0.0349774 180 1 0 0.596251 -90 0.0757712 90 0.596251 90
0.345572 1.27362 0 0.0347285 180 1 0 0.594114 -90 0.0754058 90 0.594114 90
0.346369 1.27202 0 0.0344819 180 1 0 0.591989 -90 0.0750432 90 0.591989 90
0.347169 1.27042 0 0.0342376 180 1 0 0.589876 -90 0.0746834 90 0.589876 90
0.34797 1.26884 0 0.0339956 180 1 0 0.587776 -90 0.0743265 90 0.587776 90
0.348773 1.26727 0 0.0337557 180 1 0 0.585687 -90 0.0739723 90 0.585687 90
0.349578 1.2657 0 0.033518 180 1 0 0.583609 -90 0.0736209 90 0.583609 90
0.350384 1.26415 0 0.0332824 180 1 0 0.581544 -90 0.0732723 90 0.581544 90
0.351193 1.26262 0 0.033049 180 1 0 0.57949 -90 0.0729263 90 0.57949 90
0.352003 1.26109 0 0.0328177 180 1 0 0.577447 -90 0.0725829 90 0.577447 90
0.352815 1.25957 0 0.0325885 180 1 0 0.575416 -90 0.0722422 90 0.575416 90
0.35363 1.25806 0 0.0323613 180 1 0 0.573396 -90 0.0719041 90 0.573396 90
0.354446 1.25657 0 0.0321361 180 1 0 0.571387 -90 0.0715686 90 0.571387 90
0.355263 1.25508 0 0.0319129 180 1 0 0.569389 -90 0.0712356 90 0.569389 90
0.356083 1.25361 0 0.0316918 180 1 0 0.567402 -90 0.0709052 90 0.567402 90
0.356905 1.25214 0 0.0314726 180 1 0 0.565426 -90 0.0705772 90 0.565426 90
0.357729 1.25069 0 0.0312553 180 1 0 0.563461 -90 0.0702517 90 0.563461 90
0.358554 1.24924 0 0.0310399 180 1 0 0.561506 -90 0.0699286 90 0.561506 90
0.359381 1.24781 0 0.0308264 180 1 0 0.559562 -90 0.0696079 90 0.559562 90
0.360211 1.24638 0 0.0306148 180 1 0 0.557628 -90 0.0692897 90 0.557628 90
0.361042 1.24497 0 0.0304051 180 1 0 0.555705 -90 0.0689737 90 0.555705 90
0.361875 1.24356 0 0.0301972 180 1 0 0.553792 -90 0.0686601 90 0.553792 90
0.36271 1.24217 0 0.0299911 180 1 0 0.55189 -90 0.0683489 90 0.55189 90
0.363547 1.24078 0 0.0297867 180 1 0 0.549997 -90 0.0680399 90 0.549997 90
0.364386 1.2394 0 0.0295842 180 1 0 0.548115 -90 0.0677331 90 0.548115 90
0.365227 1.23804 0 0.0293834 180 1 0 0.546242 -90 0.0674286 90 0.546242 90
0.36607 1.23668 0 0.0291843 180 1 0 0.54438 -90 0.0671263 90 0.54438 90
0.366914 1.23533 0 0.0289869 180 1 0 0.542527 -90 0.0668262 90 0.542527 90
0.367761 1.23399 0 0.0287913 180 1 0 0.540684 -90 0.0665283 90 0.540684 90
0.36861 1.23266 0 0.0285973 180 1 0 0.53885 -90 0.0662325 90 0.53885 90
0.36946 1.23134 0 0.0284049 180 1 0 0.537026 -90 0.0659388 90 0.537026 90
0.370313 1.23003 0 0.0282142 180 1 0 0.535212 -90 0.0656473 90 0.535212 90
0.371167 1.22872 0 0.0280251 180 1 0 0.533407 -90 0.0653578 90 0.533407 90
0.372024 1.22743 0 0.0278376 180 1 0 0.531611 -90 0.0650703 90 0.531611 90
0.372882 1.22614 0 0.0276517 180 1 0 0.529825 -90 0.0647849 90 0.529825 90
0.373743 1.22486 0 0.0274674 180 1 0 0.528048 -90 0.0645015 90 0.528048 90
0.374605 1.2236 0 0.0272846 180 1 0 0.52628 -90 0.0642201 90 0.52628 90
0.375469 1.22234 0 0.0271033 180 1 0 0.524521 -90 0.0639407 90 0.524521 90
0.376336 1.22108 0 0.0269236 180 1 0 0.522771 -90 0.0636632 90 0.522771 90
0.377204 1.21984 0 0.0267454 180 1 0 0.521029 -90 0.0633877 90 0.521029 90
0.378075 1.2186 0 0.0265686 180 1 0 0.519297 -90 0.0631141 90 0.519297 90
0.378947 1.21738 0 0.0263933 180 1 0 0.517573 -90 0.0628423 90 0.517573 90
0.379822 1.21616 0 0.0262195 180 1 0 0.515859 -90 0.0625725 90 0.515859 90
0.380698 1.21495 0 0.0260471 180 1 0 0.514152 -90 0.0623045 90 0.514152 90
0.381576 1.21374 0 0.0258761 180 1 0 0.512455 -90 0.0620383 90 0.512455 90
0.382457 1.21255 0 0.0257065 180 1 0 0.510765 -90 0.061774 90 0.510765 90
0.38334 1.21136 0 0.0255383 180 1 0 0.509084 -90 0.0615115 90 0.509084 90
0.384224 1.21018 0 0.0253715 180 1 0 0.507412 -90 0.0612507 90 0.507412 90
0.385111 1.20901 0 0.0252061 180 1 0 0.505748 -90 0.0609917 90 0.505748 90
0.385999 1.20785 0 0.025042 180 1 0 0.504092 -90 0.0607345 90 0.504092 90
0.38689 1.20669 0 0.0248792 180 1 0 0.502444 -90 0.060479 90 0.502444 90
0.387783 1.20554 0 0.0247178 180 1 0 0.500804 -90 0.0602252 90 0.500804 90
0.388678 1.2044 0 0.0245577 180 1 0 0.499173 -90 0.0599731 90 0.499173 90
0.389575 1.20327 0 0.0243988 180 1 0 0.497549 -90 0.0597227 90 0.497549 90
0.390474 1.20214 0 0.0242413 180 1 0 0.495933 -90 0.0594739 90 0.495933 90
0.391375 1.20102 0 0.024085 180 1 0 0.494325 -90 0.0592268 90 0.494325 90
0.392278 1.19991 0 0.0239299 180 1 0 0.492725 -90 0.0589814 90 0.492725 90
0.393183 1.1988 0 0.0237761 180 1 0 0.491133 -90 0.0587375 90 0.491133 90
0.39409 1.19771 0 0.0236236 180 1 0 0.489548 -90 0.0584953 90 0.489548 90
0.395 1.19662 0 0.0234722 180 1 0 0.487971 -90 0.0582546 90 0.487971 90
0.395911 1.19553 0 0.0233221 180 1 0 0.486401 -90 0.0580155 90 0.486401 90
0.396825 1.19446 0 0.0231731 180 1 0 0.484839 -90 0.057778 90 0.484839 90
