f 1m 1f 2m 2f 3m 3f jL1m jL1f jL2m jL2f jV0300m jV0300f 
0.39774 1.19339 0 0.0230253 180 1 0 0.483285 -90 0.057542 90 0.483285 90
0.398658 1.19232 0 0.0228787 180 1 0 0.481738 -90 0.0573076 90 0.481738 90
0.399578 1.19127 0 0.0227332 180 1 0 0.480198 -90 0.0570746 90 0.480198 90
0.4005 1.19022 0 0.0225889 180 1 0 0.478665 -90 0.0568432 90 0.478665 90
0.401424 1.18917 0 0.0224458 180 1 0 0.47714 -90 0.0566132 90 0.47714 90
0.402351 1.18814 0 0.0223037 180 1 0 0.475622 -90 0.0563847 90 0.475622 90
0.403279 1.18711 0 0.0221627 180 1 0 0.474111 -90 0.0561577 90 0.474111 90
0.40421 1.18609 0 0.0220229 180 1 0 0.472607 -90 0.0559321 90 0.472607 90
0.405142 1.18507 0 0.0218841 180 1 0 0.47111 -90 0.0557079 90 0.47111 90
0.406077 1.18406 0 0.0217465 180 1 0 0.46962 -90 0.0554852 90 0.46962 90
0.407014 1.18306 0 0.0216098 180 1 0 0.468137 -90 0.0552638 90 0.468137 90
0.407953 1.18206 0 0.0214743 180 1 0 0.466661 -90 0.0550439 90 0.466661 90
0.408895 1.18107 0 0.0213398 180 1 0 0.465192 -90 0.0548253 90 0.465192 90
0.409838 1.18008 0 0.0212063 180 1 0 0.463729 -90 0.0546081 90 0.463729 90
0.410784 1.1791 0 0.0210738 180 1 0 0.462273 -90 0.0543922 90 0.462273 90
0.411732 1.17813 0 0.0209424 180 1 0 0.460824 -90 0.0541777 90 0.460824 90
0.412682 1.17717 0 0.020812 180 1 0 0.459382 -90 0.0539645 90 0.459382 90
0.413634 1.1762 0 0.0206825 180 1 0 0.457946 -90 0.0537527 90 0.457946 90
0.414589 1.17525 0 0.0205541 180 1 0 0.456517 -90 0.0535421 90 0.456517 90
0.415546 1.1743 0 0.0204266 180 1 0 0.455094 -90 0.0533328 90 0.455094 90
0.416504 1.17336 0 0.0203001 180 1 0 0.453677 -90 0.0531248 90 0.453677 90
0.417466 1.17242 0 0.0201745 180 1 0 0.452267 -90 0.0529181 90 0.452267 90
0.418429 1.17149 0 0.0200499 180 1 0 0.450864 -90 0.0527126 90 0.450864 90
0.419394 1.17057 0 0.0199263 180 1 0 0.449466 -90 0.0525084 90 0.449466 90
0.420362 1.16965 0 0.0198036 180 1 0 0.448075 -90 0.0523054 90 0.448075 90
0.421332 1.16873 0 0.0196818 180 1 0 0.44669 -90 0.0521037 90 0.44669 90
0.422304 1.16783 0 0.0195609 180 1 0 0.445312 -90 0.0519031 90 0.445312 90
0.423279 1.16692 0 0.0194409 180 1 0 0.443939 -90 0.0517038 90 0.443939 90
0.424256 1.16603 0 0.0193218 180 1 0 0.442573 -90 0.0515056 90 0.442573 90
0.425235 1.16514 0 0.0192036 180 1 0 0.441212 -90 0.0513087 90 0.441212 90
0.426216 1.16425 0 0.0190863 180 1 0 0.439858 -90 0.0511129 90 0.439858 90
0.427199 1.16337 0 0.0189698 180 1 0 0.43851 -90 0.0509183 90 0.43851 90
0.428185 1.16249 0 0.0188542 180 1 0 0.437167 -90 0.0507248 90 0.437167 90
0.429173 1.16162 0 0.0187395 180 1 0 0.435831 -90 0.0505324 90 0.435831 90
0.430164 1.16076 0 0.0186256 180 1 0 0.4345 -90 0.0503412 90 0.4345 90
0.431156 1.1599 0 0.0185126 180 1 0 0.433175 -90 0.0501512 90 0.433175 90
0.432151 1.15905 0 0.0184003 180 1 0 0.431856 -90 0.0499622 90 0.431856 90
0.433148 1.1582 0 0.0182889 180 1 0 0.430543 -90 0.0497743 90 0.430543 90
0.434148 1.15735 0 0.0181784 180 1 0 0.429235 -90 0.0495875 90 0.429235 90
0.43515 1.15652 0 0.0180686 180 1 0 0.427933 -90 0.0494018 90 0.427933 90
0.436154 1.15568 0 0.0179596 180 1 0 0.426637 -90 0.0492172 90 0.426637 90
0.43716 1.15485 0 0.0178515 180 1 0 0.425346 -90 0.0490337 90 0.425346 90
0.438169 1.15403 0 0.0177441 180 1 0 0.42406 -90 0.0488512 90 0.42406 90
0.43918 1.15321 0 0.0176375 180 1 0 0.422781 -90 0.0486697 90 0.422781 90
0.440194 1.1524 0 0.0175316 180 1 0 0.421506 -90 0.0484893 90 0.421506 90
0.441209 1.15159 0 0.0174266 180 1 0 0.420238 -90 0.0483099 90 0.420238 90
0.442227 1.15079 0 0.0173223 180 1 0 0.418974 -90 0.0481316 90 0.418974 90
0.443248 1.14999 0 0.0172187 180 1 0 0.417716 -90 0.0479542 90 0.417716 90
0.444271 1.14919 0 0.0171159 180 1 0 0.416463 -90 0.0477779 90 0.416463 90
0.445296 1.1484 0 0.0170138 180 1 0 0.415216 -90 0.0476026 90 0.415216 90
0.446323 1.14762 0 0.0169125 180 1 0 0.413974 -90 0.0474282 90 0.413974 90
0.447353 1.14684 0 0.0168119 180 1 0 0.412737 -90 0.0472548 90 0.412737 90
0.448386 1.14606 0 0.016712 180 1 0 0.411505 -90 0.0470824 90 0.411505 90
0.44942 1.14529 0 0.0166128 180 1 0 0.410278 -90 0.046911 90 0.410278 90
0.450457 1.14453 0 0.0165143 180 1 0 0.409057 -90 0.0467405 90 0.409057 90
0.451497 1.14377 0 0.0164165 180 1 0 0.40784 -90 0.0465709 90 0.40784 90
0.452539 1.14301 0 0.0163194 180 1 0 0.406629 -90 0.0464023 90 0.406629 90
0.453583 1.14226 0 0.016223 180 1 0 0.405423 -90 0.0462347 90 0.405423 90
0.45463 1.14151 0 0.0161273 180 1 0 0.404222 -90 0.0460679 90 0.404222 90
0.455679 1.14076 0 0.0160322 180 1 0 0.403025 -90 0.0459021 90 0.403025 90
0.45673 1.14003 0 0.0159379 180 1 0 0.401834 -90 0.0457372 90 0.401834 90
0.457784 1.13929 0 0.0158441 180 1 0 0.400647 -90 0.0455732 90 0.400647 90
0.45884 1.13856 0 0.0157511 180 1 0 0.399466 -90 0.0454101 90 0.399466 90
0.459899 1.13783 0 0.0156587 180 1 0 0.398289 -90 0.0452478 90 0.398289 90
0.46096 1.13711 0 0.0155669 180 1 0 0.397117 -90 0.0450865 90 0.397117 90
0.462024 1.13639 0 0.0154758 180 1 0 0.39595 -90 0.044926 90 0.39595 90
0.46309 1.13568 0 0.0153853 180 1 0 0.394788 -90 0.0447664 90 0.394788 90
0.464159 1.13497 0 0.0152955 180 1 0 0.39363 -90 0.0446076 90 0.39363 90
0.46523 1.13427 0 0.0152062 180 1 0 0.392477 -90 0.0444497 90 0.392477 90
0.466303 1.13357 0 0.0151176 180 1 0 0.391329 -90 0.0442927 90 0.391329 90
0.46738 1.13287 0 0.0150296 180 1 0 0.390185 -90 0.0441365 90 0.390185 90
0.468458 1.13218 0 0.0149422 180 1 0 0.389046 -90 0.0439811 90 0.389046 90
0.469539 1.13149 0 0.0148554 180 1 0 0.387911 -90 0.0438265 90 0.387911 90
0.470622 1.1308 0 0.0147693 180 1 0 0.386781 -90 0.0436728 90 0.386781 90
0.471708 1.13012 0 0.0146837 180 1 0 0.385656 -90 0.0435199 90 0.385656 90
0.472797 1.12944 0 0.0145986 180 1 0 0.384535 -90 0.0433678 90 0.384535 90
0.473888 1.12877 0 0.0145142 180 1 0 0.383419 -90 0.0432164 90 0.383419 90
0.474981 1.1281 0 0.0144304 180 1 0 0.382307 -90 0.0430659 90 0.382307 90
0.476078 1.12744 0 0.0143471 180 1 0 0.381199 -90 0.0429162 90 0.381199 90
0.477176 1.12678 0 0.0142644 180 1 0 0.380096 -90 0.0427672 90 0.380096 90
0.478277 1.12612 0 0.0141822 180 1 0 0.378997 -90 0.0426191 90 0.378997 90
0.479381 1.12546 0 0.0141006 180 1 0 0.377902 -90 0.0424717 90 0.377902 90
0.480487 1.12481 0 0.0140196 180 1 0 0.376812 -90 0.042325 90 0.376812 90
0.481596 1.12417 0 0.0139391 180 1 0 0.375726 -90 0.0421791 90 0.375726 90
0.482707 1.12353 0 0.0138592 180 1 0 0.374645 -90 0.042034 90 0.374645 90
0.483821 1.12289 0 0.0137798 180 1 0 0.373567 -90 0.0418896 90 0.373567 90
0.484937 1.12225 0 0.0137009 180 1 0 0.372494 -90 0.041746 90 0.372494 90
0.486056 1.12162 0 0.0136226 180 1 0 0.371425 -90 0.0416031 90 0.371425 90
0.487178 1.12099 0 0.0135448 180 1 0 0.37036 -90 0.0414609 90 0.37036 90
0.488302 1.12037 0 0.0134675 180 1 0 0.369299 -90 0.0413195 90 0.369299 90
0.489429 1.11975 0 0.0133907 180 1 0 0.368243 -90 0.0411787 90 0.368243 90
0.490558 1.11913 0 0.0133144 180 1 0 0.36719 -90 0.0410387 90 0.36719 90
0.49169 1.11852 0 0.0132387 180 1 0 0.366142 -90 0.0408994 90 0.366142 90
0.492825 1.11791 0 0.0131635 180 1 0 0.365097 -90 0.0407608 90 0.365097 90
0.493962 1.1173 0 0.0130887 180 1 0 0.364057 -90 0.0406229 90 0.364057 90
0.495102 1.1167 0 0.0130145 180 1 0 0.36302 -90 0.0404857 90 0.36302 90
0.496244 1.1161 0 0.0129407 180 1 0 0.361988 -90 0.0403491 90 0.361988 90
0.49739 1.1155 0 0.0128675 180 1 0 0.36096 -90 0.0402133 90 0.36096 90
0.498537 1.11491 0 0.0127947 180 1 0 0.359935 -90 0.0400781 90 0.359935 90
0.499688 1.11432 0 0.0127224 180 1 0 0.358914 -90 0.0399436 90 0.358914 90
0.500841 1.11373 0 0.0126506 180 1 0 0.357897 -90 0.0398098 90 0.357897 90
0.501997 1.11315 0 0.0125792 180 1 0 0.356884 -90 0.0396766 90 0.356884 90
0.503155 1.11257 0 0.0125084 180 1 0 0.355875 -90 0.0395441 90 0.355875 90
0.504316 1.11199 0 0.0124379 180 1 0 0.35487 -90 0.0394122 90 0.35487 90
0.50548 1.11142 0 0.012368 180 1 0 0.353869 -90 0.039281 90 0.353869 90
0.506646 1.11085 0 0.0122985 180 1 0 0.352871 -90 0.0391505 90 0.352871 90
0.507815 1.11028 0 0.0122295 180 1 0 0.351877 -90 0.0390205 90 0.351877 90
0.508987 1.10972 0 0.0121609 180 1 0 0.350887 -90 0.0388912 90 0.350887 90
0.510162 1.10916 0 0.0120927 180 1 0 0.3499 -90 0.0387626 90 0.3499 90
0.511339 1.1086 0 0.0120251 180 1 0 0.348917 -90 0.0386345 90 0.348917 90
0.512519 1.10805 0 0.0119578 180 1 0 0.347938 -90 0.0385071 90 0.347938 90
0.513701 1.1075 0 0.011891 180 1 0 0.346962 -90 0.0383803 90 0.346962 90
0.514887 1.10695 0 0.0118246 180 1 0 0.34599 -90 0.0382541 90 0.34599 90
0.516075 1.1064 0 0.0117586 180 1 0 0.345022 -90 0.0381285 90 0.345022 90
0.517266 1.10586 0 0.0116931 180 1 0 0.344057 -90 0.0380035 90 0.344057 90
0.518459 1.10532 0 0.011628 180 1 0 0.343096 -90 0.0378791 90 0.343096 90
0.519656 1.10479 0 0.0115633 180 1 0 0.342139 -90 0.0377554 90 0.342139 90
0.520855 1.10425 0 0.0114991 180 1 0 0.341184 -90 0.0376322 90 0.341184 90
0.522057 1.10372 0 0.0114352 180 1 0 0.340234 -90 0.0375095 90 0.340234 90
0.523261 1.1032 0 0.0113718 180 1 0 0.339287 -90 0.0373875 90 0.339287 90
0.524469 1.10267 0 0.0113087 180 1 0 0.338343 -90 0.037266 90 0.338343 90
0.525679 1.10215 0 0.0112461 180 1 0 0.337403 -90 0.0371452 90 0.337403 90
0.526892 1.10163 0 0.0111839 180 1 0 0.336466 -90 0.0370248 90 0.336466 90
0.528108 1.10112 0 0.011122 180 1 0 0.335533 -90 0.0369051 90 0.335533 90
0.529327 1.10061 0 0.0110606 180 1 0 0.334603 -90 0.0367859 90 0.334603 90
0.530548 1.1001 0 0.0109995 180 1 0 0.333676 -90 0.0366673 90 0.333676 90
0.531772 1.09959 0 0.0109389 180 1 0 0.332753 -90 0.0365492 90 0.332753 90
0.532999 1.09909 0 0.0108786 180 1 0 0.331833 -90 0.0364317 90 0.331833 90
0.534229 1.09858 0 0.0108187 180 1 0 0.330916 -90 0.0363147 90 0.330916 90
0.535462 1.09809 0 0.0107592 180 1 0 0.330003 -90 0.0361983 90 0.330003 90
0.536698 1.09759 0 0.0107 180 1 0 0.329093 -90 0.0360824 90 0.329093 90
0.537936 1.0971 0 0.0106413 180 1 0 0.328186 -90 0.035967 90 0.328186 90
0.539177 1.09661 0 0.0105829 180 1 0 0.327283 -90 0.0358522 90 0.327283 90
0.540422 1.09612 0 0.0105248 180 1 0 0.326383 -90 0.0357379 90 0.326383 90
0.541669 1.09564 0 0.0104672 180 1 0 0.325486 -90 0.0356241 90 0.325486 90
0.542919 1.09515 0 0.0104099 180 1 0 0.324592 -90 0.0355108 90 0.324592 90
0.544171 1.09467 0 0.0103529 180 1 0 0.323701 -90 0.0353981 90 0.323701 90
0.545427 1.0942 0 0.0102964 180 1 0 0.322814 -90 0.0352858 90 0.322814 90
0.546686 1.09372 0 0.0102401 180 1 0 0.321929 -90 0.0351741 90 0.321929 90
0.547947 1.09325 0 0.0101843 180 1 0 0.321048 -90 0.0350629 90 0.321048 90
0.549212 1.09278 0 0.0101287 180 1 0 0.32017 -90 0.0349522 90 0.32017 90
0.550479 1.09231 0 0.0100735 180 1 0 0.319295 -90 0.034842 90 0.319295 90
0.551749 1.09185 0 0.0100187 180 1 0 0.318423 -90 0.0347323 90 0.318423 90
0.553022 1.09139 0 0.00996421 180 1 0 0.317554 -90 0.0346231 90 0.317554 90
0.554299 1.09093 0 0.00991005 180 1 0 0.316689 -90 0.0345143 90 0.316689 90
0.555578 1.09047 0 0.00985623 180 1 0 0.315826 -90 0.0344061 90 0.315826 90
0.55686 1.09002 0 0.00980274 180 1 0 0.314966 -90 0.0342983 90 0.314966 90
0.558145 1.08957 0 0.00974958 180 1 0 0.31411 -90 0.034191 90 0.31411 90
0.559433 1.08912 0 0.00969675 180 1 0 0.313256 -90 0.0340842 90 0.313256 90
0.560723 1.08867 0 0.00964424 180 1 0 0.312405 -90 0.0339779 90 0.312405 90
0.562017 1.08823 0 0.00959206 180 1 0 0.311557 -90 0.0338721 90 0.311557 90
0.563314 1.08779 0 0.0095402 180 1 0 0.310712 -90 0.0337667 90 0.310712 90
0.564614 1.08735 0 0.00948866 180 1 0 0.30987 -90 0.0336617 90 0.30987 90
0.565917 1.08691 0 0.00943744 180 1 0 0.309031 -90 0.0335573 90 0.309031 90
0.567223 1.08648 0 0.00938653 180 1 0 0.308195 -90 0.0334533 90 0.308195 90
0.568532 1.08604 0 0.00933593 180 1 0 0.307362 -90 0.0333497 90 0.307362 90
0.569844 1.08561 0 0.00928564 180 1 0 0.306532 -90 0.0332466 90 0.306532 90
0.571159 1.08519 0 0.00923566 180 1 0 0.305704 -90 0.033144 90 0.305704 90
0.572477 1.08476 0 0.00918598 180 1 0 0.30488 -90 0.0330418 90 0.30488 90
0.573798 1.08434 0 0.00913661 180 1 0 0.304058 -90 0.03294 90 0.304058 90
0.575122 1.08392 0 0.00908754 180 1 0 0.303239 -90 0.0328387 90 0.303239 90
0.576449 1.0835 0 0.00903877 180 1 0 0.302423 -90 0.0327378 90 0.302423 90
0.577779 1.08308 0 0.00899029 180 1 0 0.301609 -90 0.0326374 90 0.301609 90
0.579112 1.08267 0 0.00894211 180 1 0 0.300799 -90 0.0325374 90 0.300799 90
0.580449 1.08226 0 0.00889422 180 1 0 0.299991 -90 0.0324378 90 0.299991 90
0.581788 1.08185 0 0.00884662 180 1 0 0.299185 -90 0.0323386 90 0.299185 90
0.583131 1.08144 0 0.0087993 180 1 0 0.298383 -90 0.0322399 90 0.298383 90
0.584476 1.08103 0 0.00875228 180 1 0 0.297583 -90 0.0321416 90 0.297583 90
0.585825 1.08063 0 0.00870553 180 1 0 0.296786 -90 0.0320437 90 0.296786 90
0.587177 1.08023 0 0.00865907 180 1 0 0.295992 -90 0.0319463 90 0.295992 90
0.588532 1.07983 0 0.00861289 180 1 0 0.2952 -90 0.0318492 90 0.2952 90
0.58989 1.07943 0 0.00856698 180 1 0 0.294411 -90 0.0317526 90 0.294411 90
0.591251 1.07904 0 0.00852136 180 1 0 0.293625 -90 0.0316563 90 0.293625 90
0.592615 1.07865 0 0.008476 180 1 0 0.292841 -90 0.0315605 90 0.292841 90
0.593983 1.07826 0 0.00843092 180 1 0 0.29206 -90 0.0314651 90 0.29206 90
0.595353 1.07787 0 0.00838611 180 1 0 0.291282 -90 0.03137 90 0.291282 90
0.596727 1.07748 0 0.00834156 180 1 0 0.290506 -90 0.0312754 90 0.290506 90
0.598104 1.0771 0 0.00829728 180 1 0 0.289733 -90 0.0311812 90 0.289733 90
0.599484 1.07672 0 0.00825327 180 1 0 0.288962 -90 0.0310873 90 0.288962 90
0.600868 1.07634 0 0.00820952 180 1 0 0.288194 -90 0.0309939 90 0.288194 90
0.602254 1.07596 0 0.00816602 180 1 0 0.287428 -90 0.0309008 90 0.287428 90
0.603644 1.07558 0 0.00812279 180 1 0 0.286665 -90 0.0308082 90 0.286665 90
0.605037 1.07521 0 0.00807981 180 1 0 0.285905 -90 0.0307159 90 0.285905 90
0.606433 1.07484 0 0.00803709 180 1 0 0.285147 -90 0.030624 90 0.285147 90
0.607832 1.07447 0 0.00799462 180 1 0 0.284391 -90 0.0305325 90 0.284391 90
0.609235 1.0741 0 0.00795241 180 1 0 0.283638 -90 0.0304413 90 0.283638 90
0.610641 1.07373 0 0.00791044 180 1 0 0.282888 -90 0.0303505 90 0.282888 90
0.61205 1.07337 0 0.00786872 180 1 0 0.28214 -90 0.0302601 90 0.28214 90
0.613462 1.073 0 0.00782725 180 1 0 0.281394 -90 0.0301701 90 0.281394 90
0.614878 1.07264 0 0.00778602 180 1 0 0.280651 -90 0.0300804 90 0.280651 90
0.616297 1.07229 0 0.00774504 180 1 0 0.27991 -90 0.0299911 90 0.27991 90
0.617719 1.07193 0 0.00770429 180 1 0 0.279172 -90 0.0299022 90 0.279172 90
0.619144 1.07157 0 0.00766379 180 1 0 0.278436 -90 0.0298136 90 0.278436 90
0.620573 1.07122 0 0.00762352 180 1 0 0.277703 -90 0.0297254 90 0.277703 90
0.622005 1.07087 0 0.00758349 180 1 0 0.276972 -90 0.0296376 90 0.276972 90
0.62344 1.07052 0 0.00754369 180 1 0 0.276243 -90 0.0295501 90 0.276243 90
0.624879 1.07017 0 0.00750413 180 1 0 0.275517 -90 0.0294629 90 0.275517 90
0.626321 1.06983 0 0.0074648 180 1 0 0.274793 -90 0.0293761 90 0.274793 90
0.627766 1.06948 0 0.0074257 180 1 0 0.274071 -90 0.0292897 90 0.274071 90
0.629215 1.06914 0 0.00738682 180 1 0 0.273352 -90 0.0292036 90 0.273352 90
0.630667 1.0688 0 0.00734817 180 1 0 0.272635 -90 0.0291178 90 0.272635 90
0.632122 1.06846 0 0.00730975 180 1 0 0.27192 -90 0.0290324 90 0.27192 90
0.63358 1.06813 0 0.00727155 180 1 0 0.271207 -90 0.0289474 90 0.271207 90
0.635043 1.06779 0 0.00723358 180 1 0 0.270497 -90 0.0288626 90 0.270497 90
0.636508 1.06746 0 0.00719582 180 1 0 0.26979 -90 0.0287782 90 0.26979 90
0.637977 1.06713 0 0.00715828 180 1 0 0.269084 -90 0.0286942 90 0.269084 90
0.639449 1.0668 0 0.00712096 180 1 0 0.268381 -90 0.0286104 90 0.268381 90
0.640924 1.06647 0 0.00708386 180 1 0 0.26768 -90 0.028527 90 0.26768 90
0.642403 1.06614 0 0.00704697 180 1 0 0.266981 -90 0.028444 90 0.266981 90
0.643886 1.06582 0 0.00701029 180 1 0 0.266284 -90 0.0283612 90 0.266284 90
0.645372 1.0655 0 0.00697383 180 1 0 0.26559 -90 0.0282788 90 0.26559 90
0.646861 1.06518 0 0.00693758 180 1 0 0.264898 -90 0.0281967 90 0.264898 90
0.648353 1.06486 0 0.00690153 180 1 0 0.264208 -90 0.0281149 90 0.264208 90
0.64985 1.06454 0 0.00686569 180 1 0 0.26352 -90 0.0280335 90 0.26352 90
0.651349 1.06422 0 0.00683006 180 1 0 0.262834 -90 0.0279523 90 0.262834 90
0.652852 1.06391 0 0.00679463 180 1 0 0.262151 -90 0.0278715 90 0.262151 90
0.654359 1.0636 0 0.00675941 180 1 0 0.26147 -90 0.027791 90 0.26147 90
0.655869 1.06328 0 0.00672439 180 1 0 0.260791 -90 0.0277108 90 0.260791 90
0.657382 1.06297 0 0.00668957 180 1 0 0.260114 -90 0.0276309 90 0.260114 90
0.658899 1.06267 0 0.00665495 180 1 0 0.259439 -90 0.0275514 90 0.259439 90
0.660419 1.06236 0 0.00662052 180 1 0 0.258766 -90 0.0274721 90 0.258766 90
0.661943 1.06206 0 0.00658629 180 1 0 0.258096 -90 0.0273931 90 0.258096 90
0.663471 1.06175 0 0.00655226 180 1 0 0.257427 -90 0.0273145 90 0.257427 90
0.665002 1.06145 0 0.00651842 180 1 0 0.256761 -90 0.0272361 90 0.256761 90
0.666536 1.06115 0 0.00648478 180 1 0 0.256096 -90 0.0271581 90 0.256096 90
0.668074 1.06085 0 0.00645132 180 1 0 0.255434 -90 0.0270803 90 0.255434 90
0.669616 1.06055 0 0.00641806 180 1 0 0.254774 -90 0.0270028 90 0.254774 90
0.671161 1.06026 0 0.00638499 180 1 0 0.254116 -90 0.0269257 90 0.254116 90
0.67271 1.05997 0 0.0063521 180 1 0 0.25346 -90 0.0268488 90 0.25346 90
0.674262 1.05967 0 0.0063194 180 1 0 0.252806 -90 0.0267722 90 0.252806 90
0.675818 1.05938 0 0.00628688 180 1 0 0.252154 -90 0.0266959 90 0.252154 90
0.677378 1.05909 0 0.00625455 180 1 0 0.251504 -90 0.0266199 90 0.251504 90
0.678941 1.0588 0 0.0062224 180 1 0 0.250856 -90 0.0265442 90 0.250856 90
0.680507 1.05852 0 0.00619044 180 1 0 0.25021 -90 0.0264688 90 0.25021 90
0.682078 1.05823 0 0.00615865 180 1 0 0.249566 -90 0.0263936 90 0.249566 90
0.683652 1.05795 0 0.00612704 180 1 0 0.248924 -90 0.0263188 90 0.248924 90
0.685229 1.05767 0 0.00609561 180 1 0 0.248284 -90 0.0262442 90 0.248284 90
0.68681 1.05739 0 0.00606436 180 1 0 0.247646 -90 0.0261699 90 0.247646 90
0.688395 1.05711 0 0.00603329 180 1 0 0.24701 -90 0.0260959 90 0.24701 90
0.689984 1.05683 0 0.00600238 180 1 0 0.246376 -90 0.0260221 90 0.246376 90
0.691576 1.05655 0 0.00597166 180 1 0 0.245744 -90 0.0259486 90 0.245744 90
0.693172 1.05628 0 0.0059411 180 1 0 0.245113 -90 0.0258754 90 0.245113 90
0.694771 1.05601 0 0.00591072 180 1 0 0.244485 -90 0.0258025 90 0.244485 90
0.696374 1.05573 0 0.0058805 180 1 0 0.243859 -90 0.0257298 90 0.243859 90
0.697981 1.05546 0 0.00585046 180 1 0 0.243234 -90 0.0256575 90 0.243234 90
0.699592 1.05519 0 0.00582058 180 1 0 0.242612 -90 0.0255853 90 0.242612 90
0.701206 1.05493 0 0.00579087 180 1 0 0.241991 -90 0.0255135 90 0.241991 90
0.702824 1.05466 0 0.00576133 180 1 0 0.241372 -90 0.0254419 90 0.241372 90
0.704446 1.05439 0 0.00573195 180 1 0 0.240755 -90 0.0253705 90 0.240755 90
0.706072 1.05413 0 0.00570273 180 1 0 0.24014 -90 0.0252995 90 0.24014 90
0.707701 1.05387 0 0.00567368 180 1 0 0.239527 -90 0.0252287 90 0.239527 90
0.709334 1.05361 0 0.00564479 180 1 0 0.238916 -90 0.0251581 90 0.238916 90
0.710971 1.05335 0 0.00561605 180 1 0 0.238306 -90 0.0250878 90 0.238306 90
0.712612 1.05309 0 0.00558748 180 1 0 0.237699 -90 0.0250178 90 0.237699 90
0.714256 1.05283 0 0.00555907 180 1 0 0.237093 -90 0.024948 90 0.237093 90
0.715904 1.05257 0 0.00553082 180 1 0 0.236489 -90 0.0248785 90 0.236489 90
0.717556 1.05232 0 0.00550272 180 1 0 0.235887 -90 0.0248092 90 0.235887 90
0.719212 1.05207 0 0.00547477 180 1 0 0.235287 -90 0.0247402 90 0.235287 90
0.720872 1.05181 0 0.00544699 180 1 0 0.234688 -90 0.0246714 90 0.234688 90
0.722535 1.05156 0 0.00541935 180 1 0 0.234091 -90 0.0246029 90 0.234091 90
0.724202 1.05131 0 0.00539187 180 1 0 0.233497 -90 0.0245346 90 0.233497 90
0.725873 1.05107 0 0.00536454 180 1 0 0.232903 -90 0.0244666 90 0.232903 90
0.727548 1.05082 0 0.00533736 180 1 0 0.232312 -90 0.0243988 90 0.232312 90
0.729227 1.05057 0 0.00531033 180 1 0 0.231722 -90 0.0243312 90 0.231722 90
0.73091 1.05033 0 0.00528345 180 1 0 0.231135 -90 0.0242639 90 0.231135 90
0.732597 1.05009 0 0.00525671 180 1 0 0.230549 -90 0.0241969 90 0.230549 90
0.734287 1.04984 0 0.00523013 180 1 0 0.229964 -90 0.02413 90 0.229964 90
0.735981 1.0496 0 0.00520369 180 1 0 0.229382 -90 0.0240634 90 0.229382 90
0.73768 1.04936 0 0.00517739 180 1 0 0.228801 -90 0.0239971 90 0.228801 90
0.739382 1.04913 0 0.00515124 180 1 0 0.228222 -90 0.023931 90 0.228222 90
0.741088 1.04889 0 0.00512523 180 1 0 0.227644 -90 0.0238651 90 0.227644 90
0.742798 1.04865 0 0.00509937 180 1 0 0.227068 -90 0.0237995 90 0.227068 90
0.744512 1.04842 0 0.00507364 180 1 0 0.226494 -90 0.023734 90 0.226494 90
0.74623 1.04818 0 0.00504806 180 1 0 0.225922 -90 0.0236689 90 0.225922 90
0.747952 1.04795 0 0.00502262 180 1 0 0.225352 -90 0.0236039 90 0.225352 90
0.749678 1.04772 0 0.00499731 180 1 0 0.224783 -90 0.0235392 90 0.224783 90
0.751408 1.04749 0 0.00497215 180 1 0 0.224215 -90 0.0234747 90 0.224215 90
0.753142 1.04726 0 0.00494712 180 1 0 0.22365 -90 0.0234104 90 0.22365 90
0.75488 1.04703 0 0.00492223 180 1 0 0.223086 -90 0.0233464 90 0.223086 90
0.756622 1.04681 0 0.00489747 180 1 0 0.222524 -90 0.0232825 90 0.222524 90
0.758368 1.04658 0 0.00487285 180 1 0 0.221963 -90 0.0232189 90 0.221963 90
0.760118 1.04636 0 0.00484836 180 1 0 0.221404 -90 0.0231556 90 0.221404 90
0.761872 1.04613 0 0.004824 180 1 0 0.220847 -90 0.0230924 90 0.220847 90
0.76363 1.04591 0 0.00479978 180 1 0 0.220291 -90 0.0230295 90 0.220291 90
0.765392 1.04569 0 0.00477569 180 1 0 0.219737 -90 0.0229667 90 0.219737 90
0.767158 1.04547 0 0.00475172 180 1 0 0.219185 -90 0.0229042 90 0.219185 90
0.768928 1.04525 0 0.00472789 180 1 0 0.218634 -90 0.022842 90 0.218634 90
0.770703 1.04504 0 0.00470419 180 1 0 0.218084 -90 0.0227799 90 0.218084 90
0.772481 1.04482 0 0.00468062 180 1 0 0.217537 -90 0.022718 90 0.217537 90
0.774264 1.0446 0 0.00465717 180 1 0 0.216991 -90 0.0226564 90 0.216991 90
0.77605 1.04439 0 0.00463385 180 1 0 0.216446 -90 0.022595 90 0.216446 90
0.777841 1.04418 0 0.00461065 180 1 0 0.215903 -90 0.0225337 90 0.215903 90
0.779636 1.04396 0 0.00458758 180 1 0 0.215362 -90 0.0224727 90 0.215362 90
0.781435 1.04375 0 0.00456464 180 1 0 0.214822 -90 0.0224119 90 0.214822 90
0.783238 1.04354 0 0.00454182 180 1 0 0.214284 -90 0.0223513 90 0.214284 90
0.785046 1.04333 0 0.00451912 180 1 0 0.213748 -90 0.0222909 90 0.213748 90
0.786857 1.04313 0 0.00449654 180 1 0 0.213213 -90 0.0222308 90 0.213213 90
