f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f jL0400m jL0400f jL0600m jL0600f jL0809m jL0809f jV0300m jV0300f jV0500m jV0500f jV1000m jV1000f 
0.0774264 1 45 0.899236 -25.9422 1 0 0.437464 154.058 1 90 0.310005 179.087 0.310414 176.145 8.28285 -38.0657 6.35549 -35.9472 1 0 0.224809 64.0578 0.159309 89.0872 1 -135 0.109366 -115.942 0.224809 -115.942 0.159309 -90.9128
0.0792483 1 45 0.895167 -26.4702 1 0 0.445732 153.53 1 90 0.329629 179.052 0.330044 176.177 8.09523 -37.9042 6.12371 -35.6015 1 0 0.223792 63.5298 0.165499 89.0517 1 -135 0.111433 -116.47 0.223792 -116.47 0.165499 -90.9483
0.0811131 1 45 0.890962 -27.0056 1 0 0.454078 152.994 1 90 0.350828 179.014 0.35125 176.206 7.912 -37.7389 5.89538 -35.234 1 0 0.222741 62.9944 0.172093 89.0139 1 -135 0.113519 -117.006 0.222741 -117.006 0.172093 -90.9861
0.0830218 1 45 0.88662 -27.5484 1 0 0.462498 152.452 1 90 0.373773 178.974 0.374202 176.23 7.73304 -37.57 5.67042 -34.8425 1 0 0.221655 62.4516 0.179133 88.9736 1 -135 0.115624 -117.548 0.221655 -117.548 0.179133 -91.0264
0.0849753 1 45 0.882139 -28.0985 1 0 0.470988 151.902 1 90 0.398661 178.93 0.399098 176.25 7.55826 -37.3972 5.44871 -34.4246 1 0 0.220535 61.9015 0.186669 88.9304 1 -135 0.117747 -118.098 0.220535 -118.098 0.186669 -91.0696
0.0869749 1 45 0.877517 -28.6557 1 0 0.479545 151.344 1 90 0.42572 178.884 0.426165 176.265 7.38757 -37.2204 5.23015 -33.9772 1 0 0.219379 61.3443 0.194756 88.8841 1 -135 0.119886 -118.656 0.219379 -118.656 0.194756 -91.1159
0.0890215 1 45 0.872752 -29.22 1 0 0.488164 150.78 1 90 0.455213 178.834 0.455667 176.275 7.22088 -37.0397 5.01467 -33.4972 1 0 0.218188 60.78 0.20346 88.8342 1 -135 0.122041 -119.22 0.218188 -119.22 0.20346 -91.1658
0.0911163 1 45 0.867842 -29.7912 1 0 0.49684 150.209 1 90 0.487446 178.78 0.487911 176.28 7.05809 -36.8549 4.80217 -32.9808 1 0 0.216961 60.2088 0.212858 88.7803 1 -135 0.12421 -119.791 0.216961 -119.791 0.212858 -91.2197
0.0932603 1 45 0.862786 -30.3691 1 0 0.505569 149.631 1 90 0.522782 178.722 0.523257 176.279 6.89912 -36.6658 4.59257 -32.4235 1 0 0.215697 59.6309 0.22304 88.722 1 -135 0.126392 -120.369 0.215697 -120.369 0.22304 -91.278
0.0954548 1 45 0.857584 -30.9537 1 0 0.514345 149.046 1 90 0.561645 178.659 0.562132 176.272 6.74388 -36.4726 4.38581 -31.8202 1 0 0.214396 59.0463 0.234112 88.6585 1 -135 0.128586 -120.954 0.214396 -120.954 0.234112 -91.3415
0.097701 1 45 0.852233 -31.5447 1 0 0.523163 148.455 1 90 0.604543 178.589 0.605044 176.257 6.59229 -36.275 4.18183 -31.1648 1 0 0.213058 58.4553 0.2462 88.5892 1 -135 0.130791 -121.545 0.213058 -121.545 0.2462 -91.4108
0.1 1 45 0.846733 -32.1419 1 0 0.532018 147.858 1 90 0.652084 178.513 0.6526 176.235 6.44426 -36.0729 3.98058 -30.4503 1 0 0.211683 57.8581 0.259456 88.5133 1 -135 0.133005 -122.142 0.211683 -122.142 0.259456 -91.4867
0.102353 1 45 0.841084 -32.7452 1 0 0.540904 147.255 1 90 0.705004 178.43 0.705536 176.203 6.29971 -35.8664 3.78202 -29.6682 1 0 0.210271 57.2548 0.274063 88.4295 1 -135 0.135226 -122.745 0.210271 -122.745 0.274063 -91.5705
0.104762 1 45 0.835286 -33.3544 1 0 0.549816 146.646 1 90 0.764203 178.337 0.764754 176.162 6.15857 -35.6552 3.58615 -28.8084 1 0 0.208822 56.6456 0.290246 88.3368 1 -135 0.137454 -123.354 0.208822 -123.354 0.290246 -91.6632
0.107227 1 45 0.829339 -33.9691 1 0 0.558746 146.031 1 90 0.830791 178.233 0.831363 176.108 6.02076 -35.4393 3.39295 -27.8587 1 0 0.207335 56.0309 0.308283 88.2334 1 -135 0.139687 -123.969 0.207335 -123.969 0.308283 -91.7666
0.10975 1 45 0.823242 -34.5893 1 0 0.56769 145.411 1 90 0.906157 178.117 0.906752 176.041 5.88621 -35.2187 3.20246 -26.8045 1 0 0.205811 55.4107 0.328518 88.1174 1 -135 0.141923 -124.589 0.205811 -124.589 0.328518 -91.8826
0.112332 1 45 0.816998 -35.2146 1 0 0.576641 144.785 1 90 0.992058 177.986 0.992681 175.958 5.75483 -34.9931 3.01475 -25.6278 1 0 0.204249 54.7854 0.351392 87.9863 1 -135 0.14416 -125.215 0.204249 -125.215 0.351392 -92.0137
0.114976 1 45 0.810606 -35.8449 1 0 0.585593 144.155 1 90 1.09075 177.837 1.09141 175.855 5.62657 -34.7625 2.82991 -24.3066 1 0 0.202651 54.1551 0.377469 87.8368 1 -135 0.146398 -125.845 0.202651 -125.845 0.377469 -92.1632
0.117681 1 45 0.804068 -36.4797 1 0 0.594538 143.52 1 90 1.20519 177.665 1.20588 175.728 5.50135 -34.5269 2.64812 -22.8133 1 0 0.201017 53.5203 0.407484 87.6646 1 -135 0.148634 -126.48 0.201017 -126.48 0.407484 -92.3354
0.12045 1 45 0.797385 -37.1189 1 0 0.603471 142.881 1 90 1.33932 177.464 1.34005 175.572 5.3791 -34.2861 2.4696 -21.1137 1 0 0.199346 52.8811 0.44242 87.4643 1 -135 0.150868 -127.119 0.199346 -127.119 0.44242 -92.5357
0.123285 1 45 0.79056 -37.7621 1 0 0.612384 142.238 1 90 1.49847 177.228 1.49926 175.379 5.25976 -34.04 2.29469 -19.1646 1 0 0.19764 52.2379 0.483616 87.228 1 -135 0.153096 -127.762 0.19764 -127.762 0.483616 -92.772
0.126186 1 45 0.783595 -38.4091 1 0 0.621272 141.591 1 90 1.69017 176.945 1.69101 175.139 5.14325 -33.7886 2.12386 -16.9111 1 0 0.195899 51.5909 0.532942 86.945 1 -135 0.155318 -128.409 0.195899 -128.409 0.532942 -93.055
0.129155 1 45 0.776492 -39.0595 1 0 0.630127 140.941 1 90 1.9252 176.6 1.92612 174.835 5.02953 -33.5317 1.95776 -14.2836 1 0 0.194123 50.9405 0.593097 86.5998 1 -135 0.157532 -129.059 0.194123 -129.059 0.593097 -93.4002
0.132194 1 45 0.769254 -39.713 1 0 0.638943 140.287 1 90 2.21976 176.169 2.22076 174.445 4.91852 -33.2692 1.79728 -11.1931 1 0 0.192314 50.287 0.668119 86.1691 1 -135 0.159736 -129.713 0.192314 -129.713 0.668119 -93.8309
0.135305 1 45 0.761885 -40.3694 1 0 0.647713 139.631 1 90 2.59918 175.616 2.60031 173.932 4.81017 -33.0011 1.64369 -7.52704 1 0 0.190471 49.6306 0.764335 85.6164 1 -135 0.161928 -130.369 0.190471 -130.369 0.764335 -94.3836
0.138489 1 45 0.754387 -41.0282 1 0 0.65643 138.972 1 90 3.10551 174.881 3.10679 173.235 4.70442 -32.7272 1.49872 -3.14576 1 0 0.188597 48.9718 0.892235 84.8811 1 -135 0.164107 -131.028 0.188597 -131.028 0.892235 -95.1189
0.141747 1 45 0.746765 -41.6891 1 0 0.665088 138.311 1 90 3.81386 173.854 3.81536 172.247 4.60121 -32.4475 1.36475 2.11636 1 0 0.186691 48.3109 1.07056 83.8544 1 -135 0.166272 -131.689 0.186691 -131.689 1.07056 -96.1456
0.145083 1 45 0.739023 -42.3518 1 0 0.67368 137.648 1 90 4.87247 172.321 4.8743 170.75 4.50048 -32.1618 1.245 8.43779 1 0 0.184756 47.6482 1.33627 82.3208 1 -135 0.16842 -132.352 0.184756 -132.352 1.33627 -97.6792
0.148497 1 45 0.731165 -43.0159 1 0 0.682201 136.984 1 90 6.61844 169.785 6.62082 168.25 4.40218 -31.8701 1.14367 15.9714 1 0 0.182791 46.9841 1.77337 79.7853 1 -135 0.17055 -133.016 0.182791 -133.016 1.77337 -100.215
0.151991 1 45 0.723196 -43.6811 1 0 0.690643 136.319 1 90 10.0024 164.82 10.0058 163.321 4.30625 -31.5722 1.06576 24.7671 1 0 0.180799 46.3189 2.61846 74.8204 1 -135 0.172661 -133.681 0.180799 -133.681 2.61846 -105.18
0.155568 1 45 0.71512 -44.3469 1 0 0.699001 135.653 1 90 18.7962 151.266 18.8024 149.801 4.21265 -31.268 1.0165 34.663 1 0 0.17878 45.6531 4.80742 61.2662 1 -135 0.17475 -134.347 0.17878 -134.347 4.80742 -118.734
0.159228 1 45 0.706944 -45.0132 1 0 0.70727 134.987 1 90 39.9913 87.8894 40.0038 86.4579 4.12132 -30.9575 1.00001 45.2112 1 0 0.176736 44.9868 9.99322 -2.11064 1 -135 0.176817 -135.013 0.176736 -135.013 9.99322 177.889
0.162975 1 45 0.698672 -45.6794 1 0 0.715442 134.321 1 90 19.0951 27.7871 19.1008 26.3885 4.03221 -30.6406 1.01785 55.7453 1 0 0.174668 44.3206 4.66187 -62.2129 1 -135 0.178861 -135.679 0.174668 -135.679 4.66187 117.787
0.16681 1 45 0.69031 -46.3453 1 0 0.723513 133.655 1 90 10.7765 14.895 10.7796 13.5286 3.94527 -30.3172 1.06834 65.6042 1 0 0.172578 43.6547 2.57049 -75.105 1 -135 0.180878 -136.345 0.172578 -136.345 2.57049 104.895
0.170735 1 45 0.681865 -47.0105 1 0 0.731478 132.99 1 90 7.5127 10.0832 7.51474 8.74823 3.86046 -29.9871 1.14727 74.3512 1 0 0.170466 42.9895 1.75079 -79.9168 1 -135 0.18287 -137.01 0.170466 -137.01 1.75079 100.083
0.174753 1 45 0.673341 -47.6745 1 0 0.739332 132.325 1 90 5.81192 7.60421 5.81343 6.29989 3.77773 -29.6503 1.24943 81.8349 1 0 0.168335 42.3255 1.32329 -82.3958 1 -135 0.184833 -137.675 0.168335 -137.675 1.32329 97.6042
0.178865 1 45 0.664746 -48.3371 1 0 0.747069 131.663 1 90 4.77483 6.09727 4.77601 4.82292 3.69703 -29.3067 1.36981 88.1111 1 0 0.166187 41.6629 1.06217 -83.9027 1 -135 0.186767 -138.337 0.166187 -138.337 1.06217 96.0973
0.183074 1 45 0.656086 -48.998 1 0 0.754687 131.002 1 90 4.07833 5.08521 4.07929 3.84016 3.61832 -28.9563 1.50427 93.3349 1 0 0.164021 41.002 0.886372 -84.9148 1 -135 0.188672 -138.998 0.164021 -138.998 0.886372 95.0852
0.187382 1 45 0.647366 -49.6567 1 0 0.762179 130.343 1 90 3.5792 4.35873 3.58001 3.14229 3.54156 -28.5988 1.64962 97.6849 1 0 0.161842 40.3433 0.760009 -85.6413 1 -135 0.190545 -139.657 0.161842 -139.657 0.760009 94.3587
0.191791 1 45 0.638594 -50.3129 1 0 0.769544 129.687 1 90 3.20447 3.81181 3.20516 2.62333 3.4667 -28.2343 1.80352 101.326 1 0 0.159649 39.6871 0.664796 -86.1882 1 -135 0.192386 -140.313 0.159649 -140.313 0.664796 93.8118
0.196304 1 45 0.629777 -50.9663 1 0 0.776776 129.034 1 90 2.91315 3.38507 2.91374 2.22391 3.39371 -27.8627 1.96424 104.396 1 0 0.157444 39.0337 0.590463 -86.6149 1 -135 0.194194 -140.966 0.157444 -140.966 0.590463 93.3851
0.200923 1 45 0.62092 -51.6166 1 0 0.783874 128.383 1 90 2.68042 3.04271 2.68095 1.90823 3.32253 -27.4838 2.13054 107.007 1 0 0.15523 38.3834 0.530803 -86.9573 1 -135 0.195968 -141.617 0.15523 -141.617 0.530803 93.0427
0.205651 1 45 0.612032 -52.2635 1 0 0.790833 127.737 1 90 2.49045 2.76183 2.49091 1.65343 3.25314 -27.0977 2.30155 109.247 1 0 0.153008 37.7365 0.481844 -87.2382 1 -135 0.197708 -142.263 0.153008 -142.263 0.481844 92.7618
0.21049 1 45 0.603117 -52.9065 1 0 0.797653 127.093 1 90 2.33259 2.52715 2.33301 1.44422 3.18549 -26.7042 2.47661 111.185 1 0 0.150779 37.0935 0.440927 -87.4729 1 -135 0.199413 -142.907 0.150779 -142.907 0.440927 92.5271
0.215443 1 45 0.594184 -53.5455 1 0 0.804329 126.454 1 90 2.19949 2.32804 2.19987 1.27001 3.11955 -26.3033 2.65526 112.876 1 0 0.148546 36.4545 0.406209 -87.672 1 -135 0.201082 -143.546 0.148546 -143.546 0.406209 92.328
0.220513 1 45 0.585238 -54.1802 1 0 0.810862 125.82 1 90 2.08586 2.15693 2.0862 1.12321 3.05528 -25.8949 2.83718 114.362 1 0 0.146309 35.8198 0.376366 -87.8431 1 -135 0.202715 -144.18 0.146309 -144.18 0.376366 92.1569
0.225702 1 45 0.576287 -54.8102 1 0 0.817248 125.19 1 90 1.98781 2.00822 1.98812 0.998269 2.99264 -25.479 3.02213 115.677 1 0 0.144072 35.1898 0.35043 -87.9918 1 -135 0.204312 -144.81 0.144072 -144.81 0.35043 92.0082
0.231013 1 45 0.567336 -55.4353 1 0 0.823486 124.565 1 90 1.90245 1.87775 1.90273 0.891004 2.9316 -25.0555 3.20995 116.848 1 0 0.141834 34.5647 0.32767 -88.1223 1 -135 0.205872 -145.435 0.141834 -145.435 0.32767 91.8777
0.236449 1 45 0.558392 -56.0553 1 0 0.829577 123.945 1 90 1.82752 1.76229 1.82778 0.798227 2.87213 -24.6243 3.40055 117.898 1 0 0.139598 33.9447 0.307529 -88.2377 1 -135 0.207394 -146.055 0.139598 -146.055 0.307529 91.7623
0.242013 1 45 0.549462 -56.6699 1 0 0.835519 123.33 1 90 1.76131 1.65936 1.76154 0.717456 2.81419 -24.1856 3.59385 118.844 1 0 0.137366 33.3301 0.289572 -88.3406 1 -135 0.20888 -146.67 0.137366 -146.67 0.289572 91.6594
0.247708 1 45 0.540552 -57.2788 1 0 0.841311 122.721 1 90 1.70242 1.56698 1.70264 0.646733 2.75774 -23.7391 3.78984 119.701 1 0 0.135138 32.7212 0.273456 -88.433 1 -135 0.210328 -147.279 0.135138 -147.279 0.273456 91.567
0.253536 1 45 0.531667 -57.8819 1 0 0.846954 122.118 1 90 1.64977 1.48359 1.64997 0.584492 2.70276 -23.2849 3.9885 120.48 1 0 0.132917 32.1181 0.258906 -88.5164 1 -135 0.211738 -147.882 0.132917 -147.882 0.258906 91.4836
0.259502 1 45 0.522813 -58.4789 1 0 0.852447 121.521 1 90 1.60246 1.4079 1.60265 0.529469 2.64922 -22.8229 4.18986 121.192 1 0 0.130703 31.5211 0.2457 -88.5921 1 -135 0.213112 -148.479 0.130703 -148.479 0.2457 91.4079
0.265609 1 45 0.513996 -59.0696 1 0 0.857792 120.93 1 90 1.55976 1.33887 1.55993 0.480629 2.59708 -22.3533 4.39395 121.845 1 0 0.128499 30.9304 0.233655 -88.6611 1 -135 0.214448 -149.07 0.128499 -149.07 0.233655 91.3389
0.271859 1 45 0.505222 -59.6539 1 0 0.862989 120.346 1 90 1.52107 1.27563 1.52123 0.437119 2.54631 -21.8758 4.60082 122.446 1 0 0.126305 30.3461 0.222621 -88.7244 1 -135 0.215747 -149.654 0.126305 -149.654 0.222621 91.2756
0.278256 1 45 0.496495 -60.2316 1 0 0.868039 119.768 1 90 1.48589 1.21747 1.48604 0.398231 2.49689 -21.3907 4.81053 123.002 1 0 0.124124 29.7684 0.212472 -88.7825 1 -135 0.21701 -150.232 0.124124 -150.232 0.212472 91.2175
0.284804 1 45 0.487821 -60.8025 1 0 0.872943 119.197 1 90 1.45379 1.16377 1.45393 0.363369 2.44878 -20.8978 5.02315 123.517 1 0 0.121955 29.1975 0.203103 -88.8362 1 -135 0.218236 -150.803 0.121955 -150.803 0.203103 91.1638
0.291505 1 45 0.479205 -61.3665 1 0 0.877703 118.633 1 90 1.42441 1.11404 1.42455 0.332034 2.40197 -20.3972 5.23875 123.996 1 0 0.119801 28.6335 0.194424 -88.886 1 -135 0.219426 -151.367 0.119801 -151.367 0.194424 91.114
0.298365 1 45 0.470651 -61.9235 1 0 0.88232 118.077 1 90 1.39746 1.06783 1.39759 0.303797 2.35641 -19.8889 5.45743 124.442 1 0 0.117663 28.0765 0.18636 -88.9322 1 -135 0.22058 -151.923 0.117663 -151.923 0.18636 91.0678
0.305386 1 45 0.462163 -62.4732 1 0 0.886795 117.527 1 90 1.37267 1.02476 1.37278 0.278297 2.31208 -19.373 5.67927 124.859 1 0 0.115541 27.5268 0.178845 -88.9752 1 -135 0.221699 -152.473 0.115541 -152.473 0.178845 91.0248
0.312572 1 45 0.453746 -63.0158 1 0 0.891131 116.984 1 90 1.34981 0.984525 1.34992 0.255219 2.26897 -18.8496 5.90436 125.249 1 0 0.113436 26.9842 0.171824 -89.0155 1 -135 0.222783 -153.016 0.113436 -153.016 0.171824 90.9845
0.319927 1 45 0.445403 -63.5509 1 0 0.89533 116.449 1 90 1.32869 0.946835 1.32879 0.234294 2.22703 -18.3187 6.13282 125.616 1 0 0.111351 26.4491 0.165246 -89.0532 1 -135 0.223833 -153.551 0.111351 -153.551 0.165246 90.9468
0.327455 1 45 0.437138 -64.0786 1 0 0.899394 115.921 1 90 1.30913 0.91145 1.30923 0.215288 2.18625 -17.7803 6.36474 125.96 1 0 0.109285 25.9214 0.159071 -89.0886 1 -135 0.224849 -154.079 0.109285 -154.079 0.159071 90.9114
0.33516 1 45 0.428955 -64.5987 1 0 0.903326 115.401 1 90 1.29099 0.878156 1.29109 0.197998 2.1466 -17.2346 6.60024 126.286 1 0 0.107239 25.4013 0.153261 -89.1218 1 -135 0.225831 -154.599 0.107239 -154.599 0.153261 90.8782
0.343047 1 45 0.420857 -65.1113 1 0 0.907127 114.889 1 90 1.27414 0.846766 1.27423 0.182244 2.10806 -16.6817 6.83943 126.593 1 0 0.105214 24.8887 0.147783 -89.1532 1 -135 0.226782 -155.111 0.105214 -155.111 0.147783 90.8468
0.351119 1 45 0.412847 -65.6162 1 0 0.910801 114.384 1 90 1.25846 0.817117 1.25855 0.16787 2.0706 -16.1217 7.08242 126.883 1 0 0.103212 24.3838 0.142609 -89.1829 1 -135 0.2277 -155.616 0.103212 -155.616 0.142609 90.8171
0.359381 1 45 0.404927 -66.1135 1 0 0.914349 113.887 1 90 1.24385 0.789061 1.24393 0.154739 2.0342 -15.5546 7.32935 127.158 1 0 0.101232 23.8865 0.137713 -89.2109 1 -135 0.228587 -156.113 0.101232 -156.113 0.137713 90.7891
0.367838 1 45 0.3971 -66.603 1 0 0.917775 113.397 1 90 1.23022 0.762468 1.23029 0.142729 1.99884 -14.9807 7.58032 127.419 1 0 0.099275 23.397 0.133072 -89.2375 1 -135 0.229444 -156.603 0.099275 -156.603 0.133072 90.7625
0.376494 1 45 0.389369 -67.0848 1 0 0.921082 112.915 1 90 1.21748 0.737224 1.21755 0.131731 1.96449 -14.4002 7.83547 127.668 1 0 0.0973421 22.9152 0.128666 -89.2628 1 -135 0.230271 -157.085 0.0973421 -157.085 0.128666 90.7372
0.385353 1 45 0.381734 -67.5588 1 0 0.924272 112.441 1 90 1.20557 0.713224 1.20563 0.121651 1.93113 -13.813 8.09493 127.904 1 0 0.0954336 22.4412 0.124478 -89.2868 1 -135 0.231068 -157.559 0.0954336 -157.559 0.124478 90.7132
0.394421 1 45 0.3742 -68.0251 1 0 0.927348 111.975 1 90 1.19441 0.690376 1.19447 0.112402 1.89874 -13.2195 8.35884 128.129 1 0 0.0935499 21.9749 0.12049 -89.3096 1 -135 0.231837 -158.025 0.0935499 -158.025 0.12049 90.6904
0.403702 1 45 0.366766 -68.4837 1 0 0.930313 111.516 1 90 1.18395 0.668596 1.184 0.103909 1.86729 -12.6199 8.62733 128.344 1 0 0.0916914 21.5163 0.116689 -89.3314 1 -135 0.232578 -158.484 0.0916914 -158.484 0.116689 90.6686
0.413201 1 45 0.359434 -68.9345 1 0 0.93317 111.065 1 90 1.17413 0.647808 1.17418 0.0961025 1.83678 -12.0142 8.90053 128.549 1 0 0.0898586 21.0655 0.113062 -89.3522 1 -135 0.233293 -158.935 0.0898586 -158.935 0.113062 90.6478
0.422924 1 45 0.352206 -69.3777 1 0 0.935922 110.622 1 90 1.16491 0.627945 1.16496 0.0889219 1.80717 -11.4028 9.1786 128.745 1 0 0.0880516 20.6223 0.109595 -89.3721 1 -135 0.233981 -159.378 0.0880516 -159.378 0.109595 90.6279
0.432876 1 45 0.345083 -69.8131 1 0 0.938572 110.187 1 90 1.15624 0.608944 1.15629 0.0823121 1.77845 -10.7859 9.46168 128.933 1 0 0.0862709 20.1869 0.106279 -89.3911 1 -135 0.234643 -159.813 0.0862709 -159.813 0.106279 90.6089
0.443062 1 45 0.338066 -70.2409 1 0 0.941122 109.759 1 90 1.14809 0.590748 1.14814 0.0762234 1.75059 -10.1636 9.74992 129.113 1 0 0.0845165 19.7591 0.103103 -89.4093 1 -135 0.235281 -160.241 0.0845165 -160.241 0.103103 90.5907
0.453488 1 45 0.331155 -70.6611 1 0 0.943576 109.339 1 90 1.14042 0.573308 1.14046 0.0706111 1.72358 -9.53632 10.0435 129.286 1 0 0.0827888 19.3389 0.100059 -89.4267 1 -135 0.235894 -160.661 0.0827888 -160.661 0.100059 90.5733
0.464159 1 45 0.324351 -71.0737 1 0 0.945937 108.926 1 90 1.13318 0.556575 1.13323 0.0654347 1.6974 -8.90424 10.3425 129.451 1 0 0.0810878 18.9263 0.0971391 -89.4434 1 -135 0.236484 -161.074 0.0810878 -161.074 0.0971391 90.5566
0.475081 1 45 0.317655 -71.4788 1 0 0.948206 108.521 1 90 1.12637 0.540507 1.12641 0.0606575 1.67202 -8.26766 10.6471 129.611 1 0 0.0794137 18.5212 0.0943348 -89.4595 1 -135 0.237052 -161.479 0.0794137 -161.479 0.0943348 90.5405
0.48626 1 45 0.311066 -71.8765 1 0 0.950388 108.123 1 90 1.11993 0.525065 1.11997 0.0562464 1.64744 -7.62684 10.9576 129.764 1 0 0.0777665 18.1235 0.0916398 -89.4749 1 -135 0.237597 -161.877 0.0777665 -161.877 0.0916398 90.5251
0.497702 1 45 0.304585 -72.2668 1 0 0.952485 107.733 1 90 1.11386 0.510212 1.1139 0.0521713 1.62362 -6.98209 11.2739 129.911 1 0 0.0761463 17.7332 0.0890476 -89.4898 1 -135 0.238121 -162.267 0.0761463 -162.267 0.0890476 90.5102
0.509414 1 45 0.298212 -72.6498 1 0 0.9545 107.35 1 90 1.10813 0.495915 1.10816 0.0484047 1.60056 -6.33372 11.5965 130.053 1 0 0.074553 17.3502 0.0865525 -89.5041 1 -135 0.238625 -162.65 0.074553 -162.65 0.0865525 90.4959
0.521401 1 45 0.291947 -73.0255 1 0 0.956435 106.975 1 90 1.10271 0.482144 1.10274 0.0449217 1.57822 -5.68203 11.9253 130.19 1 0 0.0729867 16.9745 0.0841491 -89.5179 1 -135 0.239109 -163.025 0.0729867 -163.025 0.0841491 90.4821
0.53367 1 45 0.285789 -73.394 1 0 0.958293 106.606 1 90 1.09759 0.468871 1.09762 0.0416995 1.55661 -5.02734 12.2605 130.322 1 0 0.0714473 16.606 0.0818325 -89.5311 1 -135 0.239573 -163.394 0.0714473 -163.394 0.0818325 90.4689
0.546228 1 45 0.279738 -73.7554 1 0 0.960076 106.245 1 90 1.09274 0.456068 1.09277 0.0387174 1.53569 -4.36999 12.6025 130.449 1 0 0.0699346 16.2446 0.0795981 -89.5439 1 -135 0.240019 -163.755 0.0699346 -163.755 0.0795981 90.4561
0.559081 1 45 0.273795 -74.1098 1 0 0.961788 105.89 1 90 1.08815 0.443713 1.08818 0.0359565 1.51546 -3.71032 12.9512 130.572 1 0 0.0684486 15.8902 0.0774417 -89.5563 1 -135 0.240447 -164.11 0.0684486 -164.11 0.0774417 90.4437
0.572237 1 45 0.267957 -74.4573 1 0 0.963431 105.543 1 90 1.08381 0.431782 1.08384 0.0333994 1.49589 -3.04866 13.307 130.69 1 0 0.0669892 15.5427 0.0753594 -89.5682 1 -135 0.240858 -164.457 0.0669892 -164.457 0.0753594 90.4318
0.585702 1 45 0.262225 -74.7979 1 0 0.965007 105.202 1 90 1.0797 0.420254 1.07972 0.0310302 1.47697 -2.38536 13.67 130.805 1 0 0.0655562 15.2021 0.0733475 -89.5797 1 -135 0.241252 -164.798 0.0655562 -164.798 0.0733475 90.4203
0.599484 1 45 0.256598 -75.1317 1 0 0.966518 104.868 1 90 1.0758 0.40911 1.07582 0.0288345 1.45867 -1.72078 14.0404 130.916 1 0 0.0641494 14.8683 0.0714026 -89.5909 1 -135 0.24163 -165.132 0.0641494 -165.132 0.0714026 90.4091
0.613591 1 45 0.251074 -75.4589 1 0 0.967968 104.541 1 90 1.07211 0.398332 1.07213 0.0267988 1.441 -1.05528 14.4184 131.023 1 0 0.0627686 14.5411 0.0695215 -89.6017 1 -135 0.241992 -165.459 0.0627686 -165.459 0.0695215 90.3983
0.628029 1 45 0.245654 -75.7795 1 0 0.969358 104.221 1 90 1.0686 0.387903 1.06863 0.024911 1.42392 -0.389198 14.8042 131.127 1 0 0.0614136 14.2205 0.0677014 -89.6121 1 -135 0.242339 -165.779 0.0614136 -165.779 0.0677014 90.3879
0.642807 1 45 0.240336 -76.0936 1 0 0.97069 103.906 1 90 1.06528 0.377807 1.0653 0.0231599 1.40742 0.277091 15.1981 131.227 1 -1.40741e-18 0.0600841 13.9064 0.0659393 -89.6222 1 -135 0.242672 -166.094 0.0600841 -166.094 0.0659393 90.3778
0.657933 1 45 0.23512 -76.4013 1 0 0.971966 103.599 1 90 1.06213 0.368029 1.06215 0.0215351 1.3915 0.943229 15.6001 131.325 1 6.77984e-17 0.05878 13.5987 0.0642328 -89.632 1 -135 0.242992 -166.401 0.05878 -166.401 0.0642328 90.368
0.673415 1 45 0.230004 -76.7027 1 0 0.97319 103.297 1 90 1.05914 0.358555 1.05916 0.0200272 1.37612 1.60886 16.0107 131.419 1 -2.23244e-17 0.0575009 13.2973 0.0625793 -89.6414 1 -135 0.243297 -166.703 0.0575009 -166.703 0.0625793 90.3586
0.689261 1 45 0.224987 -76.9979 1 0 0.974362 103.002 1 90 1.0563 0.349373 1.05632 0.0186274 1.36128 2.27362 16.4299 131.511 1 -3.07204e-17 0.0562466 13.0021 0.0609767 -89.6506 1 -135 0.24359 -166.998 0.0562466 -166.998 0.0609767 90.3494
0.70548 1 45 0.220067 -77.287 1 0 0.975485 102.713 1 90 1.05361 0.34047 1.05362 0.0173276 1.34696 2.93716 16.8579 131.599 1 2.082e-17 0.0550169 12.713 0.0594228 -89.6595 1 -135 0.243871 -167.287 0.0550169 -167.287 0.0594228 90.3405
0.722081 1 45 0.215245 -77.5701 1 0 0.97656 102.43 1 90 1.05104 0.331834 1.05106 0.0161206 1.33315 3.59911 17.2952 131.685 1 4.15914e-17 0.0538113 12.4299 0.0579156 -89.6682 1 -135 0.24414 -167.57 0.0538113 -167.57 0.0579156 90.3318
0.739072 1 45 0.210518 -77.8473 1 0 0.97759 102.153 1 90 1.04861 0.323454 1.04863 0.0149993 1.31984 4.25915 17.7417 131.769 1 4.58622e-17 0.0526296 12.1527 0.0564531 -89.6765 1 -135 0.244397 -167.847 0.0526296 -167.847 0.0564531 90.3235
0.756463 1 45 0.205886 -78.1186 1 0 0.978576 101.881 1 90 1.0463 0.315321 1.04631 0.0139576 1.307 4.91691 18.1979 131.85 1 -4.50129e-17 0.0514715 11.8814 0.0550337 -89.6847 1 -135 0.244644 -168.119 0.0514715 -168.119 0.0550337 90.3153
0.774264 1 45 0.201347 -78.3843 1 0 0.97952 101.616 1 90 1.0441 0.307425 1.04412 0.0129895 1.29463 5.57207 18.664 131.929 1 -1.62823e-17 0.0503367 11.6157 0.0536555 -89.6926 1 -135 0.24488 -168.384 0.0503367 -168.384 0.0536555 90.3074
