f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f jL0400m jL0400f jL0600m jL0600f jL0809m jL0809f jV0300m jV0300f jV0500m jV0500f jV1000m jV1000f 
6.89261 1 45 0.0230845 -88.6772 1 0 0.999734 91.3228 1 90 1.00053 0.0330926 1.00053 1.76442e-05 1.00426 39.723 173.141 134.669 1 -1.79566e-18 0.00577113 1.32276 0.00577574 -89.9669 1 -135 0.249933 -178.677 0.00577113 -178.677 0.00577574 90.0331
7.0548 1 45 0.0225541 -88.7076 1 0 0.999746 91.2924 1 90 1.00051 0.032331 1.00051 1.64547e-05 1.00406 39.8436 177.219 134.677 1 -1.17082e-18 0.00563852 1.29236 0.00564282 -89.9677 1 -135 0.249936 -178.708 0.00563852 -178.708 0.00564282 90.0323
7.22081 1 45 0.0220358 -88.7373 1 0 0.999757 91.2627 1 90 1.00049 0.031587 1.00049 1.53453e-05 1.00388 39.9616 181.393 134.684 1 3.09388e-19 0.00550895 1.26266 0.00551297 -89.9684 1 -135 0.249939 -178.737 0.00550895 -178.737 0.00551297 90.0316
7.39072 1 45 0.0215294 -88.7664 1 0 0.999768 91.2336 1 90 1.00046 0.0308601 1.00046 1.43108e-05 1.0037 40.0768 185.666 134.691 1 2.78752e-18 0.00538236 1.23364 0.0053861 -89.9691 1 -135 0.249942 -178.766 0.00538236 -178.766 0.0053861 90.0309
7.56463 1 45 0.0210347 -88.7947 1 0 0.999779 91.2053 1 90 1.00044 0.03015 1.00044 1.3346e-05 1.00353 40.1895 190.038 134.699 1 -1.98979e-18 0.00525867 1.20529 0.00526217 -89.9699 1 -135 0.249945 -178.795 0.00525867 -178.795 0.00526217 90.0301
7.74264 1 45 0.0205513 -88.8224 1 0 0.999789 91.1776 1 90 1.00042 0.0294562 1.00042 1.24463e-05 1.00337 40.2996 194.514 134.705 1 -2.48723e-19 0.00513783 1.17759 0.00514108 -89.9705 1 -135 0.249947 -178.822 0.00513783 -178.822 0.00514108 90.0295
7.92483 1 45 0.020079 -88.8495 1 0 0.999798 91.1505 1 90 1.0004 0.0287785 1.0004 1.16072e-05 1.00322 40.4072 199.095 134.712 1 -2.89975e-18 0.00501976 1.15052 0.00502279 -89.9712 1 -135 0.24995 -178.849 0.00501976 -178.849 0.00502279 90.0288
8.11131 1 45 0.0196176 -88.8759 1 0 0.999808 91.1241 1 90 1.00039 0.0281164 1.00039 1.08247e-05 1.00308 40.5123 203.783 134.719 1 -3.94318e-18 0.0049044 1.12408 0.00490723 -89.9719 1 -135 0.249952 -178.876 0.0049044 -178.876 0.00490723 90.0281
8.30218 1 45 0.0191667 -88.9018 1 0 0.999816 91.0982 1 90 1.00037 0.0274695 1.00037 1.0095e-05 1.00294 40.6151 208.582 134.725 1 -5.8996e-19 0.00479169 1.09824 0.00479433 -89.9725 1 -135 0.249954 -178.902 0.00479169 -178.902 0.00479433 90.0275
8.49753 1 45 0.0187263 -88.927 1 0 0.999825 91.073 1 90 1.00035 0.0268375 1.00035 9.41448e-06 1.0028 40.7155 213.494 134.732 1 -2.94222e-18 0.00468156 1.073 0.00468403 -89.9732 1 -135 0.249956 -178.927 0.00468156 -178.927 0.00468403 90.0268
8.69749 1 45 0.0182959 -88.9517 1 0 0.999833 91.0483 1 90 1.00033 0.0262201 1.00033 8.77984e-06 1.00268 40.8137 218.521 134.738 1 -4.09484e-19 0.00457397 1.04834 0.00457627 -89.9738 1 -135 0.249958 -178.952 0.00457397 -178.952 0.00457627 90.0262
8.90215 1 45 0.0178754 -88.9758 1 0 0.99984 91.0242 1 90 1.00032 0.0256169 1.00032 8.18798e-06 1.00255 40.9096 223.666 134.744 1 9.96411e-19 0.00446885 1.02424 0.00447099 -89.9744 1 -135 0.24996 -178.976 0.00446885 -178.976 0.00447099 90.0256
9.11163 1 45 0.0174646 -88.9993 1 0 0.999847 91.0007 1 90 1.00031 0.0250276 1.00031 7.63603e-06 1.00244 41.0033 228.932 134.75 1 6.29392e-19 0.00436614 1.0007 0.00436814 -89.975 1 -135 0.249962 -178.999 0.00436614 -178.999 0.00436814 90.025
9.32603 1 45 0.0170632 -89.0223 1 0 0.999854 90.9777 1 90 1.00029 0.0244519 1.00029 7.12129e-06 1.00233 41.0949 234.323 134.755 1 -2.12628e-18 0.00426579 0.977696 0.00426766 -89.9755 1 -135 0.249964 -179.022 0.00426579 -179.022 0.00426766 90.0245
9.54548 1 45 0.016671 -89.0448 1 0 0.999861 90.9552 1 90 1.00028 0.0238894 1.00028 6.64125e-06 1.00222 41.1844 239.84 134.761 1 -2.17481e-18 0.00416775 0.955223 0.00416949 -89.9761 1 -135 0.249965 -179.045 0.00416775 -179.045 0.00416949 90.0239
9.7701 1 45 0.0162878 -89.0667 1 0 0.999867 90.9333 1 90 1.00027 0.0233399 1.00027 6.19357e-06 1.00212 41.2719 245.486 134.767 1 2.04439e-18 0.00407196 0.933266 0.00407358 -89.9767 1 -135 0.249967 -179.067 0.00407196 -179.067 0.00407358 90.0233
10 1 45 0.0159135 -89.0882 1 0 0.999873 90.9118 1 90 1.00025 0.022803 1.00025 5.77608e-06 1.00202 41.3574 251.266 134.772 1 -3.39265e-18 0.00397837 0.911814 0.00397988 -89.9772 1 -135 0.249968 -179.088 0.00397837 -179.088 0.00397988 90.0228
10.2353 1 45 0.0155477 -89.1091 1 0 0.999879 90.8909 1 90 1.00024 0.0222785 1.00024 5.38673e-06 1.00193 41.4409 257.181 134.777 1 2.85274e-18 0.00388693 0.890854 0.00388834 -89.9777 1 -135 0.24997 -179.109 0.00388693 -179.109 0.00388834 90.0223
10.4762 1 45 0.0151904 -89.1296 1 0 0.999885 90.8704 1 90 1.00023 0.0217661 1.00023 5.02362e-06 1.00184 41.5225 263.236 134.782 1 1.75623e-18 0.00379759 0.870377 0.0037989 -89.9782 1 -135 0.249971 -179.13 0.00379759 -179.13 0.0037989 90.0218
10.7227 1 45 0.0148412 -89.1496 1 0 0.99989 90.8504 1 90 1.00022 0.0212655 1.00022 4.685e-06 1.00176 41.6023 269.433 134.787 1 -7.6892e-19 0.0037103 0.85037 0.00371153 -89.9787 1 -135 0.249972 -179.15 0.0037103 -179.15 0.00371153 90.0213
10.975 1 45 0.0145001 -89.1692 1 0 0.999895 90.8308 1 90 1.00021 0.0207764 1.00021 4.3692e-06 1.00168 41.6802 275.775 134.792 1 -5.52045e-19 0.00362502 0.830823 0.00362616 -89.9792 1 -135 0.249974 -179.169 0.00362502 -179.169 0.00362616 90.0208
11.2332 1 45 0.0141668 -89.1883 1 0 0.9999 90.8117 1 90 1.0002 0.0202985 1.0002 4.07469e-06 1.0016 41.7564 282.267 134.797 1 1.94126e-19 0.0035417 0.811725 0.00354276 -89.9797 1 -135 0.249975 -179.188 0.0035417 -179.188 0.00354276 90.0203
11.4976 1 45 0.0138412 -89.2069 1 0 0.999904 90.7931 1 90 1.00019 0.0198317 1.00019 3.80004e-06 1.00153 41.8308 288.912 134.802 1 -6.24842e-19 0.00346029 0.793065 0.00346128 -89.9802 1 -135 0.249976 -179.207 0.00346029 -179.207 0.00346128 90.0198
11.7681 1 45 0.013523 -89.2252 1 0 0.999909 90.7748 1 90 1.00018 0.0193756 1.00018 3.5439e-06 1.00146 41.9035 295.713 134.806 1 1.33461e-19 0.00338075 0.774835 0.00338168 -89.9806 1 -135 0.249977 -179.225 0.00338075 -179.225 0.00338168 90.0194
12.045 1 45 0.0132122 -89.243 1 0 0.999913 90.757 1 90 1.00017 0.01893 1.00017 3.30502e-06 1.0014 41.9745 302.674 134.811 1 -1.88059e-19 0.00330304 0.757024 0.00330391 -89.9811 1 -135 0.249978 -179.243 0.00330304 -179.243 0.00330391 90.0189
12.3285 1 45 0.0129085 -89.2604 1 0 0.999917 90.7396 1 90 1.00017 0.0184946 1.00017 3.08225e-06 1.00133 42.044 309.798 134.815 1 3.54886e-19 0.00322712 0.739622 0.00322792 -89.9815 1 -135 0.249979 -179.26 0.00322712 -179.26 0.00322792 90.0185
12.6186 1 45 0.0126118 -89.2774 1 0 0.99992 90.7226 1 90 1.00016 0.0180693 1.00016 2.8745e-06 1.00127 42.1118 317.09 134.819 1 1.6076e-19 0.00315294 0.722619 0.00315369 -89.9819 1 -135 0.24998 -179.277 0.00315294 -179.277 0.00315369 90.0181
12.9155 1 45 0.0123219 -89.294 1 0 0.999924 90.706 1 90 1.00015 0.0176538 1.00015 2.68075e-06 1.00121 42.1781 324.554 134.823 1 1.07376e-18 0.00308046 0.706008 0.00308117 -89.9823 1 -135 0.249981 -179.294 0.00308046 -179.294 0.00308117 90.0177
13.2194 1 45 0.0120386 -89.3102 1 0 0.999928 90.6898 1 90 1.00014 0.0172478 1.00014 2.50006e-06 1.00116 42.2429 332.193 134.828 1 -1.12381e-18 0.00300965 0.689779 0.00301031 -89.9828 1 -135 0.249982 -179.31 0.00300965 -179.31 0.00301031 90.0172
13.5305 1 45 0.0117619 -89.3261 1 0 0.999931 90.6739 1 90 1.00014 0.0168512 1.00014 2.33154e-06 1.00111 42.3062 340.012 134.831 1 -1.57727e-18 0.00294047 0.673922 0.00294108 -89.9831 1 -135 0.249983 -179.326 0.00294047 -179.326 0.00294108 90.0169
13.8489 1 45 0.0114915 -89.3416 1 0 0.999934 90.6584 1 90 1.00013 0.0164636 1.00013 2.17439e-06 1.00106 42.368 348.015 134.835 1 1.16627e-18 0.00287288 0.65843 0.00287345 -89.9835 1 -135 0.249983 -179.342 0.00287288 -179.342 0.00287345 90.0165
14.1747 1 45 0.0112274 -89.3567 1 0 0.999937 90.6433 1 90 1.00013 0.016085 1.00013 2.02783e-06 1.00101 42.4284 356.207 134.839 1 -5.74794e-19 0.00280684 0.643294 0.00280737 -89.9839 1 -135 0.249984 -179.357 0.00280684 -179.357 0.00280737 90.0161
14.5083 1 45 0.0109693 -89.3715 1 0 0.99994 90.6285 1 90 1.00012 0.0157152 1.00012 1.89115e-06 1.00096 42.4875 364.591 134.843 1 -4.03417e-19 0.00274232 0.628506 0.00274281 -89.9843 1 -135 0.249985 -179.371 0.00274232 -179.371 0.00274281 90.0157
14.8497 1 45 0.0107171 -89.3859 1 0 0.999943 90.6141 1 90 1.00011 0.0153538 1.00011 1.76369e-06 1.00092 42.5452 373.172 134.846 1 -1.12229e-18 0.00267928 0.614057 0.00267974 -89.9846 1 -135 0.249986 -179.386 0.00267928 -179.386 0.00267974 90.0154
15.1991 1 45 0.0104708 -89.4001 1 0 0.999945 90.5999 1 90 1.00011 0.0150007 1.00011 1.64481e-06 1.00088 42.6015 381.955 134.85 1 -3.41236e-19 0.00261769 0.599941 0.00261812 -89.985 1 -135 0.249986 -179.4 0.00261769 -179.4 0.00261812 90.015
15.5568 1 45 0.0102301 -89.4139 1 0 0.999948 90.5861 1 90 1.0001 0.0146558 1.0001 1.53395e-06 1.00084 42.6566 390.944 134.853 1 4.09484e-19 0.00255752 0.58615 0.00255792 -89.9853 1 -135 0.249987 -179.414 0.00255752 -179.414 0.00255792 90.0147
15.9228 1 45 0.00999489 -89.4273 1 0 0.99995 90.5727 1 90 1.0001 0.0143188 1.0001 1.43056e-06 1.0008 42.7104 400.146 134.857 1 -2.91188e-19 0.00249872 0.572675 0.0024991 -89.9857 1 -135 0.249988 -179.427 0.00249872 -179.427 0.0024991 90.0143
16.2975 1 45 0.00976513 -89.4405 1 0 0.999952 90.5595 1 90 1.0001 0.0139895 1.0001 1.33414e-06 1.00076 42.763 409.563 134.86 1 -7.24938e-19 0.00244128 0.55951 0.00244163 -89.986 1 -135 0.249988 -179.44 0.00244128 -179.44 0.00244163 90.014
16.681 1 45 0.00954065 -89.4534 1 0 0.999954 90.5466 1 90 1.00009 0.0136678 1.00009 1.24422e-06 1.00073 42.8144 419.202 134.863 1 2.25974e-19 0.00238516 0.546647 0.00238549 -89.9863 1 -135 0.249989 -179.453 0.00238516 -179.453 0.00238549 90.0137
17.0735 1 45 0.00932133 -89.4659 1 0 0.999957 90.5341 1 90 1.00009 0.0133536 1.00009 1.16036e-06 1.00069 42.8646 429.068 134.866 1 -5.07305e-19 0.00233033 0.534081 0.00233064 -89.9866 1 -135 0.249989 -179.466 0.00233033 -179.466 0.00233064 90.0134
17.4753 1 45 0.00910705 -89.4782 1 0 0.999959 90.5218 1 90 1.00008 0.0130465 1.00008 1.08215e-06 1.00066 42.9137 439.166 134.87 1 1.99434e-19 0.00227676 0.521803 0.00227705 -89.987 1 -135 0.24999 -179.478 0.00227676 -179.478 0.00227705 90.013
17.8865 1 45 0.0088977 -89.4902 1 0 0.99996 90.5098 1 90 1.00008 0.0127465 1.00008 1.00921e-06 1.00063 42.9616 449.502 134.873 1 2.46297e-18 0.00222442 0.509807 0.00222469 -89.9873 1 -135 0.24999 -179.49 0.00222442 -179.49 0.00222469 90.0127
18.3074 1 45 0.00869316 -89.5019 1 0 0.999962 90.4981 1 90 1.00008 0.0124534 1.00008 9.41189e-07 1.0006 43.0084 460.081 134.875 1 -2.30524e-19 0.00217329 0.498087 0.00217354 -89.9875 1 -135 0.249991 -179.502 0.00217329 -179.502 0.00217354 90.0125
18.7382 1 45 0.00849331 -89.5134 1 0 0.999964 90.4866 1 90 1.00007 0.0121671 1.00007 8.77753e-07 1.00058 43.0542 470.909 134.878 1 -4.62565e-19 0.00212333 0.486637 0.00212356 -89.9878 1 -135 0.249991 -179.513 0.00212333 -179.513 0.00212356 90.0122
19.1791 1 45 0.00829807 -89.5246 1 0 0.999966 90.4754 1 90 1.00007 0.0118873 1.00007 8.18593e-07 1.00055 43.0989 481.991 134.881 1 -1.32855e-18 0.00207452 0.47545 0.00207473 -89.9881 1 -135 0.249991 -179.525 0.00207452 -179.525 0.00207473 90.0119
19.6304 1 45 0.00810731 -89.5355 1 0 0.999967 90.4645 1 90 1.00007 0.011614 1.00007 7.6342e-07 1.00053 43.1425 493.335 134.884 1 9.13756e-19 0.00202683 0.46452 0.00202703 -89.9884 1 -135 0.249992 -179.535 0.00202683 -179.535 0.00202703 90.0116
20.0923 1 45 0.00792093 -89.5462 1 0 0.999969 90.4538 1 90 1.00006 0.011347 1.00006 7.11966e-07 1.0005 43.1852 504.945 134.887 1 -1.04115e-18 0.00198023 0.453841 0.00198042 -89.9887 1 -135 0.249992 -179.546 0.00198023 -179.546 0.00198042 90.0113
20.5651 1 45 0.00773884 -89.5566 1 0 0.99997 90.4434 1 90 1.00006 0.0110861 1.00006 6.6398e-07 1.00048 43.2269 516.828 134.889 1 5.30812e-20 0.00193471 0.443407 0.00193488 -89.9889 1 -135 0.249993 -179.557 0.00193471 -179.557 0.00193488 90.0111
21.049 1 45 0.00756093 -89.5668 1 0 0.999971 90.4332 1 90 1.00006 0.0108312 1.00006 6.19228e-07 1.00046 43.2676 528.991 134.892 1 -1.17765e-18 0.00189023 0.433214 0.0018904 -89.9892 1 -135 0.249993 -179.567 0.00189023 -179.567 0.0018904 90.0108
21.5443 1 45 0.00738712 -89.5767 1 0 0.999973 90.4233 1 90 1.00005 0.0105821 1.00005 5.77493e-07 1.00044 43.3074 541.44 134.894 1 -3.85976e-19 0.00184678 0.423254 0.00184693 -89.9894 1 -135 0.249993 -179.577 0.00184678 -179.577 0.00184693 90.0106
22.0513 1 45 0.0072173 -89.5865 1 0 0.999974 90.4135 1 90 1.00005 0.0103388 1.00005 5.38571e-07 1.00042 43.3463 554.182 134.897 1 -9.47879e-20 0.00180432 0.413524 0.00180446 -89.9897 1 -135 0.249993 -179.586 0.00180432 -179.586 0.00180446 90.0103
22.5702 1 45 0.00705138 -89.596 1 0 0.999975 90.404 1 90 1.00005 0.0101011 1.00005 5.02272e-07 1.0004 43.3843 567.224 134.899 1 4.75456e-19 0.00176284 0.404018 0.00176298 -89.9899 1 -135 0.249994 -179.596 0.00176284 -179.596 0.00176298 90.0101
23.1013 1 45 0.00688927 -89.6053 1 0 0.999976 90.3947 1 90 1.00005 0.00986886 1.00005 4.68419e-07 1.00038 43.4215 580.572 134.901 1 5.5887e-19 0.00172232 0.394729 0.00172244 -89.9901 1 -135 0.249994 -179.605 0.00172232 -179.605 0.00172244 90.0099
23.6449 1 45 0.0067309 -89.6143 1 0 0.999977 90.3857 1 90 1.00005 0.00964195 1.00005 4.36848e-07 1.00036 43.4577 594.235 134.904 1 7.06739e-19 0.00168272 0.385655 0.00168284 -89.9904 1 -135 0.249994 -179.614 0.00168272 -179.614 0.00168284 90.0096
24.2013 1 45 0.00657616 -89.6232 1 0 0.999978 90.3768 1 90 1.00004 0.00942027 1.00004 4.07405e-07 1.00035 43.4932 608.219 134.906 1 -1.33992e-18 0.00164404 0.376789 0.00164415 -89.9906 1 -135 0.249995 -179.623 0.00164404 -179.623 0.00164415 90.0094
24.7708 1 45 0.00642498 -89.6319 1 0 0.999979 90.3681 1 90 1.00004 0.00920368 1.00004 3.79947e-07 1.00033 43.5278 622.532 134.908 1 -3.33653e-19 0.00160624 0.368127 0.00160634 -89.9908 1 -135 0.249995 -179.632 0.00160624 -179.632 0.00160634 90.0092
25.3536 1 45 0.00627728 -89.6403 1 0 0.99998 90.3597 1 90 1.00004 0.00899207 1.00004 3.54339e-07 1.00032 43.5616 637.182 134.91 1 9.80486e-19 0.00156932 0.359664 0.00156941 -89.991 1 -135 0.249995 -179.64 0.00156932 -179.64 0.00156941 90.009
25.9502 1 45 0.00613297 -89.6486 1 0 0.999981 90.3514 1 90 1.00004 0.00878532 1.00004 3.30457e-07 1.0003 43.5947 652.177 134.912 1 -4.6029e-19 0.00153324 0.351395 0.00153333 -89.9912 1 -135 0.249995 -179.649 0.00153324 -179.649 0.00153333 90.0088
26.5609 1 45 0.00599197 -89.6567 1 0 0.999982 90.3433 1 90 1.00004 0.00858333 1.00004 3.08185e-07 1.00029 43.627 667.524 134.914 1 -1.41424e-18 0.00149799 0.343317 0.00149807 -89.9914 1 -135 0.249996 -179.657 0.00149799 -179.657 0.00149807 90.0086
27.1859 1 45 0.00585422 -89.6646 1 0 0.999983 90.3354 1 90 1.00003 0.00838599 1.00003 2.87414e-07 1.00027 43.6585 683.233 134.916 1 -1.21859e-18 0.00146356 0.335424 0.00146363 -89.9916 1 -135 0.249996 -179.665 0.00146356 -179.665 0.00146363 90.0084
27.8256 1 45 0.00571964 -89.6723 1 0 0.999984 90.3277 1 90 1.00003 0.00819318 1.00003 2.68043e-07 1.00026 43.6894 699.311 134.918 1 4.94414e-19 0.00142991 0.327713 0.00142998 -89.9918 1 -135 0.249996 -179.672 0.00142991 -179.672 0.00142998 90.0082
28.4804 1 45 0.00558815 -89.6798 1 0 0.999984 90.3202 1 90 1.00003 0.00800481 1.00003 2.49977e-07 1.00025 43.7195 715.768 134.92 1 8.11385e-20 0.00139704 0.320179 0.0013971 -89.992 1 -135 0.249996 -179.68 0.00139704 -179.68 0.0013971 90.008
29.1505 1 45 0.00545968 -89.6872 1 0 0.999985 90.3128 1 90 1.00003 0.00782077 1.00003 2.33129e-07 1.00024 43.7489 732.612 134.922 1 1.88059e-19 0.00136492 0.312818 0.00136498 -89.9922 1 -135 0.249996 -179.687 0.00136492 -179.687 0.00136498 90.0078
29.8365 1 45 0.00533417 -89.6944 1 0 0.999986 90.3056 1 90 1.00003 0.00764096 1.00003 2.17417e-07 1.00023 43.7777 749.852 134.924 1 -9.73661e-19 0.00133354 0.305627 0.0013336 -89.9924 1 -135 0.249996 -179.694 0.00133354 -179.694 0.0013336 90.0076
30.5386 1 45 0.00521154 -89.7014 1 0 0.999986 90.2986 1 90 1.00003 0.00746528 1.00003 2.02763e-07 1.00022 43.8058 767.497 134.925 1 3.21521e-19 0.00130288 0.2986 0.00130294 -89.9925 1 -135 0.249997 -179.701 0.00130288 -179.701 0.00130294 90.0075
31.2572 1 45 0.00509173 -89.7083 1 0 0.999987 90.2917 1 90 1.00003 0.00729364 1.00003 1.89098e-07 1.00021 43.8332 785.558 134.927 1 -9.72145e-19 0.00127293 0.291736 0.00127298 -89.9927 1 -135 0.249997 -179.708 0.00127293 -179.708 0.00127298 90.0073
31.9927 1 45 0.00497467 -89.715 1 0 0.999988 90.285 1 90 1.00002 0.00712595 1.00002 1.76353e-07 1.0002 43.86 804.044 134.929 1 4.86831e-19 0.00124367 0.285029 0.00124371 -89.9929 1 -135 0.249997 -179.715 0.00124367 -179.715 0.00124371 90.0071
32.7455 1 45 0.0048603 -89.7215 1 0 0.999988 90.2785 1 90 1.00002 0.00696212 1.00002 1.64467e-07 1.00019 43.8862 822.965 134.93 1 -4.65219e-19 0.00121508 0.278476 0.00121512 -89.993 1 -135 0.249997 -179.722 0.00121508 -179.722 0.00121512 90.007
33.516 1 45 0.00474857 -89.7279 1 0 0.999989 90.2721 1 90 1.00002 0.00680205 1.00002 1.53382e-07 1.00018 43.9118 842.331 134.932 1 1.76306e-19 0.00118714 0.272074 0.00118718 -89.9932 1 -135 0.249997 -179.728 0.00118714 -179.728 0.00118718 90.0068
34.3047 1 45 0.0046394 -89.7342 1 0 0.999989 90.2658 1 90 1.00002 0.00664567 1.00002 1.43045e-07 1.00017 43.9368 862.153 134.934 1 4.44745e-19 0.00115985 0.265819 0.00115989 -89.9934 1 -135 0.249997 -179.734 0.00115985 -179.734 0.00115989 90.0066
35.1119 1 45 0.00453274 -89.7403 1 0 0.99999 90.2597 1 90 1.00002 0.00649288 1.00002 1.33404e-07 1.00016 43.9613 882.441 134.935 1 2.87397e-19 0.00113319 0.259708 0.00113322 -89.9935 1 -135 0.249997 -179.74 0.00113319 -179.74 0.00113322 90.0065
35.9381 1 45 0.00442854 -89.7463 1 0 0.99999 90.2537 1 90 1.00002 0.0063436 1.00002 1.24413e-07 1.00016 43.9852 903.207 134.937 1 -6.01714e-19 0.00110713 0.253737 0.00110717 -89.9937 1 -135 0.249998 -179.746 0.00110713 -179.746 0.00110717 90.0063
36.7838 1 45 0.00432673 -89.7521 1 0 0.999991 90.2479 1 90 1.00002 0.00619775 1.00002 1.16028e-07 1.00015 44.0085 924.461 134.938 1 -5.61524e-19 0.00108168 0.247904 0.00108171 -89.9938 1 -135 0.249998 -179.752 0.00108168 -179.752 0.00108171 90.0062
37.6494 1 45 0.00422726 -89.7578 1 0 0.999991 90.2422 1 90 1.00002 0.00605526 1.00002 1.08208e-07 1.00014 44.0313 946.215 134.939 1 -3.77256e-19 0.00105681 0.242205 0.00105684 -89.9939 1 -135 0.249998 -179.758 0.00105681 -179.758 0.00105684 90.0061
38.5353 1 45 0.00413007 -89.7634 1 0 0.999991 90.2366 1 90 1.00002 0.00591605 1.00002 1.00915e-07 1.00014 44.0535 968.481 134.941 1 -1.60002e-19 0.00103252 0.236636 0.00103254 -89.9941 1 -135 0.249998 -179.763 0.00103252 -179.763 0.00103254 90.0059
39.4421 1 45 0.00403513 -89.7688 1 0 0.999992 90.2312 1 90 1.00002 0.00578003 1.00002 9.41134e-08 1.00013 44.0753 991.271 134.942 1 -1.44836e-19 0.00100878 0.231196 0.00100881 -89.9942 1 -135 0.249998 -179.769 0.00100878 -179.769 0.00100881 90.0058
40.3702 1 45 0.00394236 -89.7741 1 0 0.999992 90.2259 1 90 1.00002 0.00564714 1.00002 8.77704e-08 1.00012 44.0965 1014.6 134.944 1 -5.34983e-19 0.00098559 0.225881 0.000985613 -89.9944 1 -135 0.249998 -179.774 0.00098559 -179.774 0.000985613 90.0056
41.3201 1 45 0.00385173 -89.7793 1 0 0.999993 90.2207 1 90 1.00001 0.00551731 1.00001 8.18549e-08 1.00012 44.1173 1038.47 134.945 1 5.78965e-19 0.000962931 0.220688 0.000962953 -89.9945 1 -135 0.249998 -179.779 0.000962931 -179.779 0.000962953 90.0055
42.2924 1 45 0.00376318 -89.7844 1 0 0.999993 90.2156 1 90 1.00001 0.00539047 1.00001 7.63381e-08 1.00011 44.1376 1062.91 134.946 1 3.4427e-19 0.000940794 0.215615 0.000940814 -89.9946 1 -135 0.249998 -179.784 0.000940794 -179.784 0.000940814 90.0054
43.2876 1 45 0.00367666 -89.7893 1 0 0.999993 90.2107 1 90 1.00001 0.00526654 1.00001 7.11931e-08 1.00011 44.1574 1087.92 134.947 1 -3.17729e-19 0.000919165 0.210658 0.000919184 -89.9947 1 -135 0.249998 -179.789 0.000919165 -179.789 0.000919184 90.0053
44.3062 1 45 0.00359214 -89.7942 1 0 0.999994 90.2058 1 90 1.00001 0.00514545 1.00001 6.63949e-08 1.0001 44.1768 1113.52 134.949 1 2.81331e-19 0.000898034 0.205815 0.000898051 -89.9949 1 -135 0.249998 -179.794 0.000898034 -179.794 0.000898051 90.0051
45.3488 1 45 0.00350955 -89.7989 1 0 0.999994 90.2011 1 90 1.00001 0.00502716 1.00001 6.19201e-08 1.0001 44.1957 1139.73 134.95 1 -8.12143e-19 0.000877388 0.201083 0.000877404 -89.995 1 -135 0.249998 -179.799 0.000877388 -179.799 0.000877404 90.005
46.4159 1 45 0.00342887 -89.8035 1 0 0.999994 90.1965 1 90 1.00001 0.00491158 1.00001 5.77468e-08 1.00009 44.2142 1166.55 134.951 1 2.69198e-20 0.000857217 0.19646 0.000857232 -89.9951 1 -135 0.249999 -179.804 0.000857217 -179.804 0.000857232 90.0049
47.5081 1 45 0.00335004 -89.8081 1 0 0.999994 90.1919 1 90 1.00001 0.00479866 1.00001 5.38549e-08 1.00009 44.2323 1194 134.952 1 -8.49679e-19 0.00083751 0.191944 0.000837524 -89.9952 1 -135 0.249999 -179.808 0.00083751 -179.808 0.000837524 90.0048
48.626 1 45 0.00327302 -89.8125 1 0 0.999995 90.1875 1 90 1.00001 0.00468834 1.00001 5.02252e-08 1.00009 44.2499 1222.09 134.953 1 -1.23224e-19 0.000818256 0.187531 0.000818269 -89.9953 1 -135 0.249999 -179.812 0.000818256 -179.812 0.000818269 90.0047
49.7702 1 45 0.00319778 -89.8168 1 0 0.999995 90.1832 1 90 1.00001 0.00458055 1.00001 4.68402e-08 1.00008 44.2672 1250.85 134.954 1 -1.93747e-19 0.000799444 0.183219 0.000799457 -89.9954 1 -135 0.249999 -179.817 0.000799444 -179.817 0.000799457 90.0046
50.9414 1 45 0.00312426 -89.821 1 0 0.999995 90.179 1 90 1.00001 0.00447524 1.00001 4.36833e-08 1.00008 44.284 1280.28 134.955 1 5.36879e-19 0.000781065 0.179007 0.000781077 -89.9955 1 -135 0.249999 -179.821 0.000781065 -179.821 0.000781077 90.0045
52.1401 1 45 0.00305243 -89.8251 1 0 0.999995 90.1749 1 90 1.00001 0.00437235 1.00001 4.07391e-08 1.00007 44.3005 1310.41 134.956 1 -3.2645e-19 0.000763109 0.174892 0.000763119 -89.9956 1 -135 0.249999 -179.825 0.000763109 -179.825 0.000763119 90.0044
53.367 1 45 0.00298226 -89.8291 1 0 0.999996 90.1709 1 90 1.00001 0.00427183 1.00001 3.79934e-08 1.00007 44.3165 1341.25 134.957 1 -1.13745e-20 0.000745565 0.170871 0.000745575 -89.9957 1 -135 0.249999 -179.829 0.000745565 -179.829 0.000745575 90.0043
54.6228 1 45 0.0029137 -89.8331 1 0 0.999996 90.1669 1 90 1.00001 0.00417362 1.00001 3.54328e-08 1.00007 44.3323 1372.81 134.958 1 -7.73469e-20 0.000728425 0.166943 0.000728434 -89.9958 1 -135 0.249999 -179.833 0.000728425 -179.833 0.000728434 90.0042
55.9081 1 45 0.00284671 -89.8369 1 0 0.999996 90.1631 1 90 1.00001 0.00407767 1.00001 3.30447e-08 1.00006 44.3476 1405.11 134.959 1 4.14034e-19 0.000711678 0.163105 0.000711687 -89.9959 1 -135 0.249999 -179.837 0.000711678 -179.837 0.000711687 90.0041
