f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f jL1m jL1f jL2m jL2f jV0500m jV0500f jV0600m jV0600f jV0700m jV0700f jV0200m jV0200f 
705.48 0.144336 -90.2554 0 0 0.0160374 89.7928 0.445697 0.00163606 0 0 1 0 0 0 0.00361803 179.999 1.44336e-06 89.7446 7.90251e-10 90.0016 6.82769e-08 -90.0013 5.34737e-08 90.0321 1.11424e-05 179.93
722.081 0.147733 -90.2614 0 0 0.0164148 89.788 0.445697 0.00167456 0 0 1 0 0 0 0.00361804 179.999 1.47733e-06 89.7386 8.08846e-10 90.0017 6.98835e-08 -90.0013 5.4732e-08 90.0329 1.11424e-05 179.928
739.072 0.151209 -90.2676 0 0 0.016801 89.783 0.445697 0.00171397 0 0 1 0 0 0 0.00361804 179.998 1.51209e-06 89.7324 8.27879e-10 90.0017 7.15279e-08 -90.0013 5.60199e-08 90.0336 1.11424e-05 179.926
756.463 0.154767 -90.2739 0 0 0.0171964 89.7779 0.445697 0.0017543 0 0 1 0 0 0 0.00361804 179.998 1.54767e-06 89.7261 8.4736e-10 90.0018 7.3211e-08 -90.0014 5.73382e-08 90.0344 1.11424e-05 179.924
774.264 0.158409 -90.2803 0 0 0.017601 89.7726 0.445697 0.00179558 0 0 1 0 0 0 0.00361805 179.998 1.58409e-06 89.7197 8.67299e-10 90.0018 7.49338e-08 -90.0014 5.86874e-08 90.0352 1.11424e-05 179.923
792.483 0.162137 -90.2869 0 0 0.0180152 89.7673 0.445697 0.00183783 0 0 1 0 0 0 0.00361805 179.998 1.62137e-06 89.7131 8.87707e-10 90.0018 7.6697e-08 -90.0014 6.00684e-08 90.0361 1.11424e-05 179.921
811.131 0.165952 -90.2937 0 0 0.0184391 89.7618 0.445697 0.00188108 0 0 1 0 0 0 0.00361806 179.998 1.65952e-06 89.7063 9.08596e-10 90.0019 7.85018e-08 -90.0015 6.14818e-08 90.0369 1.11424e-05 179.919
830.218 0.169857 -90.3006 0 0 0.018873 89.7562 0.445697 0.00192534 0 0 1 0 0 0 0.00361806 179.998 1.69857e-06 89.6994 9.29976e-10 90.0019 8.0349e-08 -90.0015 6.29286e-08 90.0378 1.11424e-05 179.917
849.753 0.173854 -90.3077 0 0 0.0193172 89.7505 0.445697 0.00197065 0 0 1 0 0 0 0.00361807 179.998 1.73854e-06 89.6923 9.5186e-10 90.002 8.22397e-08 -90.0015 6.44094e-08 90.0387 1.11424e-05 179.915
869.749 0.177945 -90.3149 0 0 0.0197717 89.7446 0.445697 0.00201702 0 0 1 0 0 0 0.00361807 179.998 1.77945e-06 89.6851 9.74258e-10 90.002 8.41749e-08 -90.0016 6.5925e-08 90.0396 1.11424e-05 179.913
890.215 0.182133 -90.3223 0 0 0.020237 89.7386 0.445697 0.00206448 0 0 1 0 0 0 0.00361808 179.998 1.82133e-06 89.6777 9.97183e-10 90.0021 8.61556e-08 -90.0016 6.74763e-08 90.0405 1.11424e-05 179.911
911.163 0.186419 -90.3299 0 0 0.0207132 89.7324 0.445697 0.00211306 0 0 1 0 0 0 0.00361808 179.998 1.86419e-06 89.6701 1.02065e-09 90.0021 8.81829e-08 -90.0017 6.90641e-08 90.0415 1.11424e-05 179.909
932.603 0.190805 -90.3377 0 0 0.0212006 89.7261 0.445697 0.00216279 0 0 1 0 0 0 0.00361809 179.998 1.90805e-06 89.6623 1.04466e-09 90.0022 9.0258e-08 -90.0017 7.06892e-08 90.0424 1.11424e-05 179.907
954.548 0.195295 -90.3456 0 0 0.0216995 89.7197 0.445697 0.00221368 0 0 1 0 0 0 0.00361809 179.998 1.95295e-06 89.6544 1.06925e-09 90.0022 9.23818e-08 -90.0017 7.23526e-08 90.0434 1.11424e-05 179.905
977.01 0.199891 -90.3537 0 0 0.0222101 89.7131 0.445697 0.00226577 0 0 1 0 0 0 0.0036181 179.998 1.99891e-06 89.6463 1.09441e-09 90.0023 9.45557e-08 -90.0018 7.40552e-08 90.0445 1.11424e-05 179.902
1000 0.204595 -90.3621 0 0 0.0227328 89.7063 0.445697 0.00231909 0 0 1 0 0 0 0.0036181 179.998 2.04595e-06 89.6379 1.12016e-09 90.0023 9.67807e-08 -90.0018 7.57978e-08 90.0455 1.11424e-05 179.9
1023.53 0.209409 -90.3706 0 0 0.0232677 89.6994 0.445697 0.00237366 0 0 1 0 0 0 0.00361811 179.998 2.09409e-06 89.6294 1.14652e-09 90.0024 9.9058e-08 -90.0019 7.75814e-08 90.0466 1.11424e-05 179.898
1047.62 0.214337 -90.3793 0 0 0.0238153 89.6924 0.445697 0.00242951 0 0 1 0 0 0 0.00361812 179.998 2.14337e-06 89.6207 1.1735e-09 90.0024 1.01389e-07 -90.0019 7.9407e-08 90.0477 1.11424e-05 179.895
1072.27 0.219381 -90.3882 0 0 0.0243757 89.6851 0.445697 0.00248668 0 0 1 0 0 0 0.00361813 179.998 2.19381e-06 89.6118 1.20111e-09 90.0025 1.03775e-07 -90.0019 8.12756e-08 90.0488 1.11424e-05 179.893
1097.5 0.224544 -90.3974 0 0 0.0249493 89.6777 0.445697 0.0025452 0 0 1 0 0 0 0.00361813 179.998 2.24544e-06 89.6026 1.22937e-09 90.0025 1.06217e-07 -90.002 8.31881e-08 90.0499 1.11424e-05 179.89
1123.32 0.229828 -90.4067 0 0 0.0255364 89.6701 0.445697 0.00260509 0 0 1 0 0 0 0.00361814 179.998 2.29828e-06 89.5933 1.2583e-09 90.0026 1.08716e-07 -90.002 8.51456e-08 90.0511 1.11424e-05 179.888
1149.76 0.235236 -90.4163 0 0 0.0261374 89.6624 0.445697 0.00266639 0 0 1 0 0 0 0.00361815 179.998 2.35236e-06 89.5837 1.28791e-09 90.0027 1.11274e-07 -90.0021 8.71492e-08 90.0523 1.11424e-05 179.885
1176.81 0.240772 -90.4261 0 0 0.0267524 89.6544 0.445697 0.00272914 0 0 1 0 0 0 0.00361816 179.998 2.40772e-06 89.5739 1.31822e-09 90.0027 1.13893e-07 -90.0021 8.91999e-08 90.0536 1.11424e-05 179.883
1204.5 0.246438 -90.4361 0 0 0.027382 89.6463 0.445697 0.00279336 0 0 1 0 0 0 0.00361817 179.998 2.46438e-06 89.5639 1.34924e-09 90.0028 1.16573e-07 -90.0022 9.12989e-08 90.0548 1.11424e-05 179.88
1232.85 0.252237 -90.4464 0 0 0.0280263 89.638 0.445698 0.00285909 0 0 1 0 0 0 0.00361818 179.997 2.52237e-06 89.5536 1.38099e-09 90.0029 1.19316e-07 -90.0022 9.34473e-08 90.0561 1.11424e-05 179.877
1261.86 0.258173 -90.4569 0 0 0.0286859 89.6294 0.445698 0.00292637 0 0 1 0 0 0 0.00361819 179.997 2.58173e-06 89.5431 1.41348e-09 90.0029 1.22123e-07 -90.0023 9.56462e-08 90.0574 1.11424e-05 179.874
1291.55 0.264248 -90.4676 0 0 0.0293609 89.6207 0.445698 0.00299523 0 0 1 0 0 0 0.0036182 179.997 2.64248e-06 89.5324 1.44674e-09 90.003 1.24997e-07 -90.0023 9.78969e-08 90.0588 1.11424e-05 179.871
1321.94 0.270466 -90.4786 0 0 0.0300519 89.6118 0.445698 0.00306571 0 0 1 0 0 0 0.00361821 179.997 2.70466e-06 89.5214 1.48079e-09 90.0031 1.27938e-07 -90.0024 1.00201e-07 90.0602 1.11424e-05 179.868
1353.05 0.276831 -90.4899 0 0 0.0307591 89.6027 0.445698 0.00313785 0 0 1 0 0 0 0.00361822 179.997 2.76831e-06 89.5101 1.51563e-09 90.0031 1.30949e-07 -90.0025 1.02558e-07 90.0616 1.11424e-05 179.865
1384.89 0.283346 -90.5014 0 0 0.0314829 89.5933 0.445698 0.00321169 0 0 1 0 0 0 0.00361824 179.997 2.83346e-06 89.4986 1.55129e-09 90.0032 1.3403e-07 -90.0025 1.04972e-07 90.063 1.11423e-05 179.862
1417.47 0.290014 -90.5132 0 0 0.0322238 89.5837 0.445698 0.00328727 0 0 1 0 0 0 0.00361825 179.997 2.90014e-06 89.4868 1.5878e-09 90.0033 1.37184e-07 -90.0026 1.07442e-07 90.0645 1.11423e-05 179.859
1450.83 0.296839 -90.5253 0 0 0.0329821 89.5739 0.445698 0.00336462 0 0 1 0 0 0 0.00361826 179.997 2.96839e-06 89.4747 1.62516e-09 90.0034 1.40412e-07 -90.0026 1.0997e-07 90.066 1.11423e-05 179.855
1484.97 0.303824 -90.5377 0 0 0.0337583 89.5639 0.445698 0.0034438 0 0 1 0 0 0 0.00361828 179.997 3.03824e-06 89.4623 1.6634e-09 90.0034 1.43716e-07 -90.0027 1.12558e-07 90.0676 1.11423e-05 179.852
1519.91 0.310974 -90.5503 0 0 0.0345527 89.5537 0.445698 0.00352484 0 0 1 0 0 0 0.00361829 179.997 3.10974e-06 89.4497 1.70254e-09 90.0035 1.47098e-07 -90.0028 1.15207e-07 90.0692 1.11423e-05 179.848
1555.68 0.318292 -90.5633 0 0 0.0353659 89.5431 0.445698 0.00360778 0 0 1 0 0 0 0.00361831 179.997 3.18292e-06 89.4367 1.74261e-09 90.0036 1.50559e-07 -90.0028 1.17918e-07 90.0708 1.11423e-05 179.845
1592.28 0.325783 -90.5765 0 0 0.0361982 89.5324 0.445698 0.00369268 0 0 1 0 0 0 0.00361832 179.997 3.25783e-06 89.4235 1.78361e-09 90.0037 1.54102e-07 -90.0029 1.20692e-07 90.0725 1.11423e-05 179.841
1629.75 0.33345 -90.5901 0 0 0.03705 89.5214 0.445698 0.00377957 0 0 1 0 0 0 0.00361834 179.997 3.3345e-06 89.4099 1.82558e-09 90.0038 1.57728e-07 -90.003 1.23532e-07 90.0742 1.11423e-05 179.837
1668.1 0.341297 -90.604 0 0 0.0379219 89.5101 0.445698 0.00386851 0 0 1 0 0 0 0.00361836 179.997 3.41297e-06 89.396 1.86854e-09 90.0039 1.6144e-07 -90.003 1.26439e-07 90.0759 1.11423e-05 179.833
1707.35 0.349329 -90.6182 0 0 0.0388144 89.4986 0.445698 0.00395955 0 0 1 0 0 0 0.00361838 179.996 3.49329e-06 89.3818 1.91251e-09 90.004 1.65239e-07 -90.0031 1.29415e-07 90.0777 1.11423e-05 179.83
1747.53 0.35755 -90.6327 0 0 0.0397279 89.4868 0.445698 0.00405272 0 0 1 0 0 0 0.0036184 179.996 3.5755e-06 89.3673 1.95751e-09 90.0041 1.69127e-07 -90.0032 1.3246e-07 90.0795 1.11423e-05 179.826
1788.65 0.365964 -90.6476 0 0 0.0406628 89.4747 0.445698 0.00414809 0 0 1 0 0 0 0.00361842 179.996 3.65964e-06 89.3524 2.00357e-09 90.0041 1.73107e-07 -90.0032 1.35577e-07 90.0814 1.11423e-05 179.821
1830.74 0.374577 -90.6629 0 0 0.0416198 89.4624 0.445698 0.00424571 0 0 1 0 0 0 0.00361844 179.996 3.74577e-06 89.3371 2.05072e-09 90.0042 1.7718e-07 -90.0033 1.38767e-07 90.0833 1.11423e-05 179.817
1873.82 0.383392 -90.6785 0 0 0.0425993 89.4497 0.445698 0.00434562 0 0 1 0 0 0 0.00361846 179.996 3.83392e-06 89.3215 2.09898e-09 90.0043 1.81349e-07 -90.0034 1.42033e-07 90.0853 1.11423e-05 179.813
1917.91 0.392415 -90.6944 0 0 0.0436018 89.4368 0.445698 0.00444788 0 0 1 0 0 0 0.00361849 179.996 3.92415e-06 89.3056 2.14837e-09 90.0044 1.85617e-07 -90.0035 1.45375e-07 90.0873 1.11423e-05 179.809
1963.04 0.401651 -90.7108 0 0 0.044628 89.4235 0.445698 0.00455255 0 0 1 0 0 0 0.00361851 179.996 4.01651e-06 89.2892 2.19892e-09 90.0046 1.89984e-07 -90.0036 1.48796e-07 90.0893 1.11423e-05 179.804
2009.23 0.411103 -90.7275 0 0 0.0456783 89.4099 0.445698 0.00465968 0 0 1 0 0 0 0.00361854 179.996 4.11103e-06 89.2725 2.25066e-09 90.0047 1.94455e-07 -90.0036 1.52297e-07 90.0914 1.11423e-05 179.799
2056.51 0.420779 -90.7446 0 0 0.0467533 89.396 0.445698 0.00476933 0 0 1 0 0 0 0.00361856 179.996 4.20779e-06 89.2554 2.30362e-09 90.0048 1.99031e-07 -90.0037 1.55881e-07 90.0936 1.11422e-05 179.795
2104.9 0.430682 -90.7621 0 0 0.0478537 89.3818 0.445698 0.00488156 0 0 1 0 0 0 0.00361859 179.996 4.30682e-06 89.2379 2.35783e-09 90.0049 2.03714e-07 -90.0038 1.5955e-07 90.0958 1.11422e-05 179.79
2154.43 0.440818 -90.7801 0 0 0.0489799 89.3673 0.445698 0.00499644 0 0 1 0 0 0 0.00361862 179.995 4.40818e-06 89.2199 2.41331e-09 90.005 2.08508e-07 -90.0039 1.63304e-07 90.098 1.11422e-05 179.785
2205.13 0.451193 -90.7984 0 0 0.0501327 89.3524 0.445698 0.00511402 0 0 1 0 0 0 0.00361865 179.995 4.51193e-06 89.2016 2.4701e-09 90.0051 2.13414e-07 -90.004 1.67147e-07 90.1003 1.11422e-05 179.78
2257.02 0.461812 -90.8172 0 0 0.0513126 89.3371 0.445698 0.00523436 0 0 1 0 0 0 0.00361869 179.995 4.61812e-06 89.1828 2.52822e-09 90.0052 2.18436e-07 -90.0041 1.7108e-07 90.1027 1.11422e-05 179.775
2310.13 0.472681 -90.8365 0 0 0.0525203 89.3215 0.445698 0.00535754 0 0 1 0 0 0 0.00361872 179.995 4.72681e-06 89.1635 2.58772e-09 90.0054 2.23576e-07 -90.0042 1.75106e-07 90.1051 1.11422e-05 179.769
2364.49 0.483806 -90.8562 0 0 0.0537564 89.3056 0.445698 0.00548362 0 0 1 0 0 0 0.00361876 179.995 4.83806e-06 89.1438 2.64861e-09 90.0055 2.28837e-07 -90.0043 1.79227e-07 90.1076 1.11422e-05 179.764
2420.13 0.495193 -90.8763 0 0 0.0550217 89.2892 0.445698 0.00561266 0 0 1 0 0 0 0.0036188 179.995 4.95193e-06 89.1237 2.71093e-09 90.0056 2.34221e-07 -90.0044 1.83444e-07 90.1101 1.11422e-05 179.758
2477.08 0.506848 -90.8969 0 0 0.0563167 89.2725 0.445698 0.00574475 0 0 1 0 0 0 0.00361884 179.995 5.06848e-06 89.1031 2.77472e-09 90.0057 2.39733e-07 -90.0045 1.87761e-07 90.1127 1.11422e-05 179.753
2535.36 0.518778 -90.918 0 0 0.0576423 89.2554 0.445698 0.00587994 0 0 1 0 0 0 0.00361888 179.995 5.18778e-06 89.082 2.84002e-09 90.0059 2.45374e-07 -90.0046 1.9218e-07 90.1154 1.11421e-05 179.747
2595.02 0.530988 -90.9397 0 0 0.058999 89.2378 0.445698 0.00601831 0 0 1 0 0 0 0.00361892 179.994 5.30988e-06 89.0603 2.90685e-09 90.006 2.51148e-07 -90.0047 1.96702e-07 90.1181 1.11421e-05 179.741
2656.09 0.543487 -90.9618 0 0 0.0603877 89.2199 0.445698 0.00615994 0 0 1 0 0 0 0.00361897 179.994 5.43487e-06 89.0382 2.97525e-09 90.0062 2.57058e-07 -90.0048 2.01331e-07 90.1209 1.11421e-05 179.735
2718.59 0.556279 -90.9844 0 0 0.0618091 89.2015 0.445698 0.0063049 0 0 1 0 0 0 0.00361901 179.994 5.56279e-06 89.0156 3.04526e-09 90.0063 2.63107e-07 -90.0049 2.06069e-07 90.1237 1.11421e-05 179.729
2782.56 0.569373 -91.0076 0 0 0.063264 89.1828 0.445698 0.00645328 0 0 1 0 0 0 0.00361906 179.994 5.69373e-06 88.9924 3.11692e-09 90.0065 2.69298e-07 -90.0051 2.10918e-07 90.1266 1.11421e-05 179.722
2848.04 0.582775 -91.0313 0 0 0.0647531 89.1635 0.445698 0.00660514 0 0 1 0 0 0 0.00361912 179.994 5.82775e-06 88.9687 3.19026e-09 90.0066 2.75635e-07 -90.0052 2.15882e-07 90.1296 1.11421e-05 179.716
2915.05 0.596493 -91.0556 0 0 0.0662774 89.1438 0.445698 0.00676059 0 0 1 0 0 0 0.00361917 179.994 5.96493e-06 88.9444 3.26533e-09 90.0068 2.8212e-07 -90.0053 2.20962e-07 90.1327 1.11421e-05 179.709
2983.65 0.610534 -91.0804 0 0 0.0678375 89.1237 0.445698 0.00691969 0 0 1 0 0 0 0.00361923 179.994 6.10534e-06 88.9196 3.34217e-09 90.0069 2.88759e-07 -90.0054 2.26162e-07 90.1358 1.1142e-05 179.702
3053.86 0.624905 -91.1058 0 0 0.0694344 89.103 0.445698 0.00708254 0 0 1 0 0 0 0.00361929 179.993 6.24905e-06 88.8942 3.42081e-09 90.0071 2.95554e-07 -90.0055 2.31484e-07 90.139 1.1142e-05 179.695
3125.72 0.639615 -91.1319 0 0 0.0710689 89.0819 0.445698 0.00724922 0 0 1 0 0 0 0.00361935 179.993 6.39615e-06 88.8681 3.50131e-09 90.0072 3.02508e-07 -90.0057 2.36931e-07 90.1422 1.1142e-05 179.688
3199.27 0.654672 -91.1585 0 0 0.0727419 89.0603 0.445698 0.00741982 0 0 1 0 0 0 0.00361942 179.993 6.54672e-06 88.8415 3.5837e-09 90.0074 3.09627e-07 -90.0058 2.42507e-07 90.1456 1.1142e-05 179.681
3274.55 0.670084 -91.1858 0 0 0.0744543 89.0382 0.445698 0.00759444 0 0 1 0 0 0 0.00361949 179.993 6.70084e-06 88.8142 3.66803e-09 90.0076 3.16913e-07 -90.0059 2.48214e-07 90.149 1.1142e-05 179.673
3351.6 0.685858 -91.2137 0 0 0.0762071 89.0155 0.445698 0.00777317 0 0 1 0 0 0 0.00361956 179.993 6.85858e-06 88.7863 3.75434e-09 90.0078 3.2437e-07 -90.0061 2.54055e-07 90.1525 1.11419e-05 179.665
3430.47 0.702005 -91.2423 0 0 0.0780012 88.9924 0.445698 0.00795611 0 0 1 0 0 0 0.00361964 179.992 7.02005e-06 88.7577 3.84268e-09 90.008 3.32003e-07 -90.0062 2.60034e-07 90.1561 1.11419e-05 179.658
3511.19 0.718531 -91.2715 0 0 0.0798375 88.9686 0.445698 0.00814335 0 0 1 0 0 0 0.00361972 179.992 7.18531e-06 88.7285 3.9331e-09 90.0081 3.39815e-07 -90.0064 2.66154e-07 90.1598 1.11419e-05 179.65
3593.81 0.735448 -91.3015 0 0 0.0817171 88.9444 0.445699 0.008335 0 0 1 0 0 0 0.0036198 179.992 7.35448e-06 88.6985 4.02566e-09 90.0083 3.47811e-07 -90.0065 2.72417e-07 90.1635 1.11419e-05 179.641
3678.38 0.752762 -91.3321 0 0 0.0836411 88.9195 0.445699 0.00853117 0 0 1 0 0 0 0.00361989 179.992 7.52762e-06 88.6679 4.12038e-09 90.0085 3.55995e-07 -90.0067 2.78828e-07 90.1674 1.11418e-05 179.633
3764.94 0.770485 -91.3635 0 0 0.0856104 88.8941 0.445699 0.00873195 0 0 1 0 0 0 0.00361998 179.992 7.70485e-06 88.6365 4.21734e-09 90.0087 3.64372e-07 -90.0068 2.8539e-07 90.1713 1.11418e-05 179.624
3853.53 0.788626 -91.3956 0 0 0.0876261 88.868 0.445699 0.00893746 0 0 1 0 0 0 0.00362007 179.991 7.88626e-06 88.6044 4.31658e-09 90.0089 3.72946e-07 -90.007 2.92107e-07 90.1754 1.11418e-05 179.615
3944.21 0.807194 -91.4284 0 0 0.0896893 88.8414 0.445699 0.00914781 0 0 1 0 0 0 0.00362017 179.991 8.07194e-06 88.5716 4.41815e-09 90.0091 3.81722e-07 -90.0072 2.98981e-07 90.1795 1.11417e-05 179.606
4037.02 0.826201 -91.4621 0 0 0.0918011 88.8141 0.445699 0.00936311 0 0 1 0 0 0 0.00362028 179.991 8.26201e-06 88.5379 4.52212e-09 90.0094 3.90704e-07 -90.0073 3.06018e-07 90.1837 1.11417e-05 179.597
4132.01 0.845655 -91.4965 0 0 0.0939628 88.7861 0.445699 0.00958348 0 0 1 0 0 0 0.00362039 179.991 8.45655e-06 88.5035 4.62853e-09 90.0096 3.99898e-07 -90.0075 3.13219e-07 90.188 1.11417e-05 179.588
4229.24 0.865568 -91.5317 0 0 0.0961754 88.7576 0.445699 0.00980904 0 0 1 0 0 0 0.00362051 179.99 8.65568e-06 88.4683 4.73744e-09 90.0098 4.09308e-07 -90.0077 3.20591e-07 90.1925 1.11416e-05 179.578
4328.76 0.88595 -91.5678 0 0 0.0984402 88.7283 0.445699 0.0100399 0 0 1 0 0 0 0.00362063 179.99 8.8595e-06 88.4322 4.84892e-09 90.01 4.18939e-07 -90.0079 3.28136e-07 90.197 1.11416e-05 179.568
4430.62 0.906813 -91.6047 0 0 0.100758 88.6983 0.445699 0.0102762 0 0 1 0 0 0 0.00362075 179.99 9.06813e-06 88.3953 4.96302e-09 90.0103 4.28797e-07 -90.008 3.35859e-07 90.2016 1.11416e-05 179.558
4534.88 0.928168 -91.6425 0 0 0.103131 88.6677 0.445699 0.0105181 0 0 1 0 0 0 0.00362089 179.99 9.28168e-06 88.3575 5.07981e-09 90.0105 4.38887e-07 -90.0082 3.43763e-07 90.2064 1.11415e-05 179.547
4641.59 0.950027 -91.6812 0 0 0.10556 88.6363 0.445699 0.0107657 0 0 1 0 0 0 0.00362103 179.989 9.50027e-06 88.3188 5.19934e-09 90.0108 4.49215e-07 -90.0084 3.51854e-07 90.2112 1.11415e-05 179.537
4750.81 0.972402 -91.7208 0 0 0.108046 88.6042 0.445699 0.0110191 0 0 1 0 0 0 0.00362117 179.989 9.72402e-06 88.2792 5.32169e-09 90.011 4.59785e-07 -90.0086 3.60135e-07 90.2162 1.11414e-05 179.526
4862.6 0.995305 -91.7613 0 0 0.110591 88.5713 0.445699 0.0112784 0 0 1 0 0 0 0.00362133 179.989 9.95305e-06 88.2387 5.44692e-09 90.0113 4.70604e-07 -90.0088 3.68611e-07 90.2213 1.11414e-05 179.515
4977.02 1.01875 -91.8028 0 0 0.113196 88.5376 0.4457 0.0115439 0 0 1 0 0 0 0.00362149 179.988 1.01875e-05 88.1972 5.57509e-09 90.0115 4.81678e-07 -90.009 3.77287e-07 90.2265 1.11413e-05 179.503
5094.14 1.04274 -91.8452 0 0 0.115863 88.5032 0.4457 0.0118156 0 0 1 0 0 0 0.00362165 179.988 1.04274e-05 88.1548 5.70628e-09 90.0118 4.93012e-07 -90.0093 3.86167e-07 90.2318 1.11413e-05 179.492
5214.01 1.06731 -91.8887 0 0 0.118592 88.4679 0.4457 0.0120938 0 0 1 0 0 0 0.00362183 179.988 1.06731e-05 88.1113 5.84055e-09 90.0121 5.04613e-07 -90.0095 3.95256e-07 90.2373 1.11412e-05 179.48
5336.7 1.09245 -91.9332 0 0 0.121386 88.4318 0.4457 0.0123784 0 0 1 0 0 0 0.00362201 179.987 1.09245e-05 88.0668 5.97799e-09 90.0124 5.16487e-07 -90.0097 4.04559e-07 90.2429 1.11412e-05 179.467
5462.28 1.11818 -91.9787 0 0 0.124245 88.3949 0.4457 0.0126698 0 0 1 0 0 0 0.00362221 179.987 1.11818e-05 88.0213 6.11866e-09 90.0127 5.28641e-07 -90.0099 4.14081e-07 90.2486 1.11411e-05 179.455
5590.81 1.14453 -92.0253 0 0 0.127173 88.3571 0.4457 0.0129681 0 0 1 0 0 0 0.00362241 179.987 1.14453e-05 87.9747 6.26264e-09 90.013 5.4108e-07 -90.0102 4.23827e-07 90.2544 1.11411e-05 179.442
5722.37 1.17149 -92.0731 0 0 0.130169 88.3183 0.4457 0.0132734 0 0 1 0 0 0 0.00362262 179.986 1.17149e-05 87.9269 6.41001e-09 90.0133 5.53812e-07 -90.0104 4.33803e-07 90.2604 1.1141e-05 179.429
5857.02 1.1991 -92.1219 0 0 0.133236 88.2787 0.4457 0.0135858 0 0 1 0 0 0 0.00362284 179.986 1.1991e-05 87.8781 6.56084e-09 90.0136 5.66844e-07 -90.0106 4.44014e-07 90.2666 1.11409e-05 179.416
5994.84 1.22735 -92.1719 0 0 0.136376 88.2381 0.445701 0.0139057 0 0 1 0 0 0 0.00362307 179.985 1.22735e-05 87.8281 6.71523e-09 90.0139 5.80182e-07 -90.0109 4.54465e-07 90.2728 1.11408e-05 179.402
6135.91 1.25628 -92.2231 0 0 0.13959 88.1966 0.445701 0.014233 0 0 1 0 0 0 0.00362332 179.985 1.25628e-05 87.7769 6.87325e-09 90.0142 5.93834e-07 -90.0111 4.65163e-07 90.2792 1.11408e-05 179.388
6280.29 1.28588 -92.2755 0 0 0.14288 88.1541 0.445701 0.0145681 0 0 1 0 0 0 0.00362357 179.984 1.28588e-05 87.7245 7.03498e-09 90.0146 6.07807e-07 -90.0114 4.76112e-07 90.2858 1.11407e-05 179.373
6428.07 1.31619 -92.3291 0 0 0.146248 88.1106 0.445701 0.0149111 0 0 1 0 0 0 0.00362384 179.984 1.31619e-05 87.6709 7.20053e-09 90.0149 6.22109e-07 -90.0117 4.8732e-07 90.2925 1.11406e-05 179.359
6579.33 1.34721 -92.384 0 0 0.149695 88.066 0.445701 0.0152622 0 0 1 0 0 0 0.00362412 179.983 1.34721e-05 87.616 7.36997e-09 90.0153 6.36748e-07 -90.012 4.98791e-07 90.2994 1.11405e-05 179.344
6734.15 1.37897 -92.4402 0 0 0.153224 88.0204 0.445701 0.0156215 0 0 1 0 0 0 0.00362441 179.983 1.37897e-05 87.5598 7.54339e-09 90.0156 6.51731e-07 -90.0122 5.10533e-07 90.3065 1.11404e-05 179.328
6892.61 1.41148 -92.4977 0 0 0.156836 87.9737 0.445702 0.0159893 0 0 1 0 0 0 0.00362472 179.982 1.41148e-05 87.5023 7.7209e-09 90.016 6.67067e-07 -90.0125 5.22551e-07 90.3137 1.11403e-05 179.312
7054.8 1.44475 -92.5566 0 0 0.160534 87.9259 0.445702 0.0163658 0 0 1 0 0 0 0.00362504 179.981 1.44475e-05 87.4434 7.90258e-09 90.0164 6.82763e-07 -90.0128 5.34853e-07 90.3211 1.11402e-05 179.296
7220.81 1.47882 -92.6169 0 0 0.164319 87.877 0.445702 0.0167512 0 0 1 0 0 0 0.00362538 179.981 1.47882e-05 87.3831 8.08854e-09 90.0168 6.98829e-07 -90.0131 5.47444e-07 90.3286 1.11401e-05 179.28
7390.72 1.51369 -92.6786 0 0 0.168194 87.8269 0.445702 0.0171456 0 0 1 0 0 0 0.00362573 179.98 1.51369e-05 87.3214 8.27888e-09 90.0171 7.15273e-07 -90.0134 5.60332e-07 90.3364 1.114e-05 179.263
7564.63 1.54939 -92.7417 0 0 0.172161 87.7757 0.445702 0.0175493 0 0 1 0 0 0 0.0036261 179.979 1.54939e-05 87.2583 8.47369e-09 90.0175 7.32104e-07 -90.0137 5.73524e-07 90.3443 1.11399e-05 179.245
7742.64 1.58593 -92.8064 0 0 0.176222 87.7232 0.445703 0.0179626 0 0 1 0 0 0 0.00362649 179.979 1.58593e-05 87.1936 8.67309e-09 90.018 7.49331e-07 -90.0141 5.87027e-07 90.3524 1.11398e-05 179.228
7924.83 1.62334 -92.8726 0 0 0.180379 87.6695 0.445703 0.0183856 0 0 1 0 0 0 0.0036269 179.978 1.62334e-05 87.1274 8.87718e-09 90.0184 7.66963e-07 -90.0144 6.00847e-07 90.3607 1.11397e-05 179.21
8111.31 1.66164 -92.9403 0 0 0.184635 87.6145 0.445703 0.0188186 0 0 1 0 0 0 0.00362732 179.977 1.66164e-05 87.0597 9.08608e-09 90.0188 7.8501e-07 -90.0147 6.14994e-07 90.3692 1.11395e-05 179.191
8302.18 1.70084 -93.0097 0 0 0.188992 87.5581 0.445703 0.0192618 0 0 1 0 0 0 0.00362777 179.976 1.70084e-05 86.9903 9.29989e-09 90.0193 8.03482e-07 -90.0151 6.29474e-07 90.3779 1.11394e-05 179.172
8497.53 1.74098 -93.0807 0 0 0.193452 87.5005 0.445704 0.0197155 0 0 1 0 0 0 0.00362823 179.975 1.74098e-05 86.9193 9.51873e-09 90.0197 8.22388e-07 -90.0154 6.44296e-07 90.3868 1.11392e-05 179.153
