f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f jV0400m jV0400f jV0600m jV0600f jV0200m jV0200f jV0800m jV0800f 
546.228 27188.9 163.574 0 0 0.651804 -5.28736 0 0 0.281965 -166.154 1 0 278.753 -16.426 0 0 3.73255e-06 -106.426 5.49064e-12 -82.4144 2.71889 163.574 3.39861 -16.4263
559.081 27137.3 163.209 0 0 0.651145 -5.39703 0 0 0.283128 -165.936 1 0 278.224 -16.791 0 0 3.81312e-06 -106.791 5.63125e-12 -82.2802 2.71373 163.209 3.39216 -16.7913
572.237 27083.5 162.837 0 0 0.650458 -5.50831 0 0 0.284331 -165.718 1 0 277.673 -17.1632 0 0 3.89512e-06 -107.163 5.77586e-12 -82.1454 2.70835 162.837 3.38544 -17.1634
585.702 27027.6 162.457 0 0 0.649744 -5.62118 0 0 0.285576 -165.501 1 0 277.099 -17.5425 0 0 3.97854e-06 -107.543 5.92462e-12 -82.0103 2.70276 162.457 3.37844 -17.5428
599.484 26969.3 162.071 0 0 0.649002 -5.7356 0 0 0.286863 -165.285 1 0 276.501 -17.9292 0 0 4.06338e-06 -107.93 6.07766e-12 -81.8749 2.69693 162.071 3.37116 -17.9294
613.591 26908.6 161.676 0 0 0.64823 -5.85155 0 0 0.288194 -165.071 1 0 275.879 -18.3232 0 0 4.14964e-06 -108.324 6.23513e-12 -81.7393 2.69086 161.676 3.36358 -18.3234
628.029 26845.5 161.275 0 0 0.647428 -5.969 0 0 0.289569 -164.859 1 0 275.233 -18.7246 0 0 4.23732e-06 -108.725 6.39717e-12 -81.6037 2.68455 161.275 3.35569 -18.7249
642.807 26779.9 160.866 0 0 0.646594 -6.0879 0 0 0.290989 -164.648 1 0 274.56 -19.1335 0 0 4.32643e-06 -109.134 6.56393e-12 -81.4683 2.67799 160.866 3.34749 -19.1338
657.933 26711.7 160.45 0 0 0.645728 -6.20822 0 0 0.292455 -164.44 1 0 273.86 -19.5499 0 0 4.41695e-06 -109.55 6.73558e-12 -81.3331 2.67117 160.45 3.33896 -19.5502
673.415 26640.8 160.026 0 0 0.64483 -6.3299 0 0 0.293966 -164.235 1 0 273.133 -19.9739 0 0 4.50888e-06 -109.974 6.91227e-12 -81.1984 2.66408 160.026 3.33009 -19.9742
689.261 26567 159.594 0 0 0.643897 -6.4529 0 0 0.295524 -164.032 1 0 272.377 -20.4056 0 0 4.60221e-06 -110.406 7.09416e-12 -81.0643 2.6567 159.594 3.32088 -20.4059
705.48 26490.5 159.155 0 0 0.64293 -6.57715 0 0 0.29713 -163.833 1 0 271.592 -20.8449 0 0 4.69693e-06 -110.845 7.28144e-12 -80.9309 2.64905 159.155 3.31131 -20.8452
722.081 26411 158.708 0 0 0.641926 -6.7026 0 0 0.298783 -163.638 1 0 270.777 -21.2919 0 0 4.79303e-06 -111.292 7.47428e-12 -80.7986 2.6411 158.708 3.30137 -21.2922
739.072 26328.5 158.253 0 0 0.640887 -6.82917 0 0 0.300484 -163.446 1 0 269.931 -21.7466 0 0 4.89049e-06 -111.747 7.67287e-12 -80.6674 2.63285 158.253 3.29106 -21.747
756.463 26242.8 157.79 0 0 0.639809 -6.95679 0 0 0.302234 -163.259 1 0 269.053 -22.2091 0 0 4.98929e-06 -112.21 7.87738e-12 -80.5375 2.62428 157.79 3.28035 -22.2094
774.264 26154 157.32 0 0 0.638694 -7.08538 0 0 0.304032 -163.076 1 0 268.143 -22.6793 0 0 5.08941e-06 -112.68 8.08803e-12 -80.4091 2.6154 157.32 3.26925 -22.6797
792.483 26061.9 156.842 0 0 0.637539 -7.21485 0 0 0.305878 -162.898 1 0 267.199 -23.1573 0 0 5.19082e-06 -113.158 8.305e-12 -80.2825 2.60619 156.842 3.25774 -23.1576
811.131 25966.5 156.357 0 0 0.636345 -7.3451 0 0 0.307774 -162.725 1 0 266.22 -23.643 0 0 5.29351e-06 -113.643 8.5285e-12 -80.1579 2.59665 156.357 3.24581 -23.6433
830.218 25867.6 155.863 0 0 0.635109 -7.47605 0 0 0.309718 -162.558 1 0 265.207 -24.1364 0 0 5.39745e-06 -114.137 8.75874e-12 -80.0353 2.58676 155.863 3.23345 -24.1368
849.753 25765.3 155.362 0 0 0.633833 -7.60759 0 0 0.31171 -162.397 1 0 264.157 -24.6375 0 0 5.50259e-06 -114.638 8.99595e-12 -79.9152 2.57653 155.362 3.22066 -24.6379
869.749 25659.3 154.853 0 0 0.632514 -7.73959 0 0 0.31375 -162.242 1 0 263.071 -25.1463 0 0 5.60891e-06 -115.147 9.24033e-12 -79.7976 2.56593 154.853 3.20741 -25.1467
890.215 25549.7 154.337 0 0 0.631153 -7.87195 0 0 0.315839 -162.093 1 0 261.947 -25.6627 0 0 5.71638e-06 -115.663 9.49211e-12 -79.6827 2.55497 154.337 3.19371 -25.6631
911.163 25436.4 153.813 0 0 0.629748 -8.00453 0 0 0.317974 -161.951 1 0 260.785 -26.1866 0 0 5.82494e-06 -116.187 9.75154e-12 -79.5709 2.54364 153.813 3.17955 -26.187
932.603 25319.3 153.281 0 0 0.6283 -8.13721 0 0 0.320156 -161.816 1 0 259.584 -26.7181 0 0 5.93455e-06 -116.719 1.00188e-11 -79.4623 2.53193 153.281 3.16491 -26.7185
954.548 25198.3 152.743 0 0 0.626808 -8.26984 0 0 0.322384 -161.689 1 0 258.344 -27.2569 0 0 6.04517e-06 -117.257 1.02943e-11 -79.3571 2.51983 152.743 3.14979 -27.2574
977.01 25073.4 152.196 0 0 0.625271 -8.40227 0 0 0.324657 -161.569 1 0 257.064 -27.8031 0 0 6.15675e-06 -117.804 1.0578e-11 -79.2556 2.50734 152.196 3.13417 -27.8036
1000 24944.5 151.643 0 0 0.623689 -8.53437 0 0 0.326974 -161.457 1 0 255.742 -28.3565 0 0 6.26924e-06 -118.357 1.08704e-11 -79.1579 2.49445 151.643 3.11806 -28.357
1023.53 24811.6 151.082 0 0 0.622062 -8.66595 0 0 0.329334 -161.354 1 0 254.38 -28.917 0 0 6.38257e-06 -118.918 1.11717e-11 -79.0643 2.48116 151.082 3.10145 -28.9175
1047.62 24674.6 150.515 0 0 0.62039 -8.79687 0 0 0.331736 -161.258 1 0 252.975 -29.4845 0 0 6.49669e-06 -119.485 1.14821e-11 -78.9749 2.46746 150.515 3.08433 -29.485
1072.27 24533.5 149.941 0 0 0.618673 -8.92695 0 0 0.334178 -161.172 1 0 251.529 -30.0589 0 0 6.61154e-06 -120.059 1.18019e-11 -78.89 2.45335 149.941 3.06669 -30.0594
1097.5 24388.3 149.359 0 0 0.61691 -9.05601 0 0 0.33666 -161.093 1 0 250.04 -30.6399 0 0 6.72706e-06 -120.641 1.21313e-11 -78.8097 2.43883 149.359 3.04854 -30.6404
1123.32 24238.9 148.772 0 0 0.615103 -9.18386 0 0 0.339178 -161.024 1 0 248.508 -31.2275 0 0 6.84316e-06 -121.228 1.24707e-11 -78.7342 2.42389 148.772 3.02986 -31.228
1149.76 24085.2 148.178 0 0 0.61325 -9.31033 0 0 0.341732 -160.964 1 0 246.932 -31.8214 0 0 6.95979e-06 -121.822 1.28203e-11 -78.6638 2.40852 148.178 3.01065 -31.8219
1176.81 23927.4 147.578 0 0 0.611353 -9.4352 0 0 0.34432 -160.914 1 0 245.314 -32.4215 0 0 7.07688e-06 -122.422 1.31804e-11 -78.5985 2.39274 147.578 2.99092 -32.422
1204.5 23765.3 146.972 0 0 0.609413 -9.5583 0 0 0.346939 -160.872 1 0 243.652 -33.0275 0 0 7.19433e-06 -123.028 1.35512e-11 -78.5386 2.37653 146.972 2.97066 -33.0281
1232.85 23598.9 146.36 0 0 0.607428 -9.67942 0 0 0.349589 -160.84 1 0 241.947 -33.6393 0 0 7.31209e-06 -123.64 1.39331e-11 -78.4841 2.35989 146.36 2.94987 -33.6399
1261.86 23428.4 145.743 0 0 0.605402 -9.79834 0 0 0.352266 -160.818 1 0 240.198 -34.2566 0 0 7.43006e-06 -124.257 1.43264e-11 -78.4352 2.34284 145.743 2.92855 -34.2572
1291.55 23253.6 145.12 0 0 0.603333 -9.91488 0 0 0.354968 -160.805 1 0 238.407 -34.8792 0 0 7.54817e-06 -124.88 1.47312e-11 -78.3921 2.32536 145.12 2.9067 -34.8798
1321.94 23074.7 144.492 0 0 0.601224 -10.0288 0 0 0.357693 -160.802 1 0 236.572 -35.5068 0 0 7.66633e-06 -125.508 1.5148e-11 -78.3548 2.30747 144.492 2.88433 -35.5074
1353.05 22891.5 143.86 0 0 0.599074 -10.1399 0 0 0.360438 -160.808 1 0 234.694 -36.1392 0 0 7.78445e-06 -126.14 1.5577e-11 -78.3234 2.28915 143.86 2.86144 -36.1398
1384.89 22704.3 143.223 0 0 0.596887 -10.248 0 0 0.363202 -160.825 1 0 232.775 -36.7761 0 0 7.90246e-06 -126.777 1.60186e-11 -78.298 2.27043 143.223 2.83804 -36.7767
1417.47 22513 142.582 0 0 0.594662 -10.3529 0 0 0.36598 -160.85 1 0 230.813 -37.4172 0 0 8.02026e-06 -127.418 1.64729e-11 -78.2787 2.2513 142.582 2.81413 -37.4178
1450.83 22317.7 141.937 0 0 0.592401 -10.4543 0 0 0.368772 -160.885 1 0 228.811 -38.0622 0 0 8.13776e-06 -128.063 1.69403e-11 -78.2655 2.23177 141.937 2.78971 -38.0628
1484.97 22118.4 141.288 0 0 0.590106 -10.552 0 0 0.371573 -160.93 1 0 226.768 -38.7108 0 0 8.25489e-06 -128.712 1.74212e-11 -78.2585 2.21184 141.288 2.7648 -38.7114
1519.91 21915.3 140.636 0 0 0.587779 -10.6459 0 0 0.374382 -160.984 1 0 224.685 -39.3626 0 0 8.37154e-06 -129.364 1.79157e-11 -78.2576 2.19153 140.636 2.73941 -39.3633
1555.68 21708.4 139.982 0 0 0.585421 -10.7358 0 0 0.377195 -161.047 1 0 222.564 -40.0175 0 0 8.48763e-06 -130.018 1.84242e-11 -78.2629 2.17084 139.982 2.71355 -40.0182
1592.28 21497.8 139.324 0 0 0.583034 -10.8213 0 0 0.38001 -161.119 1 0 220.405 -40.675 0 0 8.60307e-06 -130.676 1.89471e-11 -78.2744 2.14978 139.324 2.68722 -40.6757
1629.75 21283.6 138.664 0 0 0.580621 -10.9025 0 0 0.382824 -161.2 1 0 218.209 -41.3348 0 0 8.71778e-06 -131.336 1.94846e-11 -78.292 2.12836 138.664 2.66045 -41.3356
1668.1 21065.9 138.002 0 0 0.578183 -10.979 0 0 0.385633 -161.29 1 0 215.978 -41.9966 0 0 8.83167e-06 -131.998 2.00369e-11 -78.3156 2.10659 138.002 2.63324 -41.9974
1707.35 20844.9 137.339 0 0 0.575723 -11.0507 0 0 0.388436 -161.388 1 0 213.712 -42.66 0 0 8.94466e-06 -132.661 2.06045e-11 -78.3454 2.08449 137.339 2.60562 -42.6607
1747.53 20620.7 136.674 0 0 0.573243 -11.1174 0 0 0.39123 -161.494 1 0 211.413 -43.3246 0 0 9.05665e-06 -133.326 2.11877e-11 -78.381 2.06207 136.674 2.57759 -43.3254
1788.65 20393.4 136.009 0 0 0.570745 -11.179 0 0 0.394011 -161.609 1 0 209.082 -43.9901 0 0 9.16758e-06 -133.991 2.17867e-11 -78.4225 2.03934 136.009 2.54917 -43.991
1830.74 20163.1 135.343 0 0 0.568232 -11.2353 0 0 0.396777 -161.731 1 0 206.722 -44.6562 0 0 9.27736e-06 -134.657 2.24018e-11 -78.4698 2.01631 135.343 2.52039 -44.6571
1873.82 19930.1 134.676 0 0 0.565707 -11.2862 0 0 0.399525 -161.861 1 0 204.332 -45.3225 0 0 9.38591e-06 -135.324 2.30334e-11 -78.5227 1.99301 134.676 2.49126 -45.3234
1917.91 19694.4 134.01 0 0 0.563171 -11.3316 0 0 0.402253 -161.999 1 0 201.916 -45.9886 0 0 9.49317e-06 -135.99 2.36818e-11 -78.5811 1.96944 134.01 2.4618 -45.9895
1963.04 19456.3 133.345 0 0 0.560629 -11.3713 0 0 0.404959 -162.143 1 0 199.474 -46.6541 0 0 9.59906e-06 -136.655 2.43473e-11 -78.6449 1.94563 133.345 2.43203 -46.655
2009.23 19215.8 132.68 0 0 0.558081 -11.4053 0 0 0.407639 -162.294 1 0 197.009 -47.3188 0 0 9.70352e-06 -137.32 2.50302e-11 -78.7139 1.92158 132.68 2.40198 -47.3197
2056.51 18973.3 132.017 0 0 0.555532 -11.4334 0 0 0.410292 -162.451 1 0 194.522 -47.9822 0 0 9.80647e-06 -137.983 2.57308e-11 -78.788 1.89733 132.017 2.37166 -47.9832
2104.9 18728.7 131.355 0 0 0.552983 -11.4556 0 0 0.412916 -162.614 1 0 192.015 -48.644 0 0 9.90787e-06 -138.645 2.64496e-11 -78.8669 1.87287 131.355 2.34109 -48.645
2154.43 18482.4 130.695 0 0 0.550437 -11.4718 0 0 0.415507 -162.783 1 0 189.49 -49.3039 0 0 1.00077e-05 -139.305 2.71867e-11 -78.9506 1.84824 130.695 2.3103 -49.3049
2205.13 18234.6 130.037 0 0 0.547898 -11.482 0 0 0.418064 -162.958 1 0 186.949 -49.9615 0 0 1.01058e-05 -139.963 2.79426e-11 -79.0387 1.82346 130.037 2.27932 -49.9625
2257.02 17985.3 129.382 0 0 0.545367 -11.4862 0 0 0.420586 -163.137 1 0 184.393 -50.6164 0 0 1.02022e-05 -140.618 2.87175e-11 -79.1312 1.79853 129.382 2.24816 -50.6174
2310.13 17734.8 128.73 0 0 0.542847 -11.4844 0 0 0.42307 -163.322 1 0 181.825 -51.2684 0 0 1.02968e-05 -141.27 2.95119e-11 -79.2278 1.77348 128.73 2.21685 -51.2694
2364.49 17483.3 128.082 0 0 0.540341 -11.4765 0 0 0.425515 -163.511 1 0 179.247 -51.9171 0 0 1.03897e-05 -141.918 3.03261e-11 -79.3282 1.74833 128.082 2.18542 -51.9182
2420.13 17231 127.436 0 0 0.537851 -11.4625 0 0 0.427919 -163.704 1 0 176.66 -52.5622 0 0 1.04807e-05 -142.564 3.11604e-11 -79.4324 1.7231 127.436 2.15387 -52.5633
2477.08 16978 126.795 0 0 0.53538 -11.4426 0 0 0.430281 -163.9 1 0 174.066 -53.2034 0 0 1.05698e-05 -143.205 3.20152e-11 -79.5401 1.6978 126.795 2.12225 -53.2045
2535.36 16724.6 126.158 0 0 0.53293 -11.4168 0 0 0.4326 -164.101 1 0 171.468 -53.8403 0 0 1.0657e-05 -143.842 3.28909e-11 -79.651 1.67246 126.158 2.09058 -53.8415
2595.02 16471 125.526 0 0 0.530503 -11.3851 0 0 0.434873 -164.304 1 0 168.868 -54.4729 0 0 1.07424e-05 -144.474 3.37879e-11 -79.765 1.6471 125.526 2.05887 -54.474
2656.09 16217.2 124.898 0 0 0.528101 -11.3476 0 0 0.437102 -164.511 1 0 166.266 -55.1006 0 0 1.08258e-05 -145.102 3.47066e-11 -79.8819 1.62172 124.898 2.02715 -55.1018
2718.59 15963.6 124.275 0 0 0.525728 -11.3044 0 0 0.439283 -164.719 1 0 163.666 -55.7233 0 0 1.09072e-05 -145.725 3.56473e-11 -80.0014 1.59636 124.275 1.99545 -55.7246
2782.56 15710.2 123.658 0 0 0.523383 -11.2556 0 0 0.441418 -164.931 1 0 161.068 -56.3408 0 0 1.09867e-05 -146.342 3.66106e-11 -80.1232 1.57102 123.658 1.96378 -56.3421
2848.04 15457.3 123.046 0 0 0.52107 -11.2013 0 0 0.443504 -165.144 1 0 158.475 -56.9527 0 0 1.10642e-05 -146.954 3.75967e-11 -80.2473 1.54573 123.046 1.93216 -56.954
2915.05 15205.1 122.439 0 0 0.518791 -11.1417 0 0 0.445542 -165.358 1 0 155.889 -57.5589 0 0 1.11397e-05 -147.561 3.86062e-11 -80.3734 1.52051 122.439 1.90063 -57.5602
2983.65 14953.6 121.839 0 0 0.516546 -11.077 0 0 0.447531 -165.574 1 0 153.311 -58.1591 0 0 1.12133e-05 -148.161 3.96394e-11 -80.5013 1.49536 121.839 1.8692 -58.1605
3053.86 14703.1 121.245 0 0 0.514337 -11.0072 0 0 0.449471 -165.792 1 0 150.743 -58.7532 0 0 1.12849e-05 -148.755 4.0697e-11 -80.6308 1.47031 121.245 1.83789 -58.7546
3125.72 14453.7 120.657 0 0 0.512166 -10.9325 0 0 0.451362 -166.01 1 0 148.186 -59.3409 0 0 1.13545e-05 -149.343 4.17792e-11 -80.7616 1.44537 120.657 1.80671 -59.3424
3199.27 14205.6 120.076 0 0 0.510034 -10.8531 0 0 0.453203 -166.228 1 0 145.642 -59.9222 0 0 1.14222e-05 -149.924 4.28867e-11 -80.8937 1.42056 120.076 1.7757 -59.9236
3274.55 13958.9 119.501 0 0 0.507942 -10.7692 0 0 0.454995 -166.447 1 0 143.113 -60.4967 0 0 1.1488e-05 -150.499 4.40199e-11 -81.0268 1.39589 119.501 1.74487 -60.4982
3351.6 13713.8 118.934 0 0 0.505892 -10.681 0 0 0.456738 -166.666 1 0 140.6 -61.0643 0 0 1.15518e-05 -151.066 4.51793e-11 -81.1607 1.37138 118.934 1.71422 -61.0659
3430.47 13470.4 118.373 0 0 0.503883 -10.5886 0 0 0.458431 -166.885 1 0 138.104 -61.625 0 0 1.16138e-05 -151.627 4.63655e-11 -81.2952 1.34704 118.373 1.6838 -61.6266
3511.19 13228.7 117.819 0 0 0.501918 -10.4923 0 0 0.460076 -167.104 1 0 135.627 -62.1786 0 0 1.16738e-05 -152.181 4.7579e-11 -81.4303 1.32287 117.819 1.65359 -62.1802
3593.81 12989.1 117.273 0 0 0.499995 -10.3923 0 0 0.461673 -167.322 1 0 133.17 -62.725 0 0 1.1732e-05 -152.727 4.88204e-11 -81.5657 1.29891 117.273 1.62363 -62.7267
3678.38 12751.4 116.734 0 0 0.498117 -10.2887 0 0 0.463222 -167.54 1 0 130.734 -63.264 0 0 1.17884e-05 -153.266 5.00902e-11 -81.7013 1.27514 116.734 1.59393 -63.2657
3764.94 12516 116.202 0 0 0.496284 -10.1819 0 0 0.464724 -167.756 1 0 128.319 -63.7957 0 0 1.1843e-05 -153.798 5.13891e-11 -81.8368 1.2516 116.202 1.5645 -63.7974
3853.53 12282.8 115.678 0 0 0.494495 -10.0719 0 0 0.466179 -167.972 1 0 125.929 -64.3198 0 0 1.18958e-05 -154.322 5.27177e-11 -81.9723 1.22828 115.678 1.53535 -64.3216
3944.21 12051.9 115.161 0 0 0.492751 -9.95903 0 0 0.467589 -168.186 1 0 123.562 -64.8364 0 0 1.19469e-05 -154.839 5.40766e-11 -82.1076 1.20519 115.161 1.50649 -64.8382
4037.02 11823.5 114.652 0 0 0.491052 -9.84348 0 0 0.468952 -168.399 1 0 121.22 -65.3454 0 0 1.19963e-05 -155.348 5.54665e-11 -82.2424 1.18235 114.652 1.47794 -65.3472
4132.01 11597.7 114.151 0 0 0.489398 -9.72544 0 0 0.470272 -168.61 1 0 118.904 -65.8467 0 0 1.2044e-05 -155.849 5.6888e-11 -82.3768 1.15977 114.151 1.44971 -65.8486
4229.24 11374.4 113.657 0 0 0.48779 -9.60515 0 0 0.471547 -168.819 1 0 116.615 -66.3403 0 0 1.20901e-05 -156.343 5.83418e-11 -82.5105 1.13744 113.657 1.4218 -66.3422
4328.76 11153.8 113.171 0 0 0.486226 -9.48279 0 0 0.47278 -169.027 1 0 114.353 -66.8262 0 0 1.21346e-05 -156.829 5.98286e-11 -82.6435 1.11538 113.171 1.39422 -66.8282
4430.62 10935.9 112.693 0 0 0.484707 -9.35857 0 0 0.473971 -169.233 1 0 112.12 -67.3043 0 0 1.21775e-05 -157.307 6.13493e-11 -82.7757 1.09359 112.693 1.36699 -67.3064
4534.88 10720.8 112.223 0 0 0.483232 -9.23269 0 0 0.475121 -169.437 1 0 109.914 -67.7747 0 0 1.22189e-05 -157.777 6.29044e-11 -82.907 1.07208 112.223 1.3401 -67.7768
4641.59 10508.6 111.76 0 0 0.481801 -9.10535 0 0 0.47623 -169.639 1 0 107.738 -68.2374 0 0 1.22588e-05 -158.24 6.44949e-11 -83.0373 1.05086 111.76 1.31357 -68.2395
4750.81 10299.2 111.305 0 0 0.480413 -8.97673 0 0 0.4773 -169.838 1 0 105.592 -68.6923 0 0 1.22973e-05 -158.695 6.61214e-11 -83.1665 1.02992 111.305 1.2874 -68.6945
4862.6 10092.7 110.858 0 0 0.479068 -8.84703 0 0 0.478332 -170.035 1 0 103.475 -69.1395 0 0 1.23344e-05 -159.142 6.77849e-11 -83.2946 1.00927 110.858 1.26159 -69.1417
4977.02 9889.22 110.418 0 0 0.477766 -8.71641 0 0 0.479327 -170.23 1 0 101.389 -69.5789 0 0 1.23701e-05 -159.582 6.94861e-11 -83.4214 0.988922 110.418 1.23615 -69.5812
5094.14 9688.71 109.986 0 0 0.476505 -8.58506 0 0 0.480285 -170.423 1 0 99.333 -70.0108 0 0 1.24044e-05 -160.014 7.12259e-11 -83.5469 0.968871 109.986 1.21109 -70.0131
5214.01 9491.2 109.562 0 0 0.475285 -8.45314 0 0 0.481208 -170.613 1 0 97.308 -70.435 0 0 1.24375e-05 -160.438 7.30052e-11 -83.6711 0.94912 109.562 1.1864 -70.4374
5336.7 9296.71 109.145 0 0 0.474106 -8.32082 0 0 0.482096 -170.8 1 0 95.3141 -70.8516 0 0 1.24693e-05 -160.855 7.48249e-11 -83.7939 0.929671 109.145 1.16209 -70.854
5462.28 9105.26 108.736 0 0 0.472966 -8.18825 0 0 0.482952 -170.985 1 0 93.3513 -71.2606 0 0 1.24999e-05 -161.264 7.6686e-11 -83.9152 0.910526 108.736 1.13816 -71.2632
5590.81 8916.87 108.335 0 0 0.471864 -8.05557 0 0 0.483774 -171.168 1 0 91.4197 -71.6622 0 0 1.25293e-05 -161.665 7.85894e-11 -84.035 0.891687 108.335 1.11461 -71.6648
5722.37 8731.53 107.94 0 0 0.470801 -7.92294 0 0 0.484566 -171.347 1 0 89.5195 -72.0564 0 0 1.25576e-05 -162.06 8.05361e-11 -84.1533 0.873153 107.94 1.09144 -72.059
5857.02 8549.24 107.553 0 0 0.469774 -7.79048 0 0 0.485326 -171.524 1 0 87.6507 -72.4432 0 0 1.25847e-05 -162.447 8.2527e-11 -84.2701 0.854924 107.553 1.06866 -72.4459
5994.84 8370.02 107.174 0 0 0.468784 -7.65832 0 0 0.486057 -171.698 1 0 85.8132 -72.8227 0 0 1.26108e-05 -162.826 8.45633e-11 -84.3852 0.837002 107.174 1.04625 -72.8254
6135.91 8193.84 106.802 0 0 0.467829 -7.5266 0 0 0.48676 -171.87 1 0 84.0069 -73.195 0 0 1.26359e-05 -163.199 8.6646e-11 -84.4987 0.819384 106.802 1.02423 -73.1978
6280.29 8020.71 106.436 0 0 0.466909 -7.39541 0 0 0.487435 -172.039 1 0 82.2319 -73.5601 0 0 1.266e-05 -163.564 8.87762e-11 -84.6106 0.802071 106.436 1.00259 -73.563
6428.07 7850.61 106.078 0 0 0.466022 -7.26487 0 0 0.488083 -172.205 1 0 80.488 -73.9182 0 0 1.26831e-05 -163.922 9.0955e-11 -84.7208 0.785061 106.078 0.981327 -73.9211
6579.33 7683.53 105.727 0 0 0.465168 -7.13509 0 0 0.488706 -172.368 1 0 78.775 -74.2693 0 0 1.27052e-05 -164.273 9.31835e-11 -84.8293 0.768353 105.727 0.960441 -74.2723
6734.15 7519.45 105.383 0 0 0.464345 -7.00615 0 0 0.489303 -172.529 1 0 77.0928 -74.6135 0 0 1.27265e-05 -164.617 9.5463e-11 -84.9362 0.751945 105.383 0.939932 -74.6166
6892.61 7358.36 105.045 0 0 0.463554 -6.87815 0 0 0.489877 -172.686 1 0 75.4412 -74.9508 0 0 1.27469e-05 -164.955 9.77946e-11 -85.0413 0.735836 105.045 0.919795 -74.954
7054.8 7200.22 104.714 0 0 0.462792 -6.75116 0 0 0.490427 -172.841 1 0 73.8199 -75.2815 0 0 1.27665e-05 -165.286 1.0018e-10 -85.1447 0.720022 104.714 0.900028 -75.2847
7220.81 7045.03 104.39 0 0 0.462059 -6.62528 0 0 0.490954 -172.994 1 0 72.2288 -75.6055 0 0 1.27852e-05 -165.61 1.02619e-10 -85.2465 0.704503 104.39 0.880629 -75.6088
7390.72 6892.75 104.073 0 0 0.461355 -6.50056 0 0 0.49146 -173.143 1 0 70.6675 -75.923 0 0 1.28032e-05 -165.927 1.05115e-10 -85.3465 0.689275 104.073 0.861593 -75.9264
7564.63 6743.35 103.762 0 0 0.460678 -6.37707 0 0 0.491946 -173.29 1 0 69.1358 -76.234 0 0 1.28205e-05 -166.238 1.07667e-10 -85.4448 0.674335 103.762 0.842919 -76.2375
7742.64 6596.81 103.457 0 0 0.460027 -6.25487 0 0 0.492411 -173.435 1 0 67.6334 -76.5387 0 0 1.2837e-05 -166.543 1.10279e-10 -85.5414 0.659681 103.457 0.824601 -76.5422
7924.83 6453.1 103.158 0 0 0.459402 -6.13402 0 0 0.492857 -173.576 1 0 66.16 -76.8371 0 0 1.28528e-05 -166.842 1.1295e-10 -85.6363 0.64531 103.158 0.806637 -76.8407
8111.31 6312.18 102.866 0 0 0.458801 -6.01457 0 0 0.493284 -173.715 1 0 64.7153 -77.1293 0 0 1.2868e-05 -167.134 1.15683e-10 -85.7295 0.631218 102.866 0.789022 -77.1331
8302.18 6174.02 102.58 0 0 0.458225 -5.89656 0 0 0.493693 -173.851 1 0 63.2988 -77.4155 0 0 1.28825e-05 -167.42 1.18478e-10 -85.821 0.617402 102.58 0.771753 -77.4194
8497.53 6038.6 102.299 0 0 0.457671 -5.78003 0 0 0.494086 -173.985 1 0 61.9104 -77.6958 0 0 1.28964e-05 -167.701 1.21338e-10 -85.9108 0.60386 102.299 0.754824 -77.6997
8697.49 5905.86 102.025 0 0 0.45714 -5.66501 0 0 0.494461 -174.116 1 0 60.5495 -77.9701 0 0 1.29097e-05 -167.975 1.24264e-10 -85.999 0.590586 102.025 0.738233 -77.9741
8902.15 5775.79 101.756 0 0 0.456631 -5.55154 0 0 0.494821 -174.245 1 0 59.216 -78.2387 0 0 1.29225e-05 -168.244 1.27257e-10 -86.0855 0.577579 101.756 0.721973 -78.2428
9111.63 5648.33 101.493 0 0 0.456142 -5.43965 0 0 0.495166 -174.371 1 0 57.9092 -78.5016 0 0 1.29347e-05 -168.507 1.3032e-10 -86.1704 0.564833 101.493 0.706042 -78.5058
9326.03 5523.46 101.236 0 0 0.455673 -5.32936 0 0 0.495495 -174.494 1 0 56.629 -78.759 0 0 1.29464e-05 -168.764 1.33453e-10 -86.2537 0.552346 101.236 0.690433 -78.7633
9545.48 5401.14 100.984 0 0 0.455223 -5.22069 0 0 0.495811 -174.615 1 0 55.3749 -79.0109 0 0 1.29576e-05 -169.016 1.36658e-10 -86.3353 0.540114 100.984 0.675143 -79.0153
9770.1 5281.33 100.737 0 0 0.454792 -5.11365 0 0 0.496113 -174.734 1 0 54.1466 -79.2573 0 0 1.29683e-05 -169.263 1.39938e-10 -86.4154 0.528133 100.737 0.660166 -79.2618
10000 5163.99 100.496 0 0 0.454379 -5.00826 0 0 0.496403 -174.85 1 0 52.9435 -79.4985 0 0 1.29785e-05 -169.504 1.43293e-10 -86.4939 0.516399 100.496 0.645498 -79.5032
10235.3 5049.08 100.26 0 0 0.453983 -4.90453 0 0 0.496679 -174.964 1 0 51.7654 -79.7346 0 0 1.29883e-05 -169.741 1.46727e-10 -86.5709 0.504908 100.26 0.631134 -79.7393
10476.2 4936.56 100.028 0 0 0.453604 -4.80247 0 0 0.496944 -175.076 1 0 50.6118 -79.9655 0 0 1.29977e-05 -169.972 1.50239e-10 -86.6463 0.493656 100.028 0.61707 -79.9703
10722.7 4826.39 99.8024 0 0 0.45324 -4.70207 0 0 0.497198 -175.185 1 0 49.4824 -80.1914 0 0 1.30067e-05 -170.198 1.53833e-10 -86.7202 0.482639 99.8024 0.603299 -80.1964
