f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f jV0400m jV0400f jV0600m jV0600f jV0200m jV0200f jV0800m jV0800f 
613591 85.592 90.1156 0 0 0.445297 -0.0855059 0 0 0.502653 -179.969 1 0 0.877544 -89.5315 0 0 1.31993e-05 -179.887 8.8755e-09 -89.9466 0.00855921 90.1156 0.010699 -89.8143
628029 83.6243 90.1103 0 0 0.445297 -0.0835155 0 0 0.502653 -179.972 1 0 0.85737 -89.5285 0 0 1.31993e-05 -179.893 9.08435e-09 -89.948 0.00836243 90.1103 0.010453 -89.818
642807 81.7018 90.105 0 0 0.445297 -0.0815703 0 0 0.502653 -179.975 1 0 0.83766 -89.5253 0 0 1.31993e-05 -179.898 9.29811e-09 -89.9495 0.00817018 90.105 0.0102127 -89.8215
657933 79.8235 90.0998 0 0 0.445297 -0.0796692 0 0 0.502653 -179.979 1 0 0.818403 -89.5218 0 0 1.31993e-05 -179.903 9.51691e-09 -89.9509 0.00798235 90.0998 0.00997794 -89.825
673415 77.9883 90.0947 0 0 0.445297 -0.0778112 0 0 0.502653 -179.982 1 0 0.799589 -89.518 0 0 1.31993e-05 -179.909 9.74085e-09 -89.9523 0.00779884 90.0947 0.00974855 -89.8284
689261 76.1954 90.0896 0 0 0.445297 -0.0759953 0 0 0.502653 -179.985 1 0 0.781208 -89.514 0 0 1.31993e-05 -179.914 9.97006e-09 -89.9536 0.00761954 90.0896 0.00952443 -89.8317
705480 74.4437 90.0845 0 0 0.445297 -0.0742205 0 0 0.502653 -179.988 1 0 0.763249 -89.5097 0 0 1.31993e-05 -179.919 1.02047e-08 -89.9549 0.00744437 90.0845 0.00930546 -89.8349
722081 72.7322 90.0795 0 0 0.445297 -0.0724859 0 0 0.502653 -179.991 1 0 0.745702 -89.5052 0 0 1.31993e-05 -179.924 1.04448e-08 -89.9563 0.00727323 90.0795 0.00909153 -89.838
739072 71.0601 90.0745 0 0 0.445297 -0.0707905 0 0 0.502653 -179.995 1 0 0.72856 -89.5004 0 0 1.31993e-05 -179.929 1.06906e-08 -89.9575 0.00710602 90.0745 0.00888252 -89.8411
756463 69.4264 90.0696 0 0 0.445296 -0.0691334 0 0 0.502653 -179.998 1 0 0.711811 -89.4953 0 0 1.31993e-05 -179.934 1.09421e-08 -89.9588 0.00694265 90.0696 0.00867831 -89.844
774264 67.8303 90.0647 0 0 0.445296 -0.0675136 0 0 0.502654 179.999 1 0 0.695447 -89.49 0 0 1.31993e-05 -179.939 1.11996e-08 -89.96 0.00678304 90.0647 0.0084788 -89.8469
792483 66.2709 90.0599 0 0 0.445296 -0.0659304 0 0 0.502654 179.996 1 0 0.67946 -89.4844 0 0 1.31994e-05 -179.944 1.14632e-08 -89.9612 0.0066271 90.0598 0.00828387 -89.8496
811131 64.7473 90.055 0 0 0.445296 -0.0643829 0 0 0.502654 179.993 1 0 0.66384 -89.4785 0 0 1.31994e-05 -179.949 1.17329e-08 -89.9624 0.00647474 90.055 0.00809342 -89.8523
830218 63.2588 90.0502 0 0 0.445296 -0.0628701 0 0 0.502654 179.99 1 0 0.64858 -89.4723 0 0 1.31994e-05 -179.954 1.2009e-08 -89.9636 0.00632589 90.0502 0.00790736 -89.8549
849753 61.8045 90.0455 0 0 0.445296 -0.0613914 0 0 0.502654 179.986 1 0 0.63367 -89.4658 0 0 1.31994e-05 -179.959 1.22916e-08 -89.9648 0.00618046 90.0455 0.00772557 -89.8575
869749 60.3836 90.0407 0 0 0.445296 -0.0599459 0 0 0.502654 179.983 1 0 0.619103 -89.459 0 0 1.31994e-05 -179.963 1.25808e-08 -89.9659 0.00603837 90.0407 0.00754796 -89.8599
890215 58.9954 90.036 0 0 0.445296 -0.0585328 0 0 0.502654 179.98 1 0 0.604871 -89.452 0 0 1.31994e-05 -179.968 1.28768e-08 -89.967 0.00589955 90.036 0.00737443 -89.8623
911163 57.6391 90.0313 0 0 0.445296 -0.0571514 0 0 0.502654 179.977 1 0 0.590966 -89.4446 0 0 1.31994e-05 -179.973 1.31798e-08 -89.9681 0.00576392 90.0313 0.00720489 -89.8646
932603 56.314 90.0266 0 0 0.445296 -0.0558009 0 0 0.502654 179.973 1 0 0.577381 -89.437 0 0 1.31994e-05 -179.978 1.349e-08 -89.9692 0.0056314 90.0266 0.00703925 -89.8668
954548 55.0193 90.022 0 0 0.445296 -0.0544806 0 0 0.502654 179.97 1 0 0.564108 -89.429 0 0 1.31994e-05 -179.983 1.38074e-08 -89.9703 0.00550194 90.0219 0.00687742 -89.869
977010 53.7544 90.0173 0 0 0.445296 -0.0531898 0 0 0.502654 179.967 1 0 0.55114 -89.4208 0 0 1.31994e-05 -179.987 1.41323e-08 -89.9713 0.00537545 90.0173 0.00671931 -89.8711
1e+06 52.5186 90.0127 0 0 0.445296 -0.0519277 0 0 0.502654 179.964 1 0 0.538471 -89.4122 0 0 1.31994e-05 -179.992 1.44649e-08 -89.9724 0.00525187 90.0126 0.00656483 -89.8731
1.02353e+06 51.3112 90.008 0 0 0.445296 -0.0506938 0 0 0.502654 179.96 1 0 0.526093 -89.4033 0 0 1.31994e-05 -179.997 1.48052e-08 -89.9734 0.00513113 90.008 0.00641391 -89.8751
1.04762e+06 50.1315 90.0034 0 0 0.445296 -0.0494872 0 0 0.502654 179.957 1 0 0.513999 -89.3941 0 0 1.31994e-05 179.998 1.51536e-08 -89.9744 0.00501316 90.0034 0.00626645 -89.877
1.07227e+06 48.979 89.9987 0 0 0.445296 -0.0483074 0 0 0.502654 179.954 1 0 0.502183 -89.3846 0 0 1.31994e-05 179.994 1.55102e-08 -89.9754 0.00489791 89.9987 0.00612239 -89.8788
1.0975e+06 47.853 89.9941 0 0 0.445296 -0.0471538 0 0 0.502654 179.95 1 0 0.49064 -89.3747 0 0 1.31994e-05 179.989 1.58752e-08 -89.9764 0.00478531 89.9941 0.00598163 -89.8805
1.12332e+06 46.7528 89.9895 0 0 0.445296 -0.0460256 0 0 0.502654 179.947 1 0 0.479361 -89.3645 0 0 1.31994e-05 179.984 1.62487e-08 -89.9773 0.00467529 89.9895 0.00584411 -89.8822
1.14976e+06 45.678 89.9848 0 0 0.445295 -0.0449224 0 0 0.502654 179.944 1 0 0.468342 -89.3539 0 0 1.31994e-05 179.979 1.66311e-08 -89.9783 0.00456781 89.9848 0.00570976 -89.8838
1.17681e+06 44.6279 89.9802 0 0 0.445295 -0.0438434 0 0 0.502654 179.94 1 0 0.457576 -89.343 0 0 1.31994e-05 179.974 1.70224e-08 -89.9792 0.0044628 89.9802 0.00557849 -89.8854
1.2045e+06 43.6019 89.9755 0 0 0.445295 -0.0427882 0 0 0.502654 179.937 1 0 0.447058 -89.3318 0 0 1.31994e-05 179.97 1.7423e-08 -89.9802 0.0043602 89.9755 0.00545024 -89.8869
1.23285e+06 42.5994 89.9708 0 0 0.445295 -0.0417561 0 0 0.502654 179.933 1 0 0.436781 -89.3201 0 0 1.31994e-05 179.965 1.7833e-08 -89.9811 0.00425996 89.9708 0.00532494 -89.8883
1.26186e+06 41.6201 89.9661 0 0 0.445295 -0.0407467 0 0 0.502654 179.93 1 0 0.426741 -89.3081 0 0 1.31994e-05 179.96 1.82526e-08 -89.982 0.00416202 89.9661 0.00520252 -89.8897
1.29155e+06 40.6632 89.9614 0 0 0.445295 -0.0397592 0 0 0.502654 179.926 1 0 0.416932 -89.2958 0 0 1.31994e-05 179.955 1.86821e-08 -89.9829 0.00406633 89.9614 0.00508291 -89.891
1.32194e+06 39.7284 89.9567 0 0 0.445295 -0.0387933 0 0 0.502654 179.922 1 0 0.407348 -89.283 0 0 1.31994e-05 179.95 1.91217e-08 -89.9838 0.00397285 89.9567 0.00496606 -89.8923
1.35305e+06 38.815 89.952 0 0 0.445295 -0.0378483 0 0 0.502654 179.919 1 0 0.397985 -89.2699 0 0 1.31994e-05 179.945 1.95717e-08 -89.9847 0.00388151 89.9519 0.00485189 -89.8935
1.38489e+06 37.9227 89.9472 0 0 0.445295 -0.0369238 0 0 0.502654 179.915 1 0 0.388837 -89.2564 0 0 1.31994e-05 179.94 2.00322e-08 -89.9855 0.00379228 89.9472 0.00474034 -89.8947
1.41747e+06 37.0508 89.9424 0 0 0.445295 -0.0360193 0 0 0.502654 179.911 1 0 0.379899 -89.2424 0 0 1.31994e-05 179.935 2.05036e-08 -89.9864 0.00370509 89.9423 0.00463136 -89.8957
1.45083e+06 36.199 89.9375 0 0 0.445295 -0.0351343 0 0 0.502653 179.907 1 0 0.371167 -89.2281 0 0 1.31994e-05 179.93 2.09861e-08 -89.9873 0.00361991 89.9375 0.00452489 -89.8968
1.48497e+06 35.3668 89.9326 0 0 0.445295 -0.0342683 0 0 0.502653 179.903 1 0 0.362636 -89.2133 0 0 1.31994e-05 179.925 2.14799e-08 -89.9881 0.00353669 89.9326 0.00442086 -89.8977
1.51991e+06 34.5537 89.9277 0 0 0.445295 -0.0334208 0 0 0.502653 179.9 1 0 0.354301 -89.1982 0 0 1.31994e-05 179.92 2.19853e-08 -89.9889 0.00345538 89.9277 0.00431923 -89.8987
1.55568e+06 33.7593 89.9228 0 0 0.445295 -0.0325914 0 0 0.502653 179.896 1 0 0.346157 -89.1825 0 0 1.31994e-05 179.915 2.25027e-08 -89.9898 0.00337594 89.9228 0.00421993 -89.8995
1.59228e+06 32.9832 89.9178 0 0 0.445295 -0.0317797 0 0 0.502653 179.892 1 0 0.338201 -89.1665 0 0 1.31994e-05 179.91 2.30322e-08 -89.9906 0.00329833 89.9178 0.00412291 -89.9003
1.62975e+06 32.2249 89.9128 0 0 0.445295 -0.0309851 0 0 0.502653 179.887 1 0 0.330427 -89.15 0 0 1.31994e-05 179.905 2.35741e-08 -89.9914 0.0032225 89.9127 0.00402813 -89.9011
1.6681e+06 31.484 89.9077 0 0 0.445295 -0.0302073 0 0 0.502653 179.883 1 0 0.322833 -89.133 0 0 1.31994e-05 179.9 2.41289e-08 -89.9923 0.00314842 89.9077 0.00393552 -89.9018
1.70735e+06 30.7602 89.9025 0 0 0.445295 -0.0294458 0 0 0.502653 179.879 1 0 0.315413 -89.1156 0 0 1.31993e-05 179.894 2.46966e-08 -89.9931 0.00307604 89.9025 0.00384504 -89.9024
1.74753e+06 30.053 89.8974 0 0 0.445295 -0.0287003 0 0 0.502653 179.875 1 0 0.308164 -89.0977 0 0 1.31993e-05 179.889 2.52778e-08 -89.9939 0.00300532 89.8973 0.00375664 -89.903
1.78865e+06 29.3621 89.8921 0 0 0.445295 -0.0279703 0 0 0.502653 179.87 1 0 0.301081 -89.0793 0 0 1.31993e-05 179.883 2.58726e-08 -89.9947 0.00293623 89.8921 0.00367028 -89.9036
1.83074e+06 28.6871 89.8868 0 0 0.445295 -0.0272554 0 0 0.502653 179.866 1 0 0.294161 -89.0604 0 0 1.31993e-05 179.878 2.64814e-08 -89.9955 0.00286872 89.8868 0.0035859 -89.9041
1.87382e+06 28.0275 89.8815 0 0 0.445295 -0.0265553 0 0 0.502653 179.862 1 0 0.287401 -89.0409 0 0 1.31993e-05 179.872 2.71045e-08 -89.9963 0.00280277 89.8814 0.00350346 -89.9045
1.91791e+06 27.3832 89.876 0 0 0.445295 -0.0258695 0 0 0.502653 179.857 1 0 0.280796 -89.021 0 0 1.31993e-05 179.867 2.77423e-08 -89.9971 0.00273833 89.876 0.00342291 -89.9049
1.96304e+06 26.7536 89.8705 0 0 0.445295 -0.0251977 0 0 0.502653 179.852 1 0 0.274343 -89.0006 0 0 1.31993e-05 179.861 2.83951e-08 -89.9979 0.00267538 89.8705 0.00334422 -89.9052
2.00923e+06 26.1386 89.865 0 0 0.445295 -0.0245396 0 0 0.502653 179.848 1 0 0.268038 -88.9796 0 0 1.31993e-05 179.855 2.90633e-08 -89.9987 0.00261387 89.8649 0.00326734 -89.9055
2.05651e+06 25.5376 89.8593 0 0 0.445295 -0.0238947 0 0 0.502652 179.843 1 0 0.261878 -88.958 0 0 1.31993e-05 179.849 2.97472e-08 -89.9995 0.00255378 89.8593 0.00319222 -89.9058
2.1049e+06 24.9505 89.8536 0 0 0.445295 -0.0232628 0 0 0.502652 179.838 1 0 0.25586 -88.9359 0 0 1.31993e-05 179.843 3.04472e-08 -90.0004 0.00249507 89.8536 0.00311883 -89.906
2.15443e+06 24.3769 89.8478 0 0 0.445295 -0.0226434 0 0 0.502652 179.833 1 0 0.24998 -88.9132 0 0 1.31993e-05 179.837 3.11636e-08 -90.0012 0.00243771 89.8478 0.00304713 -89.9061
2.20513e+06 23.8165 89.842 0 0 0.445295 -0.0220363 0 0 0.502652 179.828 1 0 0.244236 -88.89 0 0 1.31993e-05 179.831 3.18969e-08 -90.002 0.00238167 89.8419 0.00297708 -89.9062
2.25702e+06 23.2689 89.836 0 0 0.445295 -0.0214411 0 0 0.502652 179.823 1 0 0.238624 -88.8661 0 0 1.31993e-05 179.825 3.26475e-08 -90.0028 0.00232691 89.836 0.00290863 -89.9062
2.31013e+06 22.734 89.83 0 0 0.445295 -0.0208575 0 0 0.502652 179.818 1 0 0.23314 -88.8416 0 0 1.31993e-05 179.819 3.34157e-08 -90.0036 0.00227342 89.8299 0.00284176 -89.9062
2.36449e+06 22.2113 89.8238 0 0 0.445295 -0.0202852 0 0 0.502652 179.812 1 0 0.227783 -88.8165 0 0 1.31993e-05 179.812 3.4202e-08 -90.0044 0.00222115 89.8238 0.00277643 -89.9061
2.42013e+06 21.7007 89.8176 0 0 0.445295 -0.0197239 0 0 0.502652 179.807 1 0 0.222549 -88.7907 0 0 1.31993e-05 179.806 3.50068e-08 -90.0052 0.00217009 89.8176 0.0027126 -89.906
2.47708e+06 21.2018 89.8113 0 0 0.445295 -0.0191732 0 0 0.502651 179.801 1 0 0.217436 -88.7643 0 0 1.31993e-05 179.799 3.58306e-08 -90.006 0.0021202 89.8112 0.00265024 -89.9058
2.53536e+06 20.7143 89.8048 0 0 0.445295 -0.0186329 0 0 0.502651 179.796 1 0 0.21244 -88.7373 0 0 1.31993e-05 179.793 3.66737e-08 -90.0068 0.00207145 89.8048 0.00258931 -89.9056
2.59502e+06 20.2381 89.7983 0 0 0.445295 -0.0181027 0 0 0.502651 179.79 1 0 0.207559 -88.7095 0 0 1.31993e-05 179.786 3.75367e-08 -90.0076 0.00202383 89.7982 0.00252978 -89.9053
2.65609e+06 19.7728 89.7916 0 0 0.445295 -0.0175823 0 0 0.502651 179.784 1 0 0.20279 -88.6811 0 0 1.31993e-05 179.779 3.84199e-08 -90.0084 0.0019773 89.7916 0.00247162 -89.905
2.71859e+06 19.3182 89.7849 0 0 0.445295 -0.0170714 0 0 0.502651 179.778 1 0 0.198132 -88.6519 0 0 1.31993e-05 179.772 3.9324e-08 -90.0093 0.00193185 89.7848 0.0024148 -89.9046
2.78256e+06 18.8741 89.778 0 0 0.445295 -0.0165697 0 0 0.502651 179.772 1 0 0.19358 -88.622 0 0 1.31993e-05 179.764 4.02493e-08 -90.0101 0.00188743 89.778 0.00235928 -89.9042
2.84804e+06 18.4402 89.771 0 0 0.445295 -0.016077 0 0 0.50265 179.765 1 0 0.189133 -88.5914 0 0 1.31993e-05 179.757 4.11964e-08 -90.0109 0.00184404 89.771 0.00230504 -89.9037
2.91505e+06 18.0162 89.7639 0 0 0.445295 -0.015593 0 0 0.50265 179.759 1 0 0.184788 -88.56 0 0 1.31993e-05 179.75 4.21658e-08 -90.0118 0.00180165 89.7638 0.00225205 -89.9032
2.98365e+06 17.602 89.7566 0 0 0.445295 -0.0151175 0 0 0.50265 179.753 1 0 0.180543 -88.5278 0 0 1.31993e-05 179.742 4.3158e-08 -90.0126 0.00176023 89.7566 0.00220028 -89.9026
3.05386e+06 17.1973 89.7492 0 0 0.445295 -0.0146501 0 0 0.50265 179.746 1 0 0.176396 -88.4949 0 0 1.31993e-05 179.734 4.41736e-08 -90.0135 0.00171976 89.7492 0.00214969 -89.902
3.12572e+06 16.802 89.7417 0 0 0.445295 -0.0141906 0 0 0.50265 179.739 1 0 0.172345 -88.4611 0 0 1.31993e-05 179.727 4.5213e-08 -90.0144 0.00168022 89.7417 0.00210027 -89.9013
3.19927e+06 16.4157 89.7341 0 0 0.445295 -0.0137388 0 0 0.502649 179.732 1 0 0.168386 -88.4265 0 0 1.31993e-05 179.719 4.62769e-08 -90.0152 0.00164159 89.734 0.00205199 -89.9005
3.27455e+06 16.0383 89.7263 0 0 0.445295 -0.0132944 0 0 0.502649 179.725 1 0 0.164519 -88.3911 0 0 1.31993e-05 179.71 4.73659e-08 -90.0161 0.00160385 89.7262 0.00200481 -89.8997
3.3516e+06 15.6695 89.7183 0 0 0.445295 -0.0128573 0 0 0.502649 179.718 1 0 0.16074 -88.3547 0 0 1.31992e-05 179.702 4.84804e-08 -90.017 0.00156698 89.7183 0.00195872 -89.8989
3.43047e+06 15.3093 89.7102 0 0 0.445295 -0.0124271 0 0 0.502648 179.711 1 0 0.157049 -88.3175 0 0 1.31992e-05 179.694 4.96212e-08 -90.0179 0.00153096 89.7102 0.00191369 -89.898
3.51119e+06 14.9573 89.702 0 0 0.445295 -0.0120036 0 0 0.502648 179.703 1 0 0.153443 -88.2794 0 0 1.31992e-05 179.685 5.07889e-08 -90.0188 0.00149576 89.7019 0.00186969 -89.897
3.59381e+06 14.6134 89.6935 0 0 0.445295 -0.0115866 0 0 0.502648 179.695 1 0 0.149919 -88.2404 0 0 1.31992e-05 179.676 5.1984e-08 -90.0197 0.00146137 89.6935 0.00182671 -89.896
3.67838e+06 14.2775 89.6849 0 0 0.445295 -0.0111759 0 0 0.502648 179.688 1 0 0.146477 -88.2004 0 0 1.31992e-05 179.667 5.32072e-08 -90.0207 0.00142778 89.6849 0.00178471 -89.8949
3.76494e+06 13.9492 89.6762 0 0 0.445295 -0.0107712 0 0 0.502647 179.68 1 0 0.143114 -88.1594 0 0 1.31992e-05 179.658 5.44592e-08 -90.0216 0.00139495 89.6761 0.00174368 -89.8938
3.85353e+06 13.6285 89.6673 0 0 0.445295 -0.0103723 0 0 0.502647 179.671 1 0 0.139828 -88.1175 0 0 1.31992e-05 179.649 5.57407e-08 -90.0225 0.00136288 89.6672 0.0017036 -89.8926
3.94421e+06 13.3152 89.6581 0 0 0.445295 -0.00997908 0 0 0.502646 179.663 1 0 0.136618 -88.0745 0 0 1.31992e-05 179.639 5.70523e-08 -90.0235 0.00133155 89.6581 0.00166443 -89.8914
4.03702e+06 13.009 89.6489 0 0 0.445295 -0.00959124 0 0 0.502646 179.654 1 0 0.133482 -88.0305 0 0 1.31992e-05 179.629 5.83948e-08 -90.0245 0.00130094 89.6488 0.00162617 -89.8901
4.13201e+06 12.71 89.6394 0 0 0.445295 -0.00920858 0 0 0.502646 179.646 1 0 0.130418 -87.9854 0 0 1.31992e-05 179.619 5.97689e-08 -90.0255 0.00127103 89.6393 0.00158878 -89.8887
4.22924e+06 12.4177 89.6297 0 0 0.445295 -0.00883091 0 0 0.502645 179.637 1 0 0.127425 -87.9393 0 0 1.31992e-05 179.609 6.11753e-08 -90.0265 0.00124181 89.6296 0.00155225 -89.8873
4.32876e+06 12.1322 89.6198 0 0 0.445295 -0.00845801 0 0 0.502645 179.628 1 0 0.124501 -87.892 0 0 1.31991e-05 179.599 6.26148e-08 -90.0275 0.00121326 89.6197 0.00151657 -89.8858
4.43062e+06 11.8533 89.6097 0 0 0.445295 -0.00808969 0 0 0.502644 179.618 1 0 0.121644 -87.8437 0 0 1.31991e-05 179.588 6.40882e-08 -90.0285 0.00118537 89.6097 0.0014817 -89.8842
4.53488e+06 11.5808 89.5994 0 0 0.445295 -0.00772574 0 0 0.502644 179.609 1 0 0.118852 -87.7941 0 0 1.31991e-05 179.577 6.55962e-08 -90.0296 0.00115812 89.5994 0.00144764 -89.8826
4.64159e+06 11.3145 89.5889 0 0 0.445295 -0.00736598 0 0 0.502643 179.599 1 0 0.116125 -87.7434 0 0 1.31991e-05 179.566 6.71398e-08 -90.0306 0.00113149 89.5888 0.00141436 -89.881
4.75081e+06 11.0544 89.5782 0 0 0.445295 -0.0070102 0 0 0.502643 179.589 1 0 0.113461 -87.6914 0 0 1.31991e-05 179.555 6.87196e-08 -90.0317 0.00110548 89.5781 0.00138184 -89.8792
4.8626e+06 10.8003 89.5672 0 0 0.445295 -0.00665821 0 0 0.502642 179.579 1 0 0.110859 -87.6383 0 0 1.31991e-05 179.544 7.03367e-08 -90.0328 0.00108007 89.5671 0.00135007 -89.8774
4.97702e+06 10.5519 89.556 0 0 0.445295 -0.00630983 0 0 0.502641 179.568 1 0 0.108316 -87.5838 0 0 1.31991e-05 179.532 7.19917e-08 -90.0339 0.00105524 89.5559 0.00131903 -89.8756
5.09414e+06 10.3093 89.5446 0 0 0.445295 -0.00596485 0 0 0.502641 179.558 1 0 0.105832 -87.528 0 0 1.31991e-05 179.52 7.36858e-08 -90.0351 0.00103098 89.5445 0.00128871 -89.8736
5.21401e+06 10.0723 89.5329 0 0 0.445295 -0.00562311 0 0 0.50264 179.547 1 0 0.103405 -87.471 0 0 1.3199e-05 179.508 7.54196e-08 -90.0362 0.00100728 89.5328 0.00125908 -89.8716
5.3367e+06 9.84073 89.5209 0 0 0.445295 -0.00528441 0 0 0.502639 179.536 1 0 0.101034 -87.4125 0 0 1.3199e-05 179.495 7.71943e-08 -90.0374 0.000984119 89.5209 0.00123014 -89.8695
5.46228e+06 9.61448 89.5087 0 0 0.445295 -0.00494856 0 0 0.502639 179.524 1 0 0.0987175 -87.3527 0 0 1.3199e-05 179.482 7.90108e-08 -90.0386 0.000961495 89.5087 0.00120186 -89.8674
5.59081e+06 9.39343 89.4963 0 0 0.445295 -0.0046154 0 0 0.502638 179.513 1 0 0.0964546 -87.2915 0 0 1.3199e-05 179.469 8.08699e-08 -90.0398 0.000939391 89.4962 0.00117423 -89.8652
5.72237e+06 9.17745 89.4835 0 0 0.445295 -0.00428473 0 0 0.502637 179.501 1 0 0.0942439 -87.2288 0 0 1.3199e-05 179.456 8.27729e-08 -90.041 0.000917795 89.4835 0.00114723 -89.8629
5.85702e+06 8.96645 89.4705 0 0 0.445295 -0.00395638 0 0 0.502636 179.489 1 0 0.0920841 -87.1646 0 0 1.31989e-05 179.442 8.47206e-08 -90.0423 0.000896695 89.4705 0.00112086 -89.8605
5.99484e+06 8.76029 89.4572 0 0 0.445295 -0.00363016 0 0 0.502635 179.476 1 0 0.0899742 -87.0989 0 0 1.31989e-05 179.428 8.67141e-08 -90.0436 0.000876081 89.4572 0.00109509 -89.8581
6.13591e+06 8.55888 89.4436 0 0 0.445295 -0.00330592 0 0 0.502635 179.464 1 0 0.0879129 -87.0317 0 0 1.31989e-05 179.414 8.87546e-08 -90.0449 0.00085594 89.4436 0.00106991 -89.8556
6.28029e+06 8.36209 89.4297 0 0 0.445295 -0.00298346 0 0 0.502634 179.451 1 0 0.0858992 -86.9628 0 0 1.31989e-05 179.399 9.0843e-08 -90.0462 0.000836263 89.4297 0.00104531 -89.853
6.42807e+06 8.16983 89.4155 0 0 0.445295 -0.00266262 0 0 0.502633 179.437 1 0 0.083932 -86.8924 0 0 1.31989e-05 179.384 9.29806e-08 -90.0476 0.000817038 89.4155 0.00102128 -89.8503
6.57933e+06 7.98199 89.401 0 0 0.445295 -0.00234321 0 0 0.502631 179.424 1 0 0.0820102 -86.8203 0 0 1.31988e-05 179.369 9.51685e-08 -90.0489 0.000798255 89.401 0.000997804 -89.8476
6.73415e+06 7.79846 89.3862 0 0 0.445295 -0.00202508 0 0 0.50263 179.41 1 0 0.0801327 -86.7464 0 0 1.31988e-05 179.353 9.74079e-08 -90.0504 0.000779904 89.3861 0.000974865 -89.8447
6.89261e+06 7.61916 89.371 0 0 0.445295 -0.00170804 0 0 0.502629 179.395 1 0 0.0782986 -86.6709 0 0 1.31988e-05 179.337 9.96999e-08 -90.0518 0.000761975 89.3709 0.000952453 -89.8418
7.0548e+06 7.44397 89.3555 0 0 0.445295 -0.00139192 0 0 0.502628 179.381 1 0 0.0765068 -86.5936 0 0 1.31987e-05 179.321 1.02046e-07 -90.0532 0.000744458 89.3554 0.000930556 -89.8388
7.22081e+06 7.27282 89.3396 0 0 0.445295 -0.00107656 0 0 0.502627 179.366 1 0 0.0747565 -86.5144 0 0 1.31987e-05 179.305 1.04447e-07 -90.0547 0.000727344 89.3396 0.000909163 -89.8357
7.39072e+06 7.10559 89.3234 0 0 0.445295 -0.000761782 0 0 0.502625 179.351 1 0 0.0730465 -86.4334 0 0 1.31987e-05 179.287 1.06905e-07 -90.0563 0.000710623 89.3233 0.000888262 -89.8325
7.56463e+06 6.94221 89.3068 0 0 0.445295 -0.000447416 0 0 0.502624 179.335 1 0 0.0713761 -86.3506 0 0 1.31986e-05 179.27 1.0942e-07 -90.0578 0.000694286 89.3067 0.000867841 -89.8293
7.74264e+06 6.78259 89.2898 0 0 0.445295 -0.000133292 0 0 0.502622 179.319 1 0 0.0697443 -86.2657 0 0 1.31986e-05 179.252 1.11995e-07 -90.0594 0.000678326 89.2898 0.000847889 -89.8259
7.92483e+06 6.62664 89.2725 0 0 0.445295 0.000180759 0 0 0.502621 179.303 1 0 0.0681503 -86.1789 0 0 1.31986e-05 179.234 1.1463e-07 -90.061 0.000662732 89.2724 0.000828397 -89.8224
8.11131e+06 6.47427 89.2547 0 0 0.445295 0.000494907 0 0 0.502619 179.286 1 0 0.0665931 -86.0901 0 0 1.31985e-05 179.215 1.17328e-07 -90.0626 0.000647497 89.2547 0.000809352 -89.8189
8.30218e+06 6.3254 89.2366 0 0 0.445295 0.000809323 0 0 0.502618 179.269 1 0 0.0650719 -85.9992 0 0 1.31985e-05 179.196 1.20088e-07 -90.0643 0.000632612 89.2366 0.000790746 -89.8152
8.49753e+06 6.17996 89.218 0 0 0.445295 0.00112418 0 0 0.502616 179.251 1 0 0.0635859 -85.9061 0 0 1.31984e-05 179.177 1.22914e-07 -90.066 0.000618069 89.218 0.000772567 -89.8115
8.69749e+06 6.03786 89.1991 0 0 0.445295 0.00143964 0 0 0.502614 179.234 1 0 0.0621343 -85.8109 0 0 1.31984e-05 179.157 1.25806e-07 -90.0678 0.00060386 89.199 0.000754806 -89.8076
8.90215e+06 5.89902 89.1796 0 0 0.445295 0.00175587 0 0 0.502612 179.215 1 0 0.0607163 -85.7135 0 0 1.31984e-05 179.136 1.28767e-07 -90.0696 0.000589979 89.1796 0.000737453 -89.8037
9.11163e+06 5.76338 89.1598 0 0 0.445295 0.00207306 0 0 0.50261 179.196 1 0 0.0593312 -85.6139 0 0 1.31983e-05 179.116 1.31797e-07 -90.0714 0.000576416 89.1598 0.000720499 -89.7996
9.32603e+06 5.63085 89.1395 0 0 0.445295 0.00239137 0 0 0.502608 179.177 1 0 0.0579782 -85.5119 0 0 1.31982e-05 179.094 1.34898e-07 -90.0733 0.000563165 89.1395 0.000703936 -89.7954
9.54548e+06 5.50137 89.1187 0 0 0.445295 0.00271097 0 0 0.502606 179.158 1 0 0.0566565 -85.4075 0 0 1.31982e-05 179.072 1.38072e-07 -90.0752 0.000550219 89.1187 0.000687753 -89.7912
9.7701e+06 5.37487 89.0974 0 0 0.445295 0.00303204 0 0 0.502603 179.138 1 0 0.0553655 -85.3008 0 0 1.31981e-05 179.05 1.41321e-07 -90.0771 0.000537571 89.0974 0.000671941 -89.7868
1e+07 5.25127 89.0757 0 0 0.445295 0.00335474 0 0 0.502601 179.117 1 0 0.0541044 -85.1915 0 0 1.31981e-05 179.027 1.44646e-07 -90.0791 0.000525213 89.0757 0.000656494 -89.7822
1.02353e+07 5.13052 89.0535 0 0 0.445295 0.00367926 0 0 0.502598 179.096 1 0 0.0528726 -85.0798 0 0 1.3198e-05 179.004 1.4805e-07 -90.0811 0.00051314 89.0535 0.000641402 -89.7776
