f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f 16m 16f 17m 17f 18m 18f jV0500m jV0500f jV0800m jV0800f jV1100m jV1100f jV1300m jV1300f jV1700m jV1700f jV1800m jV1800f 
2.1049e+08 0.0546021 -90 0.00297255 180 0.0520128 66.7304 0.00193836 99.8126 1 0 0.477742 -28.1575 0.443098 0.293097 0 0 0.0248491 38.6962 0.0230508 66.9133 0 0 0.478827 160.742 1 -0 0.475407 -16.9288 0.0248972 -132.421 0.0247445 49.935 0 0 0 0 0 0 2.34407e-07 90.2931 1.21943e-08 156.913 3.0283e-06 -91.755 1.06078e-07 154.848 2.82591e-06 83.6426
2.15443e+08 0.0533396 -90 0.00283706 180 0.0506772 66.2202 0.00185247 96.2988 1 0 0.476321 -28.7793 0.443158 0.293338 0 0 0.0241424 37.5617 0.0224591 66.4074 0 0 0.477611 160.327 1 -0 0.474387 -17.2968 0.0241994 -133.35 0.0240616 49.0544 0 0 0 0 0 0 2.39956e-07 90.2933 1.21609e-08 156.407 3.0981e-06 -91.7846 1.0574e-07 154.301 2.87589e-06 82.7918
2.20513e+08 0.0521066 -90 0.00270776 180 0.0493707 65.7 0.00177592 92.6723 1 0 0.474849 -29.4135 0.443216 0.293761 0 0 0.0234504 36.4047 0.0218803 65.8915 0 0 0.476353 159.904 1 -0 0.473331 -17.672 0.0235163 -134.296 0.0233931 48.1568 0 0 0 0 0 0 2.45635e-07 90.2938 1.21263e-08 155.891 3.16949e-06 -91.8146 1.05391e-07 153.744 2.9264e-06 81.9414
2.25702e+08 0.0509024 -90 0.00258437 180 0.0480925 65.1696 0.00170839 88.9516 1 0 0.473325 -30.0604 0.443272 0.294365 0 0 0.0227729 35.2251 0.021314 65.3655 0 0 0.475052 159.474 1 -0 0.472237 -18.0545 0.0228475 -135.261 0.0227386 47.2418 0 0 0 0 0 0 2.51446e-07 90.2944 1.20904e-08 155.365 3.24249e-06 -91.8449 1.05028e-07 153.176 2.97742e-06 81.0914
2.31013e+08 0.0497263 -90 0.00246662 180 0.046842 64.6288 0.00164948 85.1588 1 0 0.471746 -30.7202 0.443325 0.295152 0 0 0.0221095 34.0225 0.02076 64.8293 0 0 0.473705 159.036 1 -0 0.471105 -18.4444 0.0221927 -136.244 0.0220978 46.3094 0 0 0 0 0 0 2.57394e-07 90.2952 1.20532e-08 154.829 3.31713e-06 -91.8756 1.04653e-07 152.598 3.02892e-06 80.2418
2.36449e+08 0.0485776 -90 0.00235425 180 0.0456186 64.0777 0.00159878 81.3191 1 0 0.470112 -31.3928 0.443375 0.296122 0 0 0.0214599 32.7967 0.020218 64.2828 0 0 0.472311 158.589 1 -0 0.469931 -18.8417 0.0215516 -137.244 0.0214704 45.3593 0 0 0 0 0 0 2.63481e-07 90.2961 1.20148e-08 154.283 3.39346e-06 -91.9066 1.04265e-07 152.008 3.08086e-06 79.3924
2.42013e+08 0.0474558 -90 0.002247 180 0.0444215 63.5161 0.00155579 77.4599 1 0 0.468419 -32.0786 0.443423 0.297277 0 0 0.0208238 31.5476 0.0196877 63.726 0 0 0.470868 158.135 1 -0 0.468716 -19.2465 0.020924 -138.264 0.0208562 44.3916 0 0 0 0 0 0 2.6971e-07 90.2973 1.19749e-08 153.726 3.47149e-06 -91.9379 1.03863e-07 151.408 3.1332e-06 78.5433
2.47708e+08 0.04636 -90 0.00214465 180 0.0432501 62.944 0.00152 73.6091 1 0 0.466666 -32.7777 0.443469 0.298619 0 0 0.020201 30.2748 0.0191688 63.1587 0 0 0.469376 157.673 1 -0 0.467457 -19.6589 0.0203096 -139.302 0.0202548 43.4059 0 0 0 0 0 0 2.76085e-07 90.2986 1.19337e-08 153.159 3.55128e-06 -91.9694 1.03447e-07 150.798 3.18591e-06 77.6945
2.53536e+08 0.0452898 -90 0.00204697 180 0.042104 62.3612 0.00149084 69.7947 1 0 0.464852 -33.49 0.443513 0.300148 0 0 0.0195911 28.9783 0.018661 62.5809 0 0 0.467832 157.203 1 -0 0.466153 -20.0788 0.019708 -140.358 0.019666 42.4023 0 0 0 0 0 0 2.8261e-07 90.3001 1.18909e-08 152.581 3.63285e-06 -92.0012 1.03017e-07 150.176 3.23894e-06 76.8461
2.59502e+08 0.0442445 -90 0.00195376 180 0.0409824 61.7676 0.00146773 66.0427 1 0 0.462975 -34.2159 0.443555 0.301866 0 0 0.0189941 27.6577 0.0181642 61.9925 0 0 0.466235 156.724 1 -0 0.464803 -20.5063 0.0191191 -141.433 0.0190895 41.3807 0 0 0 0 0 0 2.89287e-07 90.3019 1.18467e-08 151.992 3.71624e-06 -92.0332 1.02571e-07 149.543 3.29226e-06 75.998
2.65609e+08 0.0432234 -90 0.00186479 180 0.0398849 61.1633 0.00145005 62.3764 1 0 0.461031 -34.9554 0.443595 0.303775 0 0 0.0184095 26.313 0.017678 61.3934 0 0 0.464584 156.238 1 -0 0.463404 -20.9415 0.0185426 -142.527 0.0185251 40.3409 0 0 0 0 0 0 2.96121e-07 90.3038 1.18009e-08 151.393 3.80149e-06 -92.0653 1.02111e-07 148.9 3.34581e-06 75.1503
2.71859e+08 0.0422262 -90 0.00177988 180 0.0388109 60.5482 0.00143719 58.8159 1 0 0.459021 -35.7085 0.443634 0.305876 0 0 0.0178372 24.944 0.0172022 60.7836 0 0 0.462876 155.743 1 -0 0.461955 -21.3844 0.0179783 -143.64 0.0179725 39.2828 0 0 0 0 0 0 3.03115e-07 90.3059 1.17535e-08 150.784 3.88865e-06 -92.0977 1.01635e-07 148.246 3.39954e-06 74.3032
2.78256e+08 0.041252 -90 0.00169884 180 0.0377599 59.9222 0.00142856 55.3771 1 0 0.456942 -36.4755 0.44367 0.308171 0 0 0.017277 23.5505 0.0167366 60.163 0 0 0.461112 155.241 1 -0 0.460456 -21.835 0.017426 -144.772 0.0174315 38.2065 0 0 0 0 0 0 3.10274e-07 90.3082 1.17045e-08 150.163 3.97774e-06 -92.1301 1.01143e-07 147.58 3.45342e-06 73.4568
2.84804e+08 0.0403005 -90 0.0016215 180 0.0367314 59.2853 0.00142358 52.0721 1 0 0.454793 -37.2564 0.443706 0.310663 0 0 0.0167286 22.1324 0.016281 59.5316 0 0 0.459288 154.73 1 -0 0.458903 -22.2932 0.0168854 -145.922 0.0169019 37.1119 0 0 0 0 0 0 3.176e-07 90.3107 1.16537e-08 149.532 4.0688e-06 -92.1627 1.00635e-07 146.904 3.50737e-06 72.6111
2.91505e+08 0.0393711 -90 0.00154769 180 0.0357248 58.6373 0.0014217 48.9088 1 0 0.452571 -38.0513 0.443739 0.313354 0 0 0.0161919 20.6897 0.0158351 58.8894 0 0 0.457404 154.211 1 -0 0.457296 -22.7592 0.0163563 -147.092 0.0163835 35.999 0 0 0 0 0 0 3.25098e-07 90.3134 1.16013e-08 148.889 4.16189e-06 -92.1953 1.0011e-07 146.216 3.56136e-06 71.7664
2.98365e+08 0.0384633 -90 0.00147724 180 0.0347398 57.9785 0.00142242 45.8918 1 0 0.450276 -38.8602 0.443771 0.316245 0 0 0.0156666 19.2222 0.0153987 58.2363 0 0 0.455459 153.685 1 -0 0.455633 -23.2329 0.0158385 -148.28 0.0158761 34.8678 0 0 0 0 0 0 3.32772e-07 90.3162 1.15471e-08 148.236 4.25704e-06 -92.2279 9.95681e-08 145.518 3.61531e-06 70.9229
3.05386e+08 0.0375765 -90 0.00141 180 0.0337759 57.3086 0.00142526 43.0226 1 0 0.447905 -39.6832 0.443802 0.319339 0 0 0.0151527 17.7298 0.0149717 57.5724 0 0 0.453451 153.15 1 0 0.453912 -23.7142 0.015332 -149.487 0.0153795 33.7182 0 0 0 0 0 0 3.40626e-07 90.3193 1.1491e-08 147.572 4.35429e-06 -92.2605 9.90088e-08 144.809 3.66917e-06 70.0807
3.12572e+08 0.0367102 -90 0.00134583 180 0.0328325 56.6277 0.00142982 40.3002 1 0 0.445457 -40.5205 0.443832 0.322638 0 0 0.0146499 16.2125 0.0145538 56.8976 0 0 0.451379 152.608 1 0 0.452133 -24.2032 0.0148364 -150.713 0.0148935 32.5505 0 0 0 0 0 0 3.48665e-07 90.3226 1.14332e-08 146.898 4.45369e-06 -92.293 9.84319e-08 144.089 3.72288e-06 69.2402
3.19927e+08 0.0358641 -90 0.00128458 180 0.0319094 55.9358 0.0014357 37.7217 1 0 0.442931 -41.3719 0.443861 0.326145 0 0 0.014158 14.6703 0.0141449 56.2119 0 0 0.449242 152.058 1 0 0.450294 -24.6999 0.0143517 -151.958 0.0144179 31.3645 0 0 0 0 0 0 3.56892e-07 90.3261 1.13734e-08 146.212 4.55528e-06 -92.3255 9.78372e-08 143.358 3.77638e-06 68.4016
3.27455e+08 0.0350375 -90 0.00122612 180 0.0310061 55.233 0.00144259 35.2825 1 0 0.440325 -42.2377 0.443888 0.329863 0 0 0.013677 13.1032 0.0137447 55.5154 0 0 0.447039 151.5 1 0 0.448393 -25.2041 0.0138776 -153.221 0.0139527 30.1604 0 0 0 0 0 0 3.65313e-07 90.3299 1.13117e-08 145.515 4.65911e-06 -92.3578 9.72242e-08 142.616 3.8296e-06 67.5652
3.3516e+08 0.0342301 -90 0.00117033 180 0.0301222 54.5192 0.00145018 32.9774 1 0 0.437638 -43.1177 0.443915 0.333793 0 0 0.0132067 11.5112 0.0133532 54.8081 0 0 0.444768 150.934 1 0 0.44643 -25.7158 0.013414 -154.503 0.0134975 28.9384 0 0 0 0 0 0 3.73932e-07 90.3338 1.12481e-08 144.808 4.76521e-06 -92.39 9.65928e-08 141.864 3.88247e-06 66.7314
3.43047e+08 0.0334414 -90 0.00111708 180 0.0292573 53.7945 0.00145824 30.8001 1 0 0.434869 -44.0121 0.443941 0.33794 0 0 0.0127469 9.89437 0.0129701 54.0901 0 0 0.44243 150.361 1 0 0.444402 -26.235 0.0129609 -155.803 0.0130523 27.6985 0 0 0 0 0 0 3.82753e-07 90.3379 1.11824e-08 144.09 4.87365e-06 -92.4219 9.59429e-08 141.102 3.93492e-06 65.9005
3.51119e+08 0.0326709 -90 0.00106625 180 0.0284111 53.059 0.00146654 28.7442 1 0 0.432016 -44.9208 0.443966 0.342304 0 0 0.0122975 8.25272 0.0125952 53.3613 0 0 0.440022 149.781 1 0 0.442308 -26.7616 0.0125179 -157.122 0.012617 26.4409 0 0 0 0 0 0 3.91781e-07 90.3423 1.11148e-08 143.361 4.98447e-06 -92.4535 9.52741e-08 140.328 3.98689e-06 65.073
3.59381e+08 0.0319182 -90 0.00101774 180 0.0275832 52.3126 0.0014749 26.8031 1 0 0.42908 -45.8438 0.44399 0.34689 0 0 0.0118584 6.58637 0.0122285 52.622 0 0 0.437545 149.193 1 0 0.440149 -27.2955 0.0120851 -158.458 0.0121913 25.1658 0 0 0 0 0 0 4.01022e-07 90.3469 1.10451e-08 142.622 5.09772e-06 -92.4849 9.45864e-08 139.545 4.03831e-06 64.2492
3.67838e+08 0.031183 -90 0.000971435 180 0.0267733 51.5556 0.00148316 24.9703 1 0 0.426058 -46.7812 0.444014 0.3517 0 0 0.0114294 4.89544 0.0118697 51.872 0 0 0.434997 148.598 1 0 0.437921 -27.8366 0.0116623 -159.813 0.0117753 23.8735 0 0 0 0 0 0 4.10481e-07 90.3517 1.09733e-08 141.872 5.21345e-06 -92.5159 9.38796e-08 138.752 4.08911e-06 63.4297
3.76494e+08 0.0304647 -90 0.000927241 180 0.025981 50.788 0.00149121 23.2395 1 0 0.422951 -47.7327 0.444036 0.356736 0 0 0.0110106 3.18008 0.0115188 51.1117 0 0 0.432379 147.996 1 0 0.435625 -28.3847 0.0112494 -161.184 0.0113687 22.5641 0 0 0 0 0 0 4.20161e-07 90.3567 1.08994e-08 141.112 5.33171e-06 -92.5465 9.31537e-08 137.948 4.13921e-06 62.6149
3.85353e+08 0.0297631 -90 0.000885059 180 0.025206 50.0099 0.00149893 21.6046 1 0 0.419757 -48.6986 0.444059 0.362002 0 0 0.0106017 1.44045 0.0111755 50.341 0 0 0.42969 147.387 1 0 0.433259 -28.9398 0.0108463 -162.573 0.0109714 21.2379 0 0 0 0 0 0 4.3007e-07 90.362 1.08234e-08 140.341 5.45256e-06 -92.5766 9.24086e-08 137.135 4.18854e-06 61.8054
3.94421e+08 0.0290777 -90 0.000844798 180 0.0244481 49.2214 0.00150624 20.0598 1 0 0.416477 -49.6786 0.444081 0.367501 0 0 0.0102027 -0.323249 0.0108398 49.56 0 0 0.426929 146.772 1 0 0.430823 -29.5018 0.0104528 -163.98 0.0105834 19.8953 0 0 0 0 0 0 4.40212e-07 90.3675 1.07453e-08 139.56 5.57605e-06 -92.6063 9.16442e-08 136.312 4.23705e-06 61.0018
4.03702e+08 0.0284081 -90 0.00080637 180 0.023707 48.4227 0.00151308 18.5997 1 0 0.413109 -50.6727 0.444103 0.373235 0 0 0.00981346 -2.11079 0.0105115 48.769 0 0 0.424097 146.15 1 0 0.428316 -30.0704 0.0100689 -165.402 0.0102045 18.5366 0 0 0 0 0 0 4.50592e-07 90.3732 1.06651e-08 138.769 5.70223e-06 -92.6354 9.08607e-08 135.48 4.28464e-06 60.2047
4.13201e+08 0.027754 -90 0.000769691 180 0.0229823 47.6138 0.00151938 17.2192 1 0 0.409654 -51.6809 0.444124 0.379207 0 0 0.00943391 -3.92192 0.0101905 47.9681 0 0 0.421193 145.521 1 0 0.425737 -30.6455 0.00969444 -166.841 0.0098347 17.1621 0 0 0 0 0 0 4.61217e-07 90.3792 1.05827e-08 137.968 5.83118e-06 -92.6639 9.00581e-08 134.638 4.33127e-06 59.4147
4.22924e+08 0.027115 -90 0.000734681 180 0.0222738 46.795 0.00152511 15.9138 1 0 0.406112 -52.703 0.444145 0.385421 0 0 0.00906397 -5.75636 0.00987664 47.1574 0 0 0.418217 144.887 1 0 0.423086 -31.227 0.00932938 -168.297 0.00947381 15.7722 0 0 0 0 0 0 4.72093e-07 90.3854 1.04981e-08 137.157 5.96294e-06 -92.6918 8.92364e-08 133.788 4.37686e-06 58.6324
4.32876e+08 0.0264907 -90 0.000701265 180 0.0215813 45.9665 0.00153025 14.6789 1 0 0.402483 -53.739 0.444166 0.391878 0 0 0.00870354 -7.6138 0.00956987 46.3371 0 0 0.41517 144.247 1 0 0.420362 -31.8147 0.00897361 -169.767 0.00912177 14.3673 0 0 0 0 0 0 4.83224e-07 90.3919 1.04114e-08 136.337 6.09757e-06 -92.719 8.83959e-08 132.929 4.42135e-06 57.8587
4.43062e+08 0.0258809 -90 0.000669371 180 0.0209044 45.1284 0.00153478 13.5108 1 0 0.398767 -54.7888 0.444187 0.398582 0 0 0.00835255 -9.49392 0.00927006 45.5074 0 0 0.412053 143.601 1 0 0.417565 -32.4082 0.00862704 -171.253 0.00877849 12.948 0 0 0 0 0 0 4.94618e-07 90.3986 1.03226e-08 135.507 6.23514e-06 -92.7454 8.75367e-08 132.062 4.46468e-06 57.0942
4.53488e+08 0.0252851 -90 0.000638927 180 0.020243 44.2809 0.00153868 12.4056 1 0 0.394965 -55.8521 0.444208 0.405536 0 0 0.00801091 -11.3963 0.0089771 44.6685 0 0 0.408865 142.95 1 0 0.414695 -33.0076 0.00828957 -172.754 0.00844389 11.5146 0 0 0 0 0 0 5.06281e-07 90.4055 1.02315e-08 134.669 6.37572e-06 -92.7711 8.6659e-08 131.187 4.50678e-06 56.3397
4.64159e+08 0.0247031 -90 0.000609869 180 0.0195968 43.4243 0.00154196 11.36 1 0 0.391077 -56.9289 0.444229 0.412741 0 0 0.00767855 -13.3207 0.00869087 43.8207 0 0 0.405608 142.293 1 0 0.411752 -33.6124 0.00796114 -174.269 0.0081179 10.0678 0 0 0 0 0 0 5.18219e-07 90.4127 1.01384e-08 133.821 6.51937e-06 -92.796 8.57631e-08 130.303 4.54761e-06 55.596
4.75081e+08 0.0241345 -90 0.000582134 180 0.0189657 42.5588 0.00154462 10.371 1 0 0.387105 -58.0191 0.44425 0.420201 0 0 0.00735537 -15.2665 0.00841129 42.9641 0 0 0.402283 141.632 1 0 0.408736 -34.2225 0.00764165 -175.797 0.00780042 8.60795 0 0 0 0 0 0 5.30438e-07 90.4202 1.00432e-08 132.964 6.66616e-06 -92.8201 8.48494e-08 129.413 4.58711e-06 54.864
4.8626e+08 0.023579 -90 0.00055566 180 0.0183493 41.6846 0.00154668 9.43566 1 0 0.38305 -59.1224 0.444271 0.427918 0 0 0.00704132 -17.2334 0.00813826 42.0991 0 0 0.39889 140.966 1 0 0.405647 -34.8377 0.00733101 -177.339 0.00749139 7.13577 0 0 0 0 0 0 5.42946e-07 90.4279 9.94581e-09 132.099 6.81616e-06 -92.8432 8.39183e-08 128.515 4.62523e-06 54.1445
4.97702e+08 0.0230363 -90 0.000530391 180 0.0177474 40.802 0.00154814 8.55138 1 0 0.378912 -60.2388 0.444293 0.435895 0 0 0.0067363 -19.2209 0.00787168 41.2258 0 0 0.39543 140.295 1 0 0.402487 -35.4576 0.00702914 -178.894 0.00719071 5.65183 0 0 0 0 0 0 5.55749e-07 90.4359 9.84639e-09 131.226 6.96944e-06 -92.8654 8.29701e-08 127.61 4.66194e-06 53.4384
5.09414e+08 0.0225062 -90 0.000506272 180 0.01716 39.9112 0.00154904 7.71578 1 0 0.374694 -61.368 0.444315 0.444134 0 0 0.00644022 -21.2285 0.00761147 40.3446 0 0 0.391906 139.62 1 -0 0.399254 -36.082 0.00673595 179.539 0.00689832 4.15678 0 0 0 0 0 0 5.68855e-07 90.4441 9.74493e-09 130.345 7.12608e-06 -92.8866 8.20052e-08 126.699 4.69719e-06 52.7467
5.21401e+08 0.0219883 -90 0.00048325 180 0.0165867 39.0126 0.00154938 6.92663 1 0 0.370397 -62.5098 0.444337 0.452637 0 0 0.00615302 -23.2556 0.00735753 39.4558 0 0 0.388318 138.942 1 -0 0.395951 -36.7106 0.00645136 177.96 0.00661413 2.65129 0 0 0 0 0 0 5.8227e-07 90.4526 9.64147e-09 129.456 7.28615e-06 -92.9068 8.10243e-08 125.781 4.73095e-06 52.0701
5.3367e+08 0.0214823 -90 0.000461275 180 0.0160273 38.1064 0.0015492 6.18189 1 0 0.366023 -63.6641 0.44436 0.461406 0 0 0.00587459 -25.3018 0.00710977 38.5596 0 0 0.384668 138.26 1 -0 0.392578 -37.3431 0.00617528 176.37 0.00633807 1.13606 0 0 0 0 0 0 5.96002e-07 90.4614 9.53605e-09 128.56 7.44973e-06 -92.926 8.00278e-08 124.858 4.7632e-06 51.4098
5.46228e+08 0.020988 -90 0.0004403 180 0.0154818 37.193 0.00154852 5.47965 1 0 0.361573 -64.8306 0.444384 0.470444 0 0 0.00560486 -27.3665 0.00686813 37.6563 0 0 0.380958 137.575 1 -0 0.389136 -37.9792 0.00590761 174.77 0.00607005 -0.38816 0 0 0 0 0 0 6.10059e-07 90.4704 9.4287e-09 127.656 7.61691e-06 -92.9442 7.90163e-08 123.93 4.79391e-06 50.7667
5.59081e+08 0.020505 -90 0.00042028 180 0.0149498 36.2727 0.00154737 4.81814 1 0 0.357051 -66.0091 0.444408 0.479752 0 0 0.00534372 -29.4491 0.0066325 36.7463 0 0 0.377191 136.886 1 -0 0.385626 -38.6186 0.00564825 173.16 0.00581 -1.92062 0 0 0 0 0 0 6.24448e-07 90.4798 9.31949e-09 126.746 7.78777e-06 -92.9612 7.79906e-08 122.996 4.82308e-06 50.1418
5.72237e+08 0.0200332 -90 0.00040117 180 0.0144313 35.3457 0.00154579 4.19569 1 0 0.352459 -67.1995 0.444433 0.489331 0 0 0.00509108 -31.549 0.00640282 35.83 0 0 0.373367 136.195 1 0 0.38205 -39.261 0.00539712 171.54 0.00555782 -3.46052 0 0 0 0 0 0 6.39178e-07 90.4893 9.20845e-09 125.83 7.96239e-06 -92.9771 7.69511e-08 122.058 4.85071e-06 49.5361
5.85702e+08 0.0195723 -90 0.000382929 180 0.013926 34.4125 0.0015438 3.61076 1 0 0.347799 -68.4014 0.444459 0.499185 0 0 0.00484684 -33.6655 0.006179 34.9076 0 0 0.369489 135.502 1 0 0.378409 -39.906 0.0051541 169.912 0.00531343 -5.00703 0 0 0 0 0 0 6.54256e-07 90.4992 9.09567e-09 124.908 8.14086e-06 -92.9919 7.58987e-08 121.116 4.87678e-06 48.9506
5.99484e+08 0.019122 -90 0.000365518 180 0.0134338 33.4735 0.00154144 3.06187 1 0 0.343073 -69.6147 0.444485 0.509313 0 0 0.0046109 -35.7981 0.00596096 33.9796 0 0 0.365561 134.807 1 0 0.374706 -40.5533 0.0049191 168.276 0.00507674 -6.5593 0 0 0 0 0 0 6.69692e-07 90.5093 8.98118e-09 123.98 8.32328e-06 -93.0055 7.4834e-08 120.17 4.90132e-06 48.3864
6.13591e+08 0.0186821 -90 0.000348899 180 0.0129544 32.5288 0.00153873 2.54761 1 0 0.338286 -70.8391 0.444513 0.519718 0 0 0.00438314 -37.9461 0.00574862 33.0462 0 0 0.361583 134.109 1 0 0.370941 -41.2025 0.004692 166.633 0.00484766 -8.11646 0 0 0 0 0 0 6.85493e-07 90.5197 8.86507e-09 123.046 8.50974e-06 -93.018 7.37579e-08 119.221 4.92434e-06 47.8444
6.28029e+08 0.0182523 -90 0.000333035 180 0.0124877 31.5791 0.00153572 2.06665 1 0 0.33344 -72.0743 0.444542 0.5304 0 0 0.00416346 -40.1087 0.00554191 32.1079 0 0 0.357559 133.411 1 0 0.367118 -41.8534 0.00447269 164.983 0.0046261 -9.67759 0 0 0 0 0 0 7.01669e-07 90.5304 8.74741e-09 122.108 8.70033e-06 -93.0293 7.26711e-08 118.269 4.94586e-06 47.3257
6.42807e+08 0.0178324 -90 0.000317894 180 0.0120336 30.6245 0.00153243 1.61771 1 0 0.328538 -73.3202 0.444571 0.541361 0 0 0.00395172 -42.2854 0.00534076 31.165 0 0 0.353492 132.711 1 0 0.363237 -42.5055 0.00426106 163.327 0.00441194 -11.2418 0 0 0 0 0 0 7.18228e-07 90.5414 8.62827e-09 121.165 8.89515e-06 -93.0394 7.15746e-08 117.314 4.96593e-06 46.8313
6.57933e+08 0.0174222 -90 0.00030344 180 0.0115919 29.6655 0.00152889 1.19955 1 0 0.323584 -74.5764 0.444603 0.552601 0 0 0.00374782 -44.4754 0.00514507 30.218 0 0 0.349383 132.01 1 0 0.359302 -43.1584 0.00405698 161.666 0.0042051 -12.808 0 0 0 0 0 0 7.3518e-07 90.5526 8.50772e-09 120.218 9.09431e-06 -93.0484 7.0469e-08 116.357 4.98459e-06 46.3622
6.73415e+08 0.0170214 -90 0.000289645 180 0.0111623 28.7026 0.00152514 0.810976 1 0 0.318581 -75.8427 0.444635 0.564121 0 0 0.00355161 -46.678 0.00495479 29.2672 0 0 0.345237 131.309 1 0 0.355315 -43.8119 0.00386032 160 0.00400545 -14.3754 0 0 0 0 0 0 7.52534e-07 90.5641 8.38586e-09 119.267 9.29791e-06 -93.0561 6.93554e-08 115.399 5.00188e-06 45.9194
6.89261e+08 0.0166299 -90 0.000276476 180 0.0107447 27.736 0.0015212 0.450812 1 0 0.313532 -77.1188 0.444669 0.575921 0 0 0.00336297 -48.8926 0.00476982 28.313 0 0 0.341056 130.607 1 0 0.351278 -44.4656 0.00367096 158.33 0.0038129 -15.9428 0 0 0 0 0 0 7.70301e-07 90.5759 8.26277e-09 118.313 9.50606e-06 -93.0627 6.82346e-08 114.44 5.01787e-06 45.5039
7.0548e+08 0.0162473 -90 0.000263907 180 0.010339 26.7663 0.00151711 0.117922 1 0 0.308442 -78.4045 0.444704 0.588001 0 0 0.00318175 -51.1183 0.0045901 27.3559 0 0 0.336843 129.905 1 0 0.347194 -45.119 0.00348877 156.657 0.00362732 -17.5092 0 0 0 0 0 0 7.88489e-07 90.588 8.13854e-09 117.356 9.71887e-06 -93.0681 6.71075e-08 113.479 5.03264e-06 45.1166
7.22081e+08 0.0158736 -90 0.000251909 180 0.00994494 25.7937 0.0015129 -0.188815 1 0 0.303315 -79.6995 0.444741 0.600363 0 0 0.00300782 -53.3545 0.00441554 26.3962 0 0 0.332601 129.203 1 0 0.343067 -45.7719 0.0033136 154.981 0.0034486 -19.0737 0 0 0 0 0 0 8.0711e-07 90.6004 8.01326e-09 116.396 9.93646e-06 -93.0724 6.5975e-08 112.519 5.04625e-06 44.7584
7.39072e+08 0.0155085 -90 0.000240456 180 0.00956237 24.8189 0.00150858 -0.470497 1 0 0.298154 -81.0036 0.444779 0.613004 0 0 0.00284102 -55.6005 0.00424607 25.4345 0 0 0.328333 128.502 1 0 0.338898 -46.4238 0.00314531 153.303 0.00327661 -20.635 0 0 0 0 0 0 8.26173e-07 90.613 7.88703e-09 115.434 1.01589e-05 -93.0755 6.48381e-08 111.558 5.05879e-06 44.4303
7.56463e+08 0.0151518 -90 0.000229525 180 0.00919111 23.8421 0.00150419 -0.728206 1 0 0.292963 -82.3164 0.444819 0.625925 0 0 0.0026812 -57.8555 0.0040816 24.471 0 0 0.324042 127.802 1 0 0.334691 -47.0744 0.00298375 151.624 0.00311122 -22.1921 0 0 0 0 0 0 8.4569e-07 90.6259 7.75995e-09 114.471 1.03864e-05 -93.0775 6.36978e-08 110.598 5.07037e-06 44.133
7.74264e+08 0.0148033 -90 0.00021909 180 0.00883099 22.8638 0.00149975 -0.963011 1 0 0.287746 -83.6377 0.444861 0.639126 0 0 0.0025282 -60.1187 0.00392207 23.5063 0 0 0.319732 127.102 1 0 0.330449 -47.7234 0.00282878 149.945 0.00295231 -23.7438 0 0 0 0 0 0 8.65671e-07 90.6391 7.6321e-09 113.506 1.0619e-05 -93.0783 6.25549e-08 109.639 5.08107e-06 43.8673
7.92483e+08 0.0144628 -90 0.00020913 180 0.00848181 21.8844 0.00149528 -1.17597 1 0 0.282508 -84.9673 0.444905 0.652604 0 0 0.00238186 -62.3896 0.00376739 22.5408 0 0 0.315405 126.404 1 0 0.326175 -48.3703 0.00268024 148.265 0.00279973 -25.289 0 0 0 0 0 0 8.86129e-07 90.6526 7.5036e-09 112.541 1.08569e-05 -93.0781 6.14104e-08 108.682 5.09103e-06 43.6339
8.11131e+08 0.0141302 -90 0.000199623 180 0.00814341 20.9044 0.0014908 -1.36811 1 0 0.277252 -86.3049 0.444951 0.66636 0 0 0.00224202 -64.6674 0.00361747 21.5749 0 0 0.311066 125.707 1 0 0.321872 -49.0149 0.00253798 146.586 0.00265335 -26.8264 0 0 0 0 0 0 9.07074e-07 90.6664 7.37455e-09 111.575 1.11002e-05 -93.0768 6.02653e-08 107.726 5.10034e-06 43.4336
8.30218e+08 0.0138052 -90 0.000190548 180 0.0078156 19.9242 0.00148634 -1.54046 1 0 0.271984 -87.6502 0.444999 0.680391 0 0 0.0021085 -66.9513 0.00347224 20.609 0 0 0.306716 125.012 1 0 0.317544 -49.6568 0.00240183 144.908 0.00251303 -28.3548 0 0 0 0 0 0 9.28518e-07 90.6804 7.24505e-09 110.609 1.13489e-05 -93.0745 5.91205e-08 106.773 5.10915e-06 43.2668
8.49753e+08 0.0134877 -90 0.000181886 180 0.00749818 18.9442 0.00148191 -1.69404 1 0 0.266706 -89.0029 0.445049 0.694695 0 0 0.00198115 -69.2407 0.00333162 19.6436 0 0 0.302359 124.318 1 0 0.313193 -50.2956 0.00227164 143.233 0.00237862 -29.8731 0 0 0 0 0 0 9.50474e-07 90.6947 7.11521e-09 109.644 1.16034e-05 -93.0712 5.79769e-08 105.822 5.11758e-06 43.1342
