t 1 2 3 4 5 jL0300 
223.1 -0.657836 -2.93354 -0.657836 -2.93354 -1.07466 -1.07466
223.2 -0.668859 -3.02164 -0.668859 -3.02164 -1.14102 -1.14102
223.3 -0.677273 -3.10783 -0.677273 -3.10783 -1.20835 -1.20835
223.4 -0.683022 -3.19177 -0.683022 -3.19177 -1.27639 -1.27639
223.5 -0.686062 -3.27308 -0.686062 -3.27308 -1.34486 -1.34486
223.6 -0.686359 -3.35142 -0.686359 -3.35142 -1.41351 -1.41351
223.7 -0.683889 -3.42646 -0.683889 -3.42646 -1.48204 -1.48204
223.8 -0.67864 -3.49785 -0.67864 -3.49785 -1.55019 -1.55019
223.9 -0.670612 -3.56529 -0.670612 -3.56529 -1.61768 -1.61768
224 -0.659814 -3.62846 -0.659814 -3.62846 -1.68422 -1.68422
224.1 -0.646267 -3.68709 -0.646267 -3.68709 -1.74955 -1.74955
224.2 -0.630004 -3.74089 -0.630004 -3.74089 -1.81339 -1.81339
224.3 -0.611069 -3.78962 -0.611069 -3.78962 -1.87546 -1.87546
224.4 -0.589517 -3.83303 -0.589517 -3.83303 -1.93551 -1.93551
224.5 -0.565414 -3.87091 -0.565414 -3.87091 -1.99328 -1.99328
224.6 -0.538836 -3.90305 -0.538836 -3.90305 -2.04851 -2.04851
224.7 -0.509871 -3.92929 -0.509871 -3.92929 -2.10097 -2.10097
224.8 -0.478617 -3.94947 -0.478617 -3.94947 -2.15041 -2.15041
224.9 -0.44518 -3.96346 -0.44518 -3.96346 -2.19662 -2.19662
225 -0.40968 -3.97116 -0.40968 -3.97116 -2.23938 -2.23938
225.1 -0.372241 -3.97248 -0.372241 -3.97248 -2.27849 -2.27849
225.2 -0.333001 -3.96736 -0.333001 -3.96736 -2.31377 -2.31377
225.3 -0.292102 -3.95578 -0.292102 -3.95578 -2.34504 -2.34504
225.4 -0.249696 -3.93773 -0.249696 -3.93773 -2.37214 -2.37214
225.5 -0.205942 -3.91322 -0.205942 -3.91322 -2.39493 -2.39493
225.6 -0.161006 -3.88232 -0.161006 -3.88232 -2.41329 -2.41329
225.7 -0.11506 -3.84509 -0.11506 -3.84509 -2.4271 -2.4271
225.8 -0.0682803 -3.80163 -0.0682803 -3.80163 -2.43628 -2.43628
225.9 -0.0208499 -3.75206 -0.0208499 -3.75206 -2.44074 -2.44074
226 0.0270455 -3.69654 0.0270455 -3.69654 -2.44043 -2.44043
226.1 0.0752163 -3.63524 0.0752163 -3.63524 -2.43532 -2.43532
226.2 0.123471 -3.56837 0.123471 -3.56837 -2.42539 -2.42539
226.3 0.171614 -3.49615 0.171614 -3.49615 -2.41063 -2.41063
226.4 0.219452 -3.41882 0.219452 -3.41882 -2.39108 -2.39108
226.5 0.266788 -3.33666 0.266788 -3.33666 -2.36676 -2.36676
226.6 0.313429 -3.24996 0.313429 -3.24996 -2.33774 -2.33774
226.7 0.359179 -3.15904 0.359179 -3.15904 -2.30411 -2.30411
226.8 0.403848 -3.06422 0.403848 -3.06422 -2.26595 -2.26595
226.9 0.447246 -2.96586 0.447246 -2.96586 -2.22338 -2.22338
227 0.489189 -2.86433 0.489189 -2.86433 -2.17655 -2.17655
227.1 0.529495 -2.76001 0.529495 -2.76001 -2.1256 -2.1256
227.2 0.567988 -2.6533 0.567988 -2.6533 -2.07071 -2.07071
227.3 0.604499 -2.5446 0.604499 -2.5446 -2.01207 -2.01207
227.4 0.638865 -2.43435 0.638865 -2.43435 -1.94988 -1.94988
227.5 0.670929 -2.32298 0.670929 -2.32298 -1.88437 -1.88437
227.6 0.700544 -2.21092 0.700544 -2.21092 -1.81578 -1.81578
227.7 0.727571 -2.09863 0.727571 -2.09863 -1.74435 -1.74435
227.8 0.751879 -1.98654 0.751879 -1.98654 -1.67036 -1.67036
227.9 0.77335 -1.87513 0.77335 -1.87513 -1.59407 -1.59407
228 0.791873 -1.76483 0.791873 -1.76483 -1.51579 -1.51579
228.1 0.80735 -1.65612 0.80735 -1.65612 -1.4358 -1.4358
228.2 0.819695 -1.54943 0.819695 -1.54943 -1.35442 -1.35442
228.3 0.828831 -1.44521 0.828831 -1.44521 -1.27197 -1.27197
228.4 0.834698 -1.34391 0.834698 -1.34391 -1.18877 -1.18877
228.5 0.837244 -1.24595 0.837244 -1.24595 -1.10514 -1.10514
228.6 0.836433 -1.15176 0.836433 -1.15176 -1.02143 -1.02143
228.7 0.832242 -1.06175 0.832242 -1.06175 -0.937967 -0.937967
228.8 0.82468 -0.975338 0.82468 -0.975338 -0.855092 -0.855092
228.9 0.81389 -0.888917 0.81389 -0.888917 -0.773137 -0.773137
229 0.80023 -0.799159 0.80023 -0.799159 -0.692407 -0.692407
229.1 0.784149 -0.706828 0.784149 -0.706828 -0.613168 -0.613168
229.2 0.766051 -0.612164 0.766051 -0.612164 -0.535641 -0.535641
229.3 0.74633 -0.515352 0.74633 -0.515352 -0.460009 -0.460009
229.4 0.725368 -0.416516 0.725368 -0.416516 -0.386413 -0.386413
229.5 0.703534 -0.315727 0.703534 -0.315727 -0.314961 -0.314961
229.6 0.681186 -0.212992 0.681186 -0.212992 -0.245721 -0.245721
229.7 0.658666 -0.108258 0.658666 -0.108258 -0.178727 -0.178727
229.8 0.63631 -0.00141282 0.63631 -0.00141282 -0.113979 -0.113979
229.9 0.614438 0.107723 0.614438 0.107723 -0.0514459 -0.0514459
230 0.593362 0.219394 0.593362 0.219394 0.00893748 0.00893748
230.1 0.573384 0.33391 0.573384 0.33391 0.0672656 0.0672656
230.2 0.554797 0.451652 0.554797 0.451652 0.123663 0.123663
230.3 0.537888 0.573075 0.537888 0.573075 0.178283 0.178283
230.4 0.522937 0.698708 0.522937 0.698708 0.231308 0.231308
230.5 0.51022 0.829159 0.51022 0.829159 0.282947 0.282947
230.6 0.500011 0.96512 0.500011 0.96512 0.333438 0.333438
230.7 0.492491 1.10311 0.492491 1.10311 0.383041 0.383041
230.8 0.487524 1.23565 0.487524 1.23565 0.43202 0.43202
230.9 0.4847 1.36198 0.4847 1.36198 0.480614 0.480614
231 0.483632 1.48295 0.483632 1.48295 0.529015 0.529015
231.1 0.483981 1.59904 0.483981 1.59904 0.577384 0.577384
231.2 0.485431 1.71065 0.485431 1.71065 0.625846 0.625846
231.3 0.487691 1.81811 0.487691 1.81811 0.674495 0.674495
231.4 0.490492 1.92171 0.490492 1.92171 0.7234 0.7234
231.5 0.493588 2.02166 0.493588 2.02166 0.772601 0.772601
231.6 0.496751 2.11815 0.496751 2.11815 0.822118 0.822118
231.7 0.499774 2.21131 0.499774 2.21131 0.871945 0.871945
231.8 0.502464 2.30122 0.502464 2.30122 0.92206 0.92206
231.9 0.50465 2.38795 0.50465 2.38795 0.97242 0.97242
232 0.506174 2.47152 0.506174 2.47152 1.02297 1.02297
232.1 0.506892 2.55195 0.506892 2.55195 1.07363 1.07363
232.2 0.506679 2.62921 0.506679 2.62921 1.12431 1.12431
232.3 0.50542 2.70327 0.50542 2.70327 1.17493 1.17493
232.4 0.503016 2.77406 0.503016 2.77406 1.22536 1.22536
232.5 0.49938 2.84152 0.49938 2.84152 1.27549 1.27549
232.6 0.494438 2.90558 0.494438 2.90558 1.32519 1.32519
232.7 0.488129 2.96614 0.488129 2.96614 1.37433 1.37433
232.8 0.480402 3.02312 0.480402 3.02312 1.42277 1.42277
232.9 0.47122 3.07642 0.47122 3.07642 1.47036 1.47036
233 0.460555 3.12593 0.460555 3.12593 1.51696 1.51696
233.1 0.448391 3.17157 0.448391 3.17157 1.56242 1.56242
233.2 0.434722 3.21324 0.434722 3.21324 1.60659 1.60659
233.3 0.419553 3.25085 0.419553 3.25085 1.64932 1.64932
233.4 0.402897 3.2843 0.402897 3.2843 1.69045 1.69045
233.5 0.384778 3.31353 0.384778 3.31353 1.72985 1.72985
233.6 0.36523 3.33845 0.36523 3.33845 1.76736 1.76736
233.7 0.344293 3.35901 0.344293 3.35901 1.80285 1.80285
233.8 0.322018 3.37515 0.322018 3.37515 1.83617 1.83617
233.9 0.298462 3.38684 0.298462 3.38684 1.86721 1.86721
234 0.273692 3.39403 0.273692 3.39403 1.89583 1.89583
234.1 0.24778 3.39672 0.24778 3.39672 1.92191 1.92191
234.2 0.220806 3.39491 0.220806 3.39491 1.94535 1.94535
234.3 0.192856 3.38859 0.192856 3.38859 1.96604 1.96604
234.4 0.164023 3.3778 0.164023 3.3778 1.98389 1.98389
234.5 0.134404 3.36258 0.134404 3.36258 1.99882 1.99882
234.6 0.104103 3.34298 0.104103 3.34298 2.01075 2.01075
234.7 0.073226 3.31907 0.073226 3.31907 2.01962 2.01962
234.8 0.041885 3.29094 0.041885 3.29094 2.02538 2.02538
234.9 0.0101951 3.25869 0.0101951 3.25869 2.02799 2.02799
235 -0.0217256 3.22243 -0.0217256 3.22243 2.02741 2.02741
235.1 -0.0537565 3.1823 -0.0537565 3.1823 2.02364 2.02364
235.2 -0.0857748 3.13844 -0.0857748 3.13844 2.01666 2.01666
235.3 -0.117656 3.09101 -0.117656 3.09101 2.00649 2.00649
235.4 -0.149276 3.0402 -0.149276 3.0402 1.99314 1.99314
235.5 -0.180508 2.98618 -0.180508 2.98618 1.97665 1.97665
235.6 -0.211228 2.92917 -0.211228 2.92917 1.95706 1.95706
235.7 -0.24131 2.86937 -0.24131 2.86937 1.93442 1.93442
235.8 -0.270632 2.80702 -0.270632 2.80702 1.90882 1.90882
235.9 -0.299071 2.74235 -0.299071 2.74235 1.88033 1.88033
236 -0.326509 2.67562 -0.326509 2.67562 1.84904 1.84904
236.1 -0.352828 2.60707 -0.352828 2.60707 1.81507 1.81507
236.2 -0.377917 2.53699 -0.377917 2.53699 1.77852 1.77852
236.3 -0.401664 2.46564 -0.401664 2.46564 1.73953 1.73953
236.4 -0.423967 2.39331 -0.423967 2.39331 1.69823 1.69823
236.5 -0.444724 2.32028 -0.444724 2.32028 1.65479 1.65479
236.6 -0.46384 2.24686 -0.46384 2.24686 1.60934 1.60934
236.7 -0.481228 2.17333 -0.481228 2.17333 1.56208 1.56208
236.8 -0.496803 2.09999 -0.496803 2.09999 1.51316 1.51316
236.9 -0.51049 2.02714 -0.51049 2.02714 1.46278 1.46278
237 -0.522218 1.95509 -0.522218 1.95509 1.41113 1.41113
237.1 -0.531927 1.88414 -0.531927 1.88414 1.3584 1.3584
237.2 -0.53956 1.81458 -0.53956 1.81458 1.30481 1.30481
237.3 -0.545072 1.7467 -0.545072 1.7467 1.25056 1.25056
237.4 -0.548423 1.68079 -0.548423 1.68079 1.19587 1.19587
237.5 -0.549584 1.61714 -0.549584 1.61714 1.14095 1.14095
237.6 -0.548532 1.55602 -0.548532 1.55602 1.08603 1.08603
237.7 -0.545255 1.49771 -0.545255 1.49771 1.03132 1.03132
237.8 -0.539748 1.44246 -0.539748 1.44246 0.977051 0.977051
237.9 -0.532016 1.39051 -0.532016 1.39051 0.923444 0.923444
238 -0.522072 1.34211 -0.522072 1.34211 0.870721 0.870721
238.1 -0.50994 1.29748 -0.50994 1.29748 0.819103 0.819103
238.2 -0.495651 1.25684 -0.495651 1.25684 0.768805 0.768805
238.3 -0.479245 1.22037 -0.479245 1.22037 0.720043 0.720043
238.4 -0.460771 1.18826 -0.460771 1.18826 0.673025 0.673025
238.5 -0.440289 1.16067 -0.440289 1.16067 0.627955 0.627955
238.6 -0.417865 1.13776 -0.417865 1.13776 0.585031 0.585031
238.7 -0.393573 1.11965 -0.393573 1.11965 0.544444 0.544444
238.8 -0.367497 1.10645 -0.367497 1.10645 0.506375 0.506375
238.9 -0.339727 1.09827 -0.339727 1.09827 0.471 0.471
239 -0.310363 1.09516 -0.310363 1.09516 0.438482 0.438482
239.1 -0.279511 1.09719 -0.279511 1.09719 0.408976 0.408976
239.2 -0.247282 1.10439 -0.247282 1.10439 0.382625 0.382625
239.3 -0.213796 1.11677 -0.213796 1.11677 0.359561 0.359561
239.4 -0.179177 1.13433 -0.179177 1.13433 0.339902 0.339902
239.5 -0.143558 1.15702 -0.143558 1.15702 0.323757 0.323757
239.6 -0.107072 1.18482 -0.107072 1.18482 0.311219 0.311219
239.7 -0.069861 1.21763 -0.069861 1.21763 0.302366 0.302366
239.8 -0.0320689 1.25538 -0.0320689 1.25538 0.297265 0.297265
239.9 0.00615654 1.29794 0.00615654 1.29794 0.295965 0.295965
240 0.0446644 1.34519 0.0446644 1.34519 0.298504 0.298504
240.1 0.0833017 1.39697 0.0833017 1.39697 0.304901 0.304901
240.2 0.121914 1.45312 0.121914 1.45312 0.315162 0.315162
240.3 0.160344 1.51343 0.160344 1.51343 0.329277 0.329277
240.4 0.198436 1.5777 0.198436 1.5777 0.347219 0.347219
240.5 0.236034 1.64571 0.236034 1.64571 0.368946 0.368946
240.6 0.272982 1.7172 0.272982 1.7172 0.394402 0.394402
240.7 0.309125 1.79192 0.309125 1.79192 0.423514 0.423514
240.8 0.344312 1.86959 0.344312 1.86959 0.456194 0.456194
240.9 0.378392 1.94992 0.378392 1.94992 0.492339 0.492339
241 0.41122 2.03261 0.41122 2.03261 0.53183 0.53183
241.1 0.442653 2.11735 0.442653 2.11735 0.574535 0.574535
241.2 0.472552 2.2038 0.472552 2.2038 0.620308 0.620308
241.3 0.500785 2.29164 0.500785 2.29164 0.668989 0.668989
241.4 0.527225 2.38053 0.527225 2.38053 0.720404 0.720404
241.5 0.55175 2.4701 0.55175 2.4701 0.774369 0.774369
241.6 0.574246 2.56001 0.574246 2.56001 0.830686 0.830686
241.7 0.594606 2.64989 0.594606 2.64989 0.889146 0.889146
241.8 0.612731 2.73939 0.612731 2.73939 0.949532 0.949532
241.9 0.62853 2.82813 0.62853 2.82813 1.01161 1.01161
242 0.64192 2.91576 0.64192 2.91576 1.07516 1.07516
242.1 0.652829 3.00191 0.652829 3.00191 1.13991 1.13991
242.2 0.661191 3.08623 0.661191 3.08623 1.20564 1.20564
242.3 0.666953 3.16835 0.666953 3.16835 1.27207 1.27207
242.4 0.67007 3.24793 0.67007 3.24793 1.33894 1.33894
242.5 0.67051 3.32463 0.67051 3.32463 1.40599 1.40599
242.6 0.668248 3.39811 0.668248 3.39811 1.47295 1.47295
242.7 0.663272 3.46805 0.663272 3.46805 1.53955 1.53955
242.8 0.65558 3.53415 0.65558 3.53415 1.60551 1.60551
242.9 0.645182 3.5961 0.645182 3.5961 1.67058 1.67058
243 0.632098 3.65362 0.632098 3.65362 1.73446 1.73446
243.1 0.616358 3.70645 0.616358 3.70645 1.79691 1.79691
243.2 0.598006 3.75433 0.598006 3.75433 1.85765 1.85765
243.3 0.577094 3.79703 0.577094 3.79703 1.91642 1.91642
243.4 0.553686 3.83433 0.553686 3.83433 1.97298 1.97298
243.5 0.527856 3.86605 0.527856 3.86605 2.02708 2.02708
243.6 0.49969 3.89201 0.49969 3.89201 2.07848 2.07848
243.7 0.469281 3.91205 0.469281 3.91205 2.12694 2.12694
243.8 0.436735 3.92606 0.436735 3.92606 2.17226 2.17226
243.9 0.402166 3.93392 0.402166 3.93392 2.21422 2.21422
244 0.365697 3.93555 0.365697 3.93555 2.25263 2.25263
244.1 0.32746 3.93091 0.32746 3.93091 2.28731 2.28731
244.2 0.287595 3.91994 0.287595 3.91994 2.31807 2.31807
244.3 0.246249 3.90266 0.246249 3.90266 2.34478 2.34478
244.4 0.203578 3.87908 0.203578 3.87908 2.36728 2.36728
244.5 0.159743 3.84924 0.159743 3.84924 2.38545 2.38545
244.6 0.114912 3.81321 0.114912 3.81321 2.3992 2.3992
244.7 0.0692573 3.77109 0.0692573 3.77109 2.40841 2.40841
244.8 0.0229565 3.723 0.0229565 3.723 2.41303 2.41303
244.9 -0.0238087 3.66908 -0.0238087 3.66908 2.41299 2.41299
245 -0.0708533 3.60952 -0.0708533 3.60952 2.40826 2.40826
245.1 -0.11799 3.54449 -0.11799 3.54449 2.39882 2.39882
245.2 -0.165029 3.47422 -0.165029 3.47422 2.38466 2.38466
245.3 -0.21178 3.39896 -0.21178 3.39896 2.36582 2.36582
245.4 -0.258052 3.31896 -0.258052 3.31896 2.34233 2.34233
245.5 -0.303654 3.23451 -0.303654 3.23451 2.31424 2.31424
245.6 -0.348398 3.14591 -0.348398 3.14591 2.28163 2.28163
245.7 -0.392095 3.0535 -0.392095 3.0535 2.24459 2.24459
245.8 -0.434562 2.9576 -0.434562 2.9576 2.20325 2.20325
245.9 -0.475616 2.85858 -0.475616 2.85858 2.15773 2.15773
246 -0.515082 2.75682 -0.515082 2.75682 2.10818 2.10818
246.1 -0.552786 2.6527 -0.552786 2.6527 2.05477 2.05477
246.2 -0.588563 2.54662 -0.588563 2.54662 1.99769 1.99769
246.3 -0.622253 2.439 -0.622253 2.439 1.93713 1.93713
246.4 -0.653703 2.33026 -0.653703 2.33026 1.87331 1.87331
246.5 -0.682768 2.22082 -0.682768 2.22082 1.80647 1.80647
246.6 -0.709313 2.11113 -0.709313 2.11113 1.73685 1.73685
246.7 -0.733209 2.00162 -0.733209 2.00162 1.6647 1.6647
246.8 -0.754339 1.89274 -0.754339 1.89274 1.5903 1.5903
246.9 -0.772595 1.78493 -0.772595 1.78493 1.51393 1.51393
247 -0.787882 1.67863 -0.787882 1.67863 1.43588 1.43588
247.1 -0.800112 1.57429 -0.800112 1.57429 1.35645 1.35645
247.2 -0.809214 1.47234 -0.809214 1.47234 1.27596 1.27596
247.3 -0.815123 1.37322 -0.815123 1.37322 1.19472 1.19472
247.4 -0.817792 1.27734 -0.817792 1.27734 1.11304 1.11304
247.5 -0.817183 1.18512 -0.817183 1.18512 1.03127 1.03127
247.6 -0.813272 1.09696 -0.813272 1.09696 0.949718 0.949718
247.7 -0.806049 1.01324 -0.806049 1.01324 0.868724 0.868724
247.8 -0.795575 0.931637 -0.795575 0.931637 0.788616 0.788616
247.9 -0.782117 0.847626 -0.782117 0.847626 0.709706 0.709706
248 -0.7661 0.761244 -0.7661 0.761244 0.632274 0.632274
248.1 -0.747927 0.672872 -0.747927 0.672872 0.556555 0.556555
248.2 -0.727978 0.58274 -0.727978 0.58274 0.482745 0.482745
248.3 -0.706626 0.491025 -0.706626 0.491025 0.411003 0.411003
248.4 -0.684226 0.397848 -0.684226 0.397848 0.341452 0.341452
248.5 -0.661125 0.30328 -0.661125 0.30328 0.274178 0.274178
248.6 -0.637653 0.207332 -0.637653 0.207332 0.209236 0.209236
248.7 -0.61413 0.109963 -0.61413 0.109963 0.146647 0.146647
248.8 -0.590861 0.0110733 -0.590861 0.0110733 0.0863993 0.0863993
248.9 -0.568143 -0.0894955 -0.568143 -0.0894955 0.0284536 0.0284536
249 -0.54626 -0.191961 -0.54626 -0.191961 -0.0272596 -0.0272596
249.1 -0.525486 -0.296601 -0.525486 -0.296601 -0.0808377 -0.0808377
249.2 -0.506086 -0.40376 -0.506086 -0.40376 -0.132405 -0.132405
249.3 -0.488318 -0.513843 -0.488318 -0.513843 -0.182111 -0.182111
249.4 -0.472433 -0.627326 -0.472433 -0.627326 -0.230133 -0.230133
249.5 -0.458677 -0.744756 -0.458677 -0.744756 -0.276671 -0.276671
249.6 -0.447293 -0.866753 -0.447293 -0.866753 -0.32195 -0.32195
249.7 -0.438521 -0.994015 -0.438521 -0.994015 -0.366219 -0.366219
249.8 -0.432494 -1.12227 -0.432494 -1.12227 -0.409746 -0.409746
249.9 -0.429001 -1.24395 -0.429001 -1.24395 -0.4528 -0.4528
250 -0.427602 -1.36034 -0.427602 -1.36034 -0.495613 -0.495613
250.1 -0.427951 -1.472 -0.427951 -1.472 -0.538376 -0.538376
250.2 -0.429725 -1.57938 -0.429725 -1.57938 -0.581248 -0.581248
250.3 -0.432624 -1.68286 -0.432624 -1.68286 -0.624356 -0.624356
250.4 -0.436371 -1.78277 -0.436371 -1.78277 -0.667799 -0.667799
250.5 -0.44071 -1.87937 -0.44071 -1.87937 -0.711648 -0.711648
250.6 -0.445405 -1.97287 -0.445405 -1.97287 -0.755951 -0.755951
250.7 -0.450237 -2.06343 -0.450237 -2.06343 -0.800732 -0.800732
250.8 -0.455006 -2.15117 -0.455006 -2.15117 -0.845994 -0.845994
250.9 -0.459525 -2.23619 -0.459525 -2.23619 -0.891723 -0.891723
251 -0.463626 -2.31853 -0.463626 -2.31853 -0.937884 -0.937884
251.1 -0.467153 -2.39822 -0.467153 -2.39822 -0.984428 -0.984428
251.2 -0.469967 -2.47526 -0.469967 -2.47526 -1.03129 -1.03129
251.3 -0.47194 -2.54962 -0.47194 -2.54962 -1.07839 -1.07839
251.4 -0.472957 -2.62126 -0.472957 -2.62126 -1.12564 -1.12564
251.5 -0.472917 -2.69012 -0.472917 -2.69012 -1.17295 -1.17295
251.6 -0.471731 -2.75614 -0.471731 -2.75614 -1.22019 -1.22019
251.7 -0.46932 -2.81921 -0.46932 -2.81921 -1.26725 -1.26725
251.8 -0.465618 -2.87926 -0.465618 -2.87926 -1.31401 -1.31401
251.9 -0.46057 -2.93619 -0.46057 -2.93619 -1.36033 -1.36033
252 -0.454131 -2.98989 -0.454131 -2.98989 -1.40608 -1.40608
252.1 -0.446268 -3.04025 -0.446268 -3.04025 -1.45111 -1.45111
252.2 -0.436955 -3.08717 -0.436955 -3.08717 -1.49528 -1.49528
252.3 -0.426179 -3.13055 -0.426179 -3.13055 -1.53845 -1.53845
252.4 -0.413936 -3.17028 -0.413936 -3.17028 -1.58047 -1.58047
252.5 -0.400231 -3.20626 -0.400231 -3.20626 -1.62119 -1.62119
252.6 -0.385077 -3.23841 -0.385077 -3.23841 -1.66047 -1.66047
252.7 -0.368498 -3.26663 -0.368498 -3.26663 -1.69816 -1.69816
252.8 -0.350524 -3.29085 -0.350524 -3.29085 -1.73412 -1.73412
252.9 -0.331196 -3.311 -0.331196 -3.311 -1.76822 -1.76822
253 -0.310562 -3.32701 -0.310562 -3.32701 -1.80032 -1.80032
253.1 -0.288675 -3.33885 -0.288675 -3.33885 -1.83029 -1.83029
253.2 -0.265598 -3.34648 -0.265598 -3.34648 -1.85801 -1.85801
253.3 -0.2414 -3.34986 -0.2414 -3.34986 -1.88337 -1.88337
253.4 -0.216157 -3.349 -0.216157 -3.349 -1.90626 -1.90626
253.5 -0.18995 -3.34389 -0.18995 -3.34389 -1.92657 -1.92657
253.6 -0.162867 -3.33455 -0.162867 -3.33455 -1.94422 -1.94422
253.7 -0.135 -3.32101 -0.135 -3.32101 -1.95912 -1.95912
253.8 -0.106446 -3.30332 -0.106446 -3.30332 -1.9712 -1.9712
253.9 -0.0773081 -3.28153 -0.0773081 -3.28153 -1.98039 -1.98039
254 -0.0476907 -3.25572 -0.0476907 -3.25572 -1.98664 -1.98664
254.1 -0.0177036 -3.22598 -0.0177036 -3.22598 -1.98992 -1.98992
254.2 0.0125411 -3.19242 0.0125411 -3.19242 -1.99018 -1.99018
254.3 0.0429288 -3.15515 0.0429288 -3.15515 -1.9874 -1.9874
254.4 0.0733427 -3.11431 0.0733427 -3.11431 -1.98159 -1.98159
254.5 0.103665 -3.07005 0.103665 -3.07005 -1.97274 -1.97274
254.6 0.133776 -3.02253 0.133776 -3.02253 -1.96087 -1.96087
254.7 0.163556 -2.97192 0.163556 -2.97192 -1.946 -1.946
254.8 0.192885 -2.91841 0.192885 -2.91841 -1.92817 -1.92817
254.9 0.221645 -2.86221 0.221645 -2.86221 -1.90744 -1.90744
255 0.249718 -2.80352 0.249718 -2.80352 -1.88387 -1.88387
255.1 0.276987 -2.74257 0.276987 -2.74257 -1.85752 -1.85752
255.2 0.303338 -2.67959 0.303338 -2.67959 -1.8285 -1.8285
255.3 0.328658 -2.61483 0.328658 -2.61483 -1.79689 -1.79689
255.4 0.35284 -2.54853 0.35284 -2.54853 -1.76281 -1.76281
255.5 0.375778 -2.48097 0.375778 -2.48097 -1.72637 -1.72637
255.6 0.397371 -2.41239 0.397371 -2.41239 -1.6877 -1.6877
255.7 0.417522 -2.34308 0.417522 -2.34308 -1.64694 -1.64694
255.8 0.43614 -2.27331 0.43614 -2.27331 -1.60424 -1.60424
255.9 0.453138 -2.20337 0.453138 -2.20337 -1.55977 -1.55977
256 0.468436 -2.13353 0.468436 -2.13353 -1.51367 -1.51367
256.1 0.481959 -2.06408 0.481959 -2.06408 -1.46614 -1.46614
256.2 0.493639 -1.99531 0.493639 -1.99531 -1.41734 -1.41734
256.3 0.503415 -1.9275 0.503415 -1.9275 -1.36748 -1.36748
256.4 0.511233 -1.86093 0.511233 -1.86093 -1.31673 -1.31673
256.5 0.517045 -1.79589 0.517045 -1.79589 -1.2653 -1.2653
256.6 0.520814 -1.73265 0.520814 -1.73265 -1.21339 -1.21339
256.7 0.522508 -1.67148 0.522508 -1.67148 -1.1612 -1.1612
256.8 0.522103 -1.61265 0.522103 -1.61265 -1.10896 -1.10896
256.9 0.519586 -1.5564 0.519586 -1.5564 -1.05685 -1.05685
257 0.514949 -1.50301 0.514949 -1.50301 -1.00511 -1.00511
257.1 0.508194 -1.45269 0.508194 -1.45269 -0.953934 -0.953934
257.2 0.499332 -1.40568 0.499332 -1.40568 -0.90354 -0.90354
257.3 0.488383 -1.3622 0.488383 -1.3622 -0.854137 -0.854137
257.4 0.475373 -1.32245 0.475373 -1.32245 -0.805932 -0.805932
257.5 0.460339 -1.28662 0.460339 -1.28662 -0.75913 -0.75913
257.6 0.443326 -1.25489 0.443326 -1.25489 -0.71393 -0.71393
257.7 0.424385 -1.22742 0.424385 -1.22742 -0.670528 -0.670528
257.8 0.40358 -1.20435 0.40358 -1.20435 -0.629115 -0.629115
257.9 0.380978 -1.18582 0.380978 -1.18582 -0.589872 -0.589872
258 0.356656 -1.17193 0.356656 -1.17193 -0.552976 -0.552976
258.1 0.330699 -1.16278 0.330699 -1.16278 -0.518594 -0.518594
258.2 0.303199 -1.15845 0.303199 -1.15845 -0.486887 -0.486887
258.3 0.274253 -1.15898 0.274253 -1.15898 -0.458002 -0.458002
258.4 0.243969 -1.16443 0.243969 -1.16443 -0.43208 -0.43208
258.5 0.212456 -1.1748 0.212456 -1.1748 -0.409248 -0.409248
258.6 0.179832 -1.19009 0.179832 -1.19009 -0.389625 -0.389625
258.7 0.14622 -1.21028 0.14622 -1.21028 -0.373314 -0.373314
258.8 0.111749 -1.23534 0.111749 -1.23534 -0.360408 -0.360408
258.9 0.0765486 -1.26519 0.0765486 -1.26519 -0.350987 -0.350987
259 0.0407568 -1.29976 0.0407568 -1.29976 -0.345117 -0.345117
259.1 0.00451271 -1.33894 0.00451271 -1.33894 -0.34285 -0.34285
259.2 -0.0320409 -1.38261 -0.0320409 -1.38261 -0.344224 -0.344224
259.3 -0.0687591 -1.43064 -0.0687591 -1.43064 -0.349262 -0.349262
259.4 -0.105495 -1.48286 -0.105495 -1.48286 -0.357975 -0.357975
259.5 -0.142101 -1.5391 -0.142101 -1.5391 -0.370356 -0.370356
259.6 -0.178427 -1.59916 -0.178427 -1.59916 -0.386384 -0.386384
259.7 -0.214325 -1.66284 -0.214325 -1.66284 -0.406026 -0.406026
259.8 -0.249648 -1.7299 -0.249648 -1.7299 -0.429229 -0.429229
259.9 -0.284247 -1.8001 -0.284247 -1.8001 -0.45593 -0.45593
260 -0.317977 -1.87318 -0.317977 -1.87318 -0.486048 -0.486048
260.1 -0.350696 -1.94887 -0.350696 -1.94887 -0.51949 -0.51949
260.2 -0.382262 -2.02689 -0.382262 -2.02689 -0.556148 -0.556148
260.3 -0.41254 -2.10694 -0.41254 -2.10694 -0.595899 -0.595899
260.4 -0.441397 -2.18871 -0.441397 -2.18871 -0.638607 -0.638607
260.5 -0.468705 -2.27189 -0.468705 -2.27189 -0.684125 -0.684125
260.6 -0.494342 -2.35616 -0.494342 -2.35616 -0.732292 -0.732292
260.7 -0.51819 -2.44117 -0.51819 -2.44117 -0.782933 -0.782933
260.8 -0.540139 -2.52661 -0.540139 -2.52661 -0.835865 -0.835865
