t 1 2 3 4 5 6 7 8 jL0100 jV0400 jV0600 jV0700 jV0800 
1.63e-06 -0.210006 3.41373 0.970989 1.5 3.68528 2.4271 2.5 5 1.75809e-05 1.86362e-09 -1.48007e-09 -1.28689e-09 -2.00912e-05
1.64e-06 -0.222594 3.40109 0.969328 1.5 3.68759 2.42295 2.5 5 1.62218e-05 -1.99652e-09 3.69203e-09 -8.53993e-10 -1.98024e-05
1.65e-06 -0.234403 3.38923 0.967793 1.5 3.68973 2.4191 2.5 5 1.47861e-05 1.87378e-09 -1.63724e-09 -1.13849e-09 -1.95294e-05
1.66e-06 -0.245379 3.3782 0.966399 1.5 3.69171 2.41557 2.5 5 1.32789e-05 -1.98535e-09 3.53075e-09 -6.9257e-10 -1.92852e-05
1.67e-06 -0.255468 3.36805 0.965138 1.5 3.69351 2.41237 2.5 5 1.17054e-05 1.88452e-09 -1.81332e-09 -9.7648e-10 -1.90587e-05
1.68e-06 -0.264621 3.35883 0.964024 1.5 3.69512 2.40952 2.5 5 1.00715e-05 -1.97369e-09 3.35186e-09 -5.18843e-10 -1.88625e-05
1.69e-06 -0.272794 3.35059 0.963049 1.5 3.69654 2.40702 2.5 5 8.38316e-06 1.8957e-09 -2.00522e-09 -8.03075e-10 -1.86856e-05
1.7e-06 -0.279944 3.34338 0.962224 1.5 3.69776 2.40489 2.5 5 6.64668e-06 -1.96168e-09 3.1587e-09 -3.35034e-10 -1.85402e-05
1.71e-06 -0.286032 3.33722 0.961543 1.5 3.69876 2.40314 2.5 5 4.86862e-06 1.90721e-09 -2.20938e-09 -6.20511e-10 -1.84152e-05
1.72e-06 -0.291026 3.33216 0.961015 1.5 3.69955 2.40177 2.5 5 3.05574e-06 -1.94943e-09 2.95501e-09 -1.43385e-10 -1.83227e-05
1.73e-06 -0.294896 3.32822 0.960634 1.5 3.70012 2.40079 2.5 5 1.21501e-06 1.91892e-09 -2.4219e-09 -4.31046e-10 -1.82511e-05
1.74e-06 -0.297617 3.32543 0.960408 1.5 3.70046 2.4002 2.5 5 -6.46425e-07 -1.93704e-09 2.74485e-09 5.38424e-11 -1.82127e-05
1.75e-06 -0.299168 3.32381 0.960329 1.5 3.70058 2.4 2.5 5 -2.52128e-06 1.93075e-09 -2.63861e-09 -2.3696e-10 -1.81955e-05
1.76e-06 -0.299533 3.32337 0.960406 1.5 3.70048 2.4002 2.5 5 -4.40215e-06 -1.92461e-09 2.53247e-09 2.54356e-10 -1.82117e-05
1.77e-06 -0.298701 3.32413 0.960631 1.5 3.70015 2.40079 2.5 5 -6.28155e-06 1.94259e-09 -2.85523e-09 -4.05689e-11 -1.82491e-05
1.78e-06 -0.296667 3.3261 0.96101 1.5 3.69959 2.40177 2.5 5 -8.15196e-06 -1.91223e-09 2.32217e-09 4.55822e-10 -1.83196e-05
1.79e-06 -0.293428 3.32927 0.961537 1.5 3.69882 2.40314 2.5 5 -1.00058e-05 1.95435e-09 -3.06746e-09 1.55759e-10 -1.84112e-05
1.8e-06 -0.288989 3.33364 0.962216 1.5 3.69783 2.40489 2.5 5 -1.18355e-05 -1.90001e-09 2.1182e-09 6.55845e-10 -1.85352e-05
1.81e-06 -0.283357 3.3392 0.96304 1.5 3.69664 2.40702 2.5 5 -1.36336e-05 1.96592e-09 -3.27116e-09 3.49589e-10 -1.86796e-05
1.82e-06 -0.276547 3.34595 0.964013 1.5 3.69523 2.40952 2.5 5 -1.53926e-05 -1.88805e-09 1.92461e-09 8.51954e-10 -1.88556e-05
1.83e-06 -0.268576 3.35386 0.965127 1.5 3.69363 2.41237 2.5 5 -1.71051e-05 1.97719e-09 -3.46241e-09 5.38403e-10 -1.90507e-05
1.84e-06 -0.259467 3.3629 0.966386 1.5 3.69184 2.41557 2.5 5 -1.8764e-05 -1.87646e-09 1.74514e-09 1.0416e-09 -1.92763e-05
1.85e-06 -0.249249 3.37306 0.967781 1.5 3.68988 2.4191 2.5 5 -2.03622e-05 1.98804e-09 -3.63766e-09 7.19602e-10 -1.95196e-05
1.86e-06 -0.237953 3.3843 0.969314 1.5 3.68774 2.42295 2.5 5 -2.18928e-05 -1.86538e-09 1.58314e-09 1.22214e-09 -1.97916e-05
1.87e-06 -0.225618 3.39659 0.970976 1.5 3.68545 2.4271 2.5 5 -2.33491e-05 1.99834e-09 -3.79382e-09 8.90513e-10 -2.00795e-05
1.88e-06 -0.212285 3.40987 0.972769 1.5 3.68301 2.43155 2.5 5 -2.47248e-05 -1.85495e-09 1.44144e-09 1.39088e-09 -2.03942e-05
1.89e-06 -0.198 3.42411 0.974681 1.5 3.68044 2.43626 2.5 5 -2.60138e-05 2.00792e-09 -3.92831e-09 1.04841e-09 -2.07224e-05
1.9e-06 -0.182813 3.43925 0.976713 1.5 3.67775 2.44122 2.5 5 -2.72102e-05 -1.84533e-09 1.32235e-09 1.5451e-09 -2.1075e-05
1.91e-06 -0.166779 3.45525 0.978854 1.5 3.67495 2.44642 2.5 5 -2.83084e-05 2.01663e-09 -4.03912e-09 1.19055e-09 -2.14386e-05
1.92e-06 -0.149955 3.47203 0.981104 1.5 3.67205 2.45182 2.5 5 -2.93035e-05 -1.83668e-09 1.22759e-09 1.68207e-09 -2.18237e-05
1.93e-06 -0.132404 3.48955 0.983449 1.5 3.66908 2.45742 2.5 5 -3.01905e-05 2.0243e-09 -4.12484e-09 1.31425e-09 -2.22169e-05
1.94e-06 -0.114191 3.50774 0.985888 1.5 3.66603 2.46319 2.5 5 -3.09652e-05 -1.82918e-09 1.15829e-09 1.79913e-09 -2.26286e-05
1.95e-06 -0.095384 3.52652 0.988408 1.5 3.66294 2.4691 2.5 5 -3.16236e-05 2.03075e-09 -4.18462e-09 1.41689e-09 -2.30451e-05
1.96e-06 -0.0760548 3.54583 0.991005 1.5 3.65981 2.47513 2.5 5 -3.21622e-05 -1.823e-09 1.115e-09 1.89378e-09 -2.34766e-05
1.97e-06 -0.0562776 3.56559 0.993665 1.5 3.65665 2.48126 2.5 5 -3.2578e-05 2.03581e-09 -4.21821e-09 1.49607e-09 -2.39096e-05
1.98e-06 -0.0361287 3.58573 0.996384 1.5 3.65348 2.48747 2.5 5 -3.28683e-05 -1.81831e-09 1.09772e-09 1.96372e-09 -2.4354e-05
1.99e-06 -0.015687 3.60616 0.999146 1.5 3.65031 2.49372 2.5 5 -3.3031e-05 2.03931e-09 -4.22588e-09 1.54961e-09 -2.47961e-05
2e-06 0.00496708 3.62681 1.00195 1.5 3.64716 2.5 2.5 5 -3.30647e-05 -1.81526e-09 1.10591e-09 2.00694e-09 -2.5246e-05
2.01e-06 0.0257516 3.6476 1.00477 1.5 3.64403 2.50628 2.5 5 -3.29682e-05 2.04111e-09 -4.20839e-09 1.57567e-09 -2.569e-05
2.02e-06 0.0465835 3.66844 1.00761 1.5 3.64094 2.51253 2.5 5 -3.2741e-05 -1.814e-09 1.13861e-09 2.0218e-09 -2.61379e-05
2.03e-06 0.0673786 3.68925 1.01045 1.5 3.63791 2.51874 2.5 5 -3.23829e-05 2.04108e-09 -4.16692e-09 1.57284e-09 -2.65762e-05
2.04e-06 0.0880526 3.70994 1.01328 1.5 3.63494 2.52487 2.5 5 -3.18946e-05 -1.81463e-09 1.19447e-09 2.00713e-09 -2.70147e-05
2.05e-06 0.108521 3.73042 1.01608 1.5 3.63204 2.5309 2.5 5 -3.12771e-05 2.03913e-09 -4.103e-09 1.54018e-09 -2.744e-05
2.06e-06 0.128699 3.75063 1.01886 1.5 3.62922 2.53681 2.5 5 -3.05318e-05 -1.81722e-09 1.27179e-09 1.96226e-09 -2.7862e-05
2.07e-06 0.148503 3.77046 1.02158 1.5 3.6265 2.54258 2.5 5 -2.9661e-05 2.03521e-09 -4.01845e-09 1.4773e-09 -2.82672e-05
2.08e-06 0.167851 3.78984 1.02425 1.5 3.62387 2.54818 2.5 5 -2.86671e-05 -1.8218e-09 1.36866e-09 1.88711e-09 -2.86659e-05
2.09e-06 0.18666 3.80868 1.02684 1.5 3.62136 2.55358 2.5 5 -2.75534e-05 2.02932e-09 -3.91528e-09 1.38442e-09 -2.90445e-05
2.1e-06 0.204851 3.82691 1.02936 1.5 3.61897 2.55878 2.5 5 -2.63234e-05 -1.82836e-09 1.483e-09 1.78221e-09 -2.94135e-05
2.11e-06 0.222347 3.84445 1.03177 1.5 3.6167 2.56374 2.5 5 -2.49814e-05 2.02148e-09 -3.79563e-09 1.2624e-09 -2.97595e-05
2.12e-06 0.239071 3.86122 1.03408 1.5 3.61456 2.56845 2.5 5 -2.35318e-05 -1.83683e-09 1.61263e-09 1.64875e-09 -3.00932e-05
2.13e-06 0.254951 3.87715 1.03627 1.5 3.61256 2.5729 2.5 5 -2.19798e-05 2.01179e-09 -3.66172e-09 1.11276e-09 -3.04013e-05
2.14e-06 0.269917 3.89217 1.03832 1.5 3.61069 2.57705 2.5 5 -2.03308e-05 -1.8471e-09 1.75532e-09 1.48859e-09 -3.06947e-05
2.15e-06 0.283903 3.90621 1.04024 1.5 3.60898 2.5809 2.5 5 -1.8591e-05 2.00039e-09 -3.51575e-09 9.37668e-10 -3.09604e-05
2.16e-06 0.296845 3.91921 1.04201 1.5 3.60742 2.58443 2.5 5 -1.67665e-05 -1.859e-09 1.90888e-09 1.30421e-09 -3.12093e-05
2.17e-06 0.308686 3.93112 1.04361 1.5 3.60601 2.58763 2.5 5 -1.48642e-05 1.98747e-09 -3.35991e-09 7.39914e-10 -3.14286e-05
2.18e-06 0.319371 3.94186 1.04505 1.5 3.60476 2.59048 2.5 5 -1.28911e-05 -1.87231e-09 2.07118e-09 1.09871e-09 -3.16296e-05
2.19e-06 0.328849 3.95141 1.04632 1.5 3.60367 2.59298 2.5 5 -1.08546e-05 1.97327e-09 -3.1963e-09 5.22876e-10 -3.17996e-05
2.2e-06 0.337075 3.9597 1.0474 1.5 3.60274 2.59511 2.5 5 -8.76256e-06 -1.88678e-09 2.24013e-09 8.75718e-10 -3.195e-05
2.21e-06 0.344008 3.9667 1.04829 1.5 3.60198 2.59686 2.5 5 -6.62288e-06 1.95808e-09 -3.02695e-09 2.90432e-10 -3.20684e-05
2.22e-06 0.349612 3.97237 1.04899 1.5 3.60139 2.59823 2.5 5 -4.44381e-06 -1.90209e-09 2.41375e-09 6.39345e-10 -3.21662e-05
2.23e-06 0.353858 3.97669 1.04949 1.5 3.60096 2.59921 2.5 5 -2.23379e-06 1.94221e-09 -2.85383e-09 4.68659e-11 -3.22313e-05
2.24e-06 0.356721 3.97962 1.04979 1.5 3.6007 2.5998 2.5 5 -1.44103e-09 -1.91793e-09 2.59012e-09 3.94035e-10 -3.22754e-05
2.25e-06 0.35818 3.98115 1.04989 1.5 3.60061 2.6 2.5 5 2.24448e-06 1.92599e-09 -2.67881e-09 -2.03239e-10 -3.22864e-05
2.26e-06 0.358222 3.98126 1.04979 1.5 3.60069 2.5998 2.5 5 4.49513e-06 -1.93396e-09 2.76737e-09 1.44474e-10 -3.22763e-05
2.27e-06 0.356839 3.97995 1.04949 1.5 3.60094 2.59921 2.5 5 6.74155e-06 1.90977e-09 -2.50377e-09 -4.55131e-10 -3.2233e-05
2.28e-06 0.354028 3.97721 1.04899 1.5 3.60136 2.59823 2.5 5 8.97481e-06 -1.94981e-09 2.94365e-09 -1.04546e-10 -3.21687e-05
2.29e-06 0.349792 3.97304 1.04829 1.5 3.60194 2.59686 2.5 5 1.11859e-05 1.8939e-09 -2.33055e-09 -7.04016e-10 -3.20717e-05
2.3e-06 0.344141 3.96746 1.0474 1.5 3.60269 2.59511 2.5 5 1.3366e-05 -1.96515e-09 3.11709e-09 -3.48258e-10 -3.19543e-05
2.31e-06 0.337089 3.96047 1.04632 1.5 3.60361 2.59298 2.5 5 1.55061e-05 1.87873e-09 -2.16106e-09 -9.45192e-10 -3.18048e-05
2.32e-06 0.328656 3.9521 1.04506 1.5 3.60469 2.59048 2.5 5 1.75976e-05 -1.97964e-09 3.28577e-09 -5.82052e-10 -3.16357e-05
2.33e-06 0.318868 3.94238 1.04362 1.5 3.60593 2.58763 2.5 5 1.96319e-05 1.86456e-09 -1.99725e-09 -1.17417e-09 -3.14356e-05
2.34e-06 0.307757 3.93133 1.04202 1.5 3.60733 2.58443 2.5 5 2.16005e-05 -1.993e-09 3.44769e-09 -8.01585e-10 -3.12172e-05
2.35e-06 0.29536 3.91899 1.04025 1.5 3.60888 2.5809 2.5 5 2.34952e-05 1.85167e-09 -1.84114e-09 -1.38679e-09 -3.09692e-05
2.36e-06 0.28172 3.9054 1.03833 1.5 3.61058 2.57705 2.5 5 2.53082e-05 -2.00495e-09 3.6008e-09 -1.00289e-09 -3.07045e-05
2.37e-06 0.266883 3.89062 1.03627 1.5 3.61243 2.5729 2.5 5 2.70316e-05 1.84031e-09 -1.69486e-09 -1.5793e-09 -3.04121e-05
2.38e-06 0.250903 3.87469 1.03409 1.5 3.61442 2.56845 2.5 5 2.86583e-05 -2.01529e-09 3.74295e-09 -1.18247e-09 -3.0105e-05
2.39e-06 0.233836 3.85767 1.03178 1.5 3.61655 2.56374 2.5 5 3.01812e-05 1.83066e-09 -1.56056e-09 -1.74846e-09 -2.97723e-05
2.4e-06 0.215745 3.83962 1.02937 1.5 3.61881 2.55878 2.5 5 3.15936e-05 -2.02384e-09 3.87193e-09 -1.33733e-09 -2.94274e-05
2.41e-06 0.196696 3.82061 1.02685 1.5 3.6212 2.55358 2.5 5 3.28893e-05 1.82287e-09 -1.44048e-09 -1.89157e-09 -2.90594e-05
2.42e-06 0.176761 3.80071 1.02426 1.5 3.6237 2.54818 2.5 5 3.40625e-05 -2.03048e-09 3.98554e-09 -1.46507e-09 -2.86819e-05
2.43e-06 0.156013 3.78 1.02159 1.5 3.62631 2.54258 2.5 5 3.5108e-05 1.81703e-09 -1.33681e-09 -2.00652e-09 -2.82843e-05
2.44e-06 0.134531 3.75854 1.01886 1.5 3.62903 2.53681 2.5 5 3.60207e-05 -2.03516e-09 4.0816e-09 -1.56388e-09 -2.78802e-05
2.45e-06 0.112397 3.73643 1.01609 1.5 3.63184 2.5309 2.5 5 3.67965e-05 1.81317e-09 -1.2517e-09 -2.09179e-09 -2.74592e-05
2.46e-06 0.0896959 3.71375 1.01328 1.5 3.63473 2.52487 2.5 5 3.74314e-05 -2.03785e-09 4.15802e-09 -1.63252e-09 -2.70351e-05
2.47e-06 0.0665148 3.69059 1.01045 1.5 3.63769 2.51874 2.5 5 3.79221e-05 1.8113e-09 -1.18716e-09 -2.14647e-09 -2.65976e-05
2.48e-06 0.042944 3.66703 1.00761 1.5 3.64072 2.51253 2.5 5 3.8266e-05 -2.0386e-09 4.2129e-09 -1.67038e-09 -2.61604e-05
2.49e-06 0.0190757 3.64317 1.00477 1.5 3.6438 2.50628 2.5 5 3.84609e-05 1.81135e-09 -1.14499e-09 -2.17021e-09 -2.57134e-05
2.5e-06 -0.0049963 3.6191 1.00194 1.5 3.64692 2.5 2.5 5 3.85051e-05 -2.03747e-09 4.24455e-09 -1.67738e-09 -2.52705e-05
2.51e-06 -0.0291766 3.59491 0.999136 1.5 3.65006 2.49372 2.5 5 3.83977e-05 1.81323e-09 -1.12671e-09 -2.16321e-09 -2.48215e-05
2.52e-06 -0.053369 3.57072 0.99637 1.5 3.65323 2.48747 2.5 5 3.81384e-05 -2.03456e-09 4.25163e-09 -1.65399e-09 -2.43803e-05
2.53e-06 -0.0774765 3.5466 0.993648 1.5 3.65639 2.48126 2.5 5 3.77273e-05 1.81683e-09 -1.13349e-09 -2.1262e-09 -2.39368e-05
2.54e-06 -0.101402 3.52266 0.990983 1.5 3.65955 2.47513 2.5 5 3.71654e-05 -2.03001e-09 4.23318e-09 -1.60115e-09 -2.35047e-05
2.55e-06 -0.125049 3.49899 0.988383 1.5 3.66267 2.4691 2.5 5 3.6454e-05 1.82199e-09 -1.16609e-09 -2.06032e-09 -2.30738e-05
2.56e-06 -0.148321 3.47569 0.985858 1.5 3.66577 2.46319 2.5 5 3.55951e-05 -2.02398e-09 4.18867e-09 -1.52023e-09 -2.2658e-05
2.57e-06 -0.171122 3.45286 0.983415 1.5 3.66881 2.45742 2.5 5 3.45916e-05 1.82857e-09 -1.22476e-09 -1.96715e-09 -2.2247e-05
2.58e-06 -0.193359 3.4306 0.981065 1.5 3.67178 2.45182 2.5 5 3.34465e-05 -2.01664e-09 4.11812e-09 -1.41297e-09 -2.18543e-05
2.59e-06 -0.21494 3.40898 0.978811 1.5 3.67468 2.44642 2.5 5 3.21638e-05 1.83637e-09 -1.30923e-09 -1.84859e-09 -2.14696e-05
2.6e-06 -0.235774 3.38811 0.976664 1.5 3.67748 2.44122 2.5 5 3.07479e-05 -2.00815e-09 4.02207e-09 -1.28141e-09 -2.11064e-05
2.61e-06 -0.255774 3.36806 0.974628 1.5 3.68017 2.43626 2.5 5 2.92036e-05 1.84524e-09 -1.41867e-09 -1.70681e-09 -2.0754e-05
2.62e-06 -0.274856 3.34893 0.972709 1.5 3.68275 2.43155 2.5 5 2.75366e-05 -1.99869e-09 3.90167e-09 -1.12785e-09 -2.04259e-05
2.63e-06 -0.292939 3.3308 0.970913 1.5 3.68519 2.4271 2.5 5 2.57528e-05 1.855e-09 -1.55165e-09 -1.54421e-09 -2.01113e-05
2.64e-06 -0.309945 3.31374 0.969245 1.5 3.68749 2.42295 2.5 5 2.38588e-05 -1.98844e-09 3.75863e-09 -9.54758e-10 -1.98234e-05
2.65e-06 -0.325801 3.29783 0.967708 1.5 3.68963 2.4191 2.5 5 2.18616e-05 1.86548e-09 -1.70614e-09 -1.36333e-09 -1.95512e-05
2.66e-06 -0.340439 3.28313 0.966308 1.5 3.6916 2.41557 2.5 5 1.97685e-05 -1.97753e-09 3.59526e-09 -7.64755e-10 -1.93077e-05
2.67e-06 -0.353793 3.26972 0.965045 1.5 3.6934 2.41237 2.5 5 1.75875e-05 1.87654e-09 -1.87958e-09 -1.16686e-09 -1.90817e-05
2.68e-06 -0.365804 3.25765 0.963925 1.5 3.69501 2.40952 2.5 5 1.53268e-05 -1.96612e-09 3.4144e-09 -5.60545e-10 -1.88861e-05
2.69e-06 -0.376418 3.24697 0.962949 1.5 3.69643 2.40702 2.5 5 1.29951e-05 1.88803e-09 -2.06886e-09 -9.5752e-10 -1.87095e-05
2.7e-06 -0.385586 3.23773 0.96212 1.5 3.69764 2.40489 2.5 5 1.06012e-05 -1.95435e-09 3.21938e-09 -3.44891e-10 -1.85645e-05
2.71e-06 -0.393265 3.22999 0.961439 1.5 3.69864 2.40314 2.5 5 8.15435e-06 1.89984e-09 -2.27046e-09 -7.38101e-10 -1.84397e-05
2.72e-06 -0.399418 3.22377 0.960908 1.5 3.69943 2.40177 2.5 5 5.66407e-06 -1.94231e-09 3.01394e-09 -1.20593e-10 -1.83473e-05
2.73e-06 -0.404013 3.2191 0.960527 1.5 3.69999 2.40079 2.5 5 3.14002e-06 1.91186e-09 -2.48046e-09 -5.11416e-10 -1.82758e-05
2.74e-06 -0.407025 3.21602 0.960299 1.5 3.70034 2.4002 2.5 5 5.92065e-07 -1.93013e-09 2.80211e-09 1.09522e-10 -1.82373e-05
2.75e-06 -0.408436 3.21454 0.960222 1.5 3.70046 2.4 2.5 5 -1.96978e-06 1.92398e-09 -2.69473e-09 -2.80305e-10 -1.822e-05
2.76e-06 -0.408233 3.21467 0.960298 1.5 3.70036 2.4002 2.5 5 -4.53542e-06 -1.9179e-09 2.58812e-09 3.42604e-10 -1.8236e-05
2.77e-06 -0.406409 3.21643 0.960525 1.5 3.70003 2.40079 2.5 5 -7.09469e-06 1.9361e-09 -2.90897e-09 -4.76328e-11 -1.82731e-05
2.78e-06 -0.402965 3.2198 0.960905 1.5 3.69948 2.40177 2.5 5 -9.63741e-06 -1.90572e-09 2.37626e-09 5.75774e-10 -1.83433e-05
2.79e-06 -0.397908 3.22479 0.961435 1.5 3.69871 2.40314 2.5 5 -1.21534e-05 1.94812e-09 -3.11893e-09 1.83701e-10 -1.84343e-05
2.8e-06 -0.391251 3.23138 0.962115 1.5 3.69773 2.40489 2.5 5 -1.46326e-05 -1.89369e-09 2.17078e-09 8.0611e-10 -1.85579e-05
2.81e-06 -0.383015 3.23955 0.962944 1.5 3.69653 2.40702 2.5 5 -1.70651e-05 1.95995e-09 -3.32044e-09 4.10754e-10 -1.87016e-05
2.82e-06 -0.373224 3.24928 0.963919 1.5 3.69513 2.40952 2.5 5 -1.94409e-05 -1.88192e-09 1.97569e-09 1.03065e-09 -1.8877e-05
2.83e-06 -0.361912 3.26052 0.965039 1.5 3.69354 2.41237 2.5 5 -2.17504e-05 1.97147e-09 -3.50961e-09 6.30538e-10 -1.90713e-05
2.84e-06 -0.349116 3.27326 0.9663 1.5 3.69175 2.41557 2.5 5 -2.39841e-05 -1.87051e-09 1.79475e-09 1.24638e-09 -1.92961e-05
2.85e-06 -0.334882 3.28744 0.967701 1.5 3.68979 2.4191 2.5 5 -2.6133e-05 1.98256e-09 -3.6829e-09 8.40023e-10 -1.95384e-05
2.86e-06 -0.31926 3.303 0.969238 1.5 3.68766 2.42295 2.5 5 -2.8188e-05 -1.85962e-09 1.63127e-09 1.45026e-09 -1.98096e-05
2.87e-06 -0.302307 3.3199 0.970906 1.5 3.68538 2.4271 2.5 5 -3.01407e-05 1.99307e-09 -3.83721e-09 1.03615e-09 -2.00964e-05
2.88e-06 -0.284083 3.33808 0.972702 1.5 3.68295 2.43155 2.5 5 -3.19829e-05 -1.84936e-09 1.48809e-09 1.63924e-09 -2.04099e-05
2.89e-06 -0.264657 3.35746 0.974621 1.5 3.68038 2.43626 2.5 5 -3.37068e-05 2.00286e-09 -3.96998e-09 1.21587e-09 -2.0737e-05
2.9e-06 -0.244099 3.37797 0.976658 1.5 3.67769 2.44122 2.5 5 -3.53051e-05 -1.83992e-09 1.36752e-09 1.81026e-09 -2.10884e-05
2.91e-06 -0.222488 3.39954 0.978806 1.5 3.6749 2.44642 2.5 5 -3.6771e-05 2.01177e-09 -4.07918e-09 1.37618e-09 -2.14506e-05
2.92e-06 -0.199904 3.42209 0.98106 1.5 3.67201 2.45182 2.5 5 -3.80979e-05 -1.83145e-09 1.27128e-09 1.96038e-09 -2.18344e-05
2.93e-06 -0.176433 3.44553 0.983412 1.5 3.66904 2.45742 2.5 5 -3.92802e-05 2.01962e-09 -4.16339e-09 1.51416e-09 -2.22262e-05
2.94e-06 -0.152165 3.46977 0.985856 1.5 3.66601 2.46319 2.5 5 -4.03126e-05 -1.82412e-09 1.2005e-09 2.08675e-09 -2.26365e-05
2.95e-06 -0.127192 3.49472 0.988382 1.5 3.66292 2.4691 2.5 5 -4.11902e-05 2.02623e-09 -4.22178e-09 1.62707e-09 -2.30515e-05
2.96e-06 -0.101612 3.52028 0.990983 1.5 3.65979 2.47513 2.5 5 -4.1909e-05 -1.81812e-09 1.15573e-09 2.18675e-09 -2.34816e-05
2.97e-06 -0.0755233 3.54635 0.99365 1.5 3.65664 2.48126 2.5 5 -4.24655e-05 2.03145e-09 -4.25407e-09 1.71241e-09 -2.3913e-05
2.98e-06 -0.0490277 3.57283 0.996373 1.5 3.65347 2.48747 2.5 5 -4.28568e-05 -1.8136e-09 1.13696e-09 2.25802e-09 -2.43559e-05
2.99e-06 -0.0222293 3.59963 0.999142 1.5 3.65031 2.49372 2.5 5 -4.30806e-05 2.03509e-09 -4.26053e-09 1.768e-09 -2.47964e-05
3e-06 0.00476661 3.62662 1.00195 1.5 3.64716 2.5 2.5 5 -4.31355e-05 -1.81073e-09 1.14369e-09 2.29857e-09 -2.52449e-05
3.01e-06 0.031853 3.65371 1.00478 1.5 3.64404 2.50628 2.5 5 -4.30204e-05 2.03703e-09 -4.24191e-09 1.79205e-09 -2.56872e-05
3.02e-06 0.0589224 3.68078 1.00762 1.5 3.64096 2.51253 2.5 5 -4.27353e-05 -1.80964e-09 1.17495e-09 2.30684e-09 -2.61336e-05
3.03e-06 0.0858665 3.70774 1.01046 1.5 3.63793 2.51874 2.5 5 -4.22804e-05 2.03713e-09 -4.19937e-09 1.78325e-09 -2.65703e-05
3.04e-06 0.112577 3.73447 1.01329 1.5 3.63496 2.52487 2.5 5 -4.1657e-05 -1.81043e-09 1.22939e-09 2.28179e-09 -2.70074e-05
3.05e-06 0.138947 3.76086 1.01611 1.5 3.63207 2.5309 2.5 5 -4.08668e-05 2.03531e-09 -4.13443e-09 1.74084e-09 -2.74311e-05
3.06e-06 0.16487 3.7868 1.01888 1.5 3.62925 2.53681 2.5 5 -3.99123e-05 -1.81318e-09 1.30533e-09 2.22295e-09 -2.78518e-05
3.07e-06 0.190239 3.8122 1.02161 1.5 3.62653 2.54258 2.5 5 -3.87967e-05 2.03151e-09 -4.04891e-09 1.66465e-09 -2.82555e-05
3.08e-06 0.214952 3.83694 1.02428 1.5 3.62392 2.54818 2.5 5 -3.75238e-05 -1.81792e-09 1.40087e-09 2.13048e-09 -2.86529e-05
3.09e-06 0.238908 3.86094 1.02688 1.5 3.62141 2.55358 2.5 5 -3.60979e-05 2.02573e-09 -3.9448e-09 1.55518e-09 -2.90301e-05
3.1e-06 0.262006 3.88407 1.02939 1.5 3.61901 2.55878 2.5 5 -3.45242e-05 -1.82463e-09 1.51392e-09 2.00522e-09 -2.93979e-05
3.11e-06 0.284153 3.90626 1.03181 1.5 3.61675 2.56374 2.5 5 -3.28084e-05 2.018e-09 -3.82425e-09 1.41361e-09 -2.97427e-05
3.12e-06 0.305256 3.92741 1.03412 1.5 3.61461 2.56845 2.5 5 -3.09568e-05 -1.83325e-09 1.6423e-09 1.8487e-09 -3.00754e-05
3.13e-06 0.325226 3.94743 1.03631 1.5 3.61261 2.5729 2.5 5 -2.8976e-05 2.00842e-09 -3.68945e-09 1.24183e-09 -3.03824e-05
3.14e-06 0.343979 3.96624 1.03837 1.5 3.61075 2.57705 2.5 5 -2.68737e-05 -1.84366e-09 1.7838e-09 1.66315e-09 -3.06749e-05
3.15e-06 0.361438 3.98375 1.04029 1.5 3.60904 2.5809 2.5 5 -2.46575e-05 1.99712e-09 -3.54262e-09 1.04239e-09 -3.09397e-05
3.16e-06 0.377526 3.9999 1.04205 1.5 3.60748 2.58443 2.5 5 -2.2336e-05 -1.85569e-09 1.93622e-09 1.45146e-09 -3.11879e-05
3.17e-06 0.392174 4.01461 1.04366 1.5 3.60607 2.58763 2.5 5 -1.99179e-05 1.98431e-09 -3.38594e-09 8.18519e-10 -3.14065e-05
3.18e-06 0.405321 4.02782 1.0451 1.5 3.60482 2.59048 2.5 5 -1.74125e-05 -1.86913e-09 2.09741e-09 1.21716e-09 -3.16069e-05
3.19e-06 0.416907 4.03947 1.04637 1.5 3.60373 2.59298 2.5 5 -1.48294e-05 1.97021e-09 -3.22152e-09 5.74038e-10 -3.17764e-05
3.2e-06 0.426881 4.04951 1.04745 1.5 3.6028 2.59511 2.5 5 -1.21786e-05 -1.88372e-09 2.26532e-09 9.64351e-10 -3.19264e-05
3.21e-06 0.435198 4.05789 1.04834 1.5 3.60204 2.59686 2.5 5 -9.47031e-06 1.95512e-09 -3.05138e-09 3.13282e-10 -3.20444e-05
3.22e-06 0.44182 4.06458 1.04904 1.5 3.60145 2.59823 2.5 5 -6.71508e-06 -1.89916e-09 2.43793e-09 6.97582e-10 -3.21421e-05
3.23e-06 0.446713 4.06954 1.04954 1.5 3.60102 2.59921 2.5 5 -3.92367e-06 1.93934e-09 -2.87748e-09 4.10009e-11 -3.22071e-05
3.24e-06 0.449854 4.07275 1.04984 1.5 3.60076 2.5998 2.5 5 -1.10702e-06 -1.91511e-09 2.61334e-09 4.2177e-10 -3.22512e-05
3.25e-06 0.451225 4.07419 1.04994 1.5 3.60067 2.6 2.5 5 1.7238e-06 1.92321e-09 -2.70172e-09 -2.37758e-10 -3.22623e-05
